#机器人id	阵型类型	阵型ID	位置	武将id
id	type	formation	pos	role
10492	9	16000101	6	12000046
10493	9	16000101	5	12000035
10493	9	16000101	2	12000026
10493	9	16000101	6	12000032
10494	9	16000101	5	12000027
10494	9	16000101	2	12000044
10494	9	16000101	6	12000043
10495	9	16000101	5	12000025
10495	9	16000101	2	12000029
10495	9	16000101	6	12000039
10496	9	16000101	5	12000040
10496	9	16000101	2	12000026
10496	9	16000101	6	12000043
10497	9	16000101	5	12000039
10497	9	16000101	2	12000036
10497	9	16000101	6	12000046
10498	9	16000101	5	12000047
10498	9	16000101	2	12000040
10498	9	16000101	6	12000045
10499	9	16000101	5	12000033
10499	9	16000101	2	12000047
10499	9	16000101	6	12000042
10500	9	16000101	5	12000030
10500	9	16000101	2	12000043
10500	9	16000101	6	12000046
10501	9	16000101	5	12000034
10501	9	16000101	2	12000031
10501	9	16000101	6	12000037
10502	9	16000101	5	12000038
10502	9	16000101	2	12000042
10502	9	16000101	6	12000041
10503	9	16000101	5	12000032
10503	9	16000101	2	12000031
10503	9	16000101	6	12000044
10504	9	16000101	5	12000042
10504	9	16000101	2	12000033
10504	9	16000101	6	12000046
10505	9	16000101	5	12000025
10505	9	16000101	2	12000024
10505	9	16000101	6	12000038
10506	9	16000101	5	12000037
10506	9	16000101	2	12000044
10506	9	16000101	6	12000040
10507	9	16000101	5	12000038
10507	9	16000101	2	12000026
10507	9	16000101	6	12000027
10508	9	16000101	5	12000025
10508	9	16000101	2	12000044
10508	9	16000101	6	12000049
10509	9	16000101	5	12000041
10509	9	16000101	2	12000044
10509	9	16000101	6	12000031
10510	9	16000101	5	12000041
10510	9	16000101	2	12000030
10510	9	16000101	6	12000040
10511	9	16000101	5	12000048
10511	9	16000101	2	12000041
10511	9	16000101	6	12000035
10512	9	16000101	5	12000032
10512	9	16000101	2	12000031
10512	9	16000101	6	12000035
10513	9	16000101	5	12000047
10513	9	16000101	2	12000028
10513	9	16000101	6	12000042
10514	9	16000101	5	12000036
10514	9	16000101	2	12000024
10514	9	16000101	6	12000022
10515	9	16000101	5	12000040
10515	9	16000101	2	12000027
10515	9	16000101	6	12000026
10516	9	16000101	5	12000030
10516	9	16000101	2	12000032
10516	9	16000101	6	12000024
10517	9	16000101	5	12000045
10517	9	16000101	2	12000036
10517	9	16000101	6	12000022
10518	9	16000101	5	12000032
10518	9	16000101	2	12000036
10518	9	16000101	6	12000025
10519	9	16000101	5	12000035
10519	9	16000101	2	12000038
10519	9	16000101	6	12000033
10520	9	16000101	5	12000032
10520	9	16000101	2	12000044
10520	9	16000101	6	12000026
10521	9	16000101	5	12000038
10521	9	16000101	2	12000042
10521	9	16000101	6	12000034
10522	9	16000101	5	12000046
10522	9	16000101	2	12000049
10522	9	16000101	6	12000036
10523	9	16000101	5	12000028
10523	9	16000101	2	12000026
10523	9	16000101	6	12000029
10524	9	16000101	5	12000047
10524	9	16000101	2	12000028
10524	9	16000101	6	12000036
10525	9	16000101	5	12000038
10525	9	16000101	2	12000035
10525	9	16000101	6	12000037
10526	9	16000101	5	12000048
10526	9	16000101	2	12000031
10526	9	16000101	6	12000045
10527	9	16000101	5	12000028
10527	9	16000101	2	12000039
10527	9	16000101	6	12000026
10528	9	16000101	5	12000025
10528	9	16000101	2	12000039
10528	9	16000101	6	12000028
10529	9	16000101	5	12000032
10529	9	16000101	2	12000041
10529	9	16000101	6	12000045
10530	9	16000101	5	12000038
10530	9	16000101	2	12000028
10530	9	16000101	6	12000041
10531	9	16000101	5	12000027
10531	9	16000101	2	12000049
10531	9	16000101	6	12000029
10532	9	16000101	5	12000034
10532	9	16000101	2	12000024
10532	9	16000101	6	12000027
10533	9	16000101	5	12000027
10533	9	16000101	2	12000039
10533	9	16000101	6	12000041
10534	9	16000101	5	12000024
10534	9	16000101	2	12000043
10534	9	16000101	6	12000039
10535	9	16000101	5	12000041
10535	9	16000101	2	12000031
10535	9	16000101	6	12000022
10536	9	16000101	5	12000031
10536	9	16000101	2	12000047
10536	9	16000101	6	12000045
10537	9	16000101	5	12000048
10537	9	16000101	2	12000027
10537	9	16000101	6	12000046
10538	9	16000101	5	12000037
10538	9	16000101	2	12000033
10538	9	16000101	6	12000041
10539	9	16000101	5	12000031
10539	9	16000101	2	12000045
10539	9	16000101	6	12000046
10540	9	16000101	5	12000039
10540	9	16000101	2	12000026
10540	9	16000101	6	12000027
10541	9	16000101	5	12000030
10541	9	16000101	2	12000044
10541	9	16000101	6	12000025
10542	9	16000101	5	12000046
10542	9	16000101	2	12000023
10542	9	16000101	6	12000034
10543	9	16000101	5	12000046
10543	9	16000101	2	12000039
10543	9	16000101	6	12000038
10544	9	16000101	5	12000027
10544	9	16000101	2	12000047
10544	9	16000101	6	12000038
10545	9	16000101	5	12000045
10545	9	16000101	2	12000042
10545	9	16000101	6	12000037
10546	9	16000101	5	12000049
10546	9	16000101	2	12000040
10546	9	16000101	6	12000022
10547	9	16000101	5	12000032
10547	9	16000101	2	12000024
10547	9	16000101	6	12000036
10548	9	16000101	5	12000031
10548	9	16000101	2	12000046
10548	9	16000101	6	12000048
10549	9	16000101	5	12000044
10549	9	16000101	2	12000037
10549	9	16000101	6	12000042
10550	9	16000101	5	12000049
10550	9	16000101	2	12000023
10550	9	16000101	6	12000034
10551	9	16000101	5	12000049
10551	9	16000101	2	12000047
10551	9	16000101	6	12000032
10552	9	16000101	5	12000048
10552	9	16000101	2	12000033
10552	9	16000101	6	12000039
10553	9	16000101	5	12000028
10553	9	16000101	2	12000031
10553	9	16000101	6	12000036
10554	9	16000101	5	12000026
10554	9	16000101	2	12000035
10554	9	16000101	6	12000031
10555	9	16000101	5	12000041
10555	9	16000101	2	12000030
10555	9	16000101	6	12000033
10556	9	16000101	5	12000026
10556	9	16000101	2	12000036
10556	9	16000101	6	12000032
10557	9	16000101	5	12000047
10557	9	16000101	2	12000042
10557	9	16000101	6	12000046
10558	9	16000101	5	12000032
10558	9	16000101	2	12000033
10558	9	16000101	6	12000034
10559	9	16000101	5	12000045
10559	9	16000101	2	12000048
10559	9	16000101	6	12000043
10560	9	16000101	5	12000032
10560	9	16000101	2	12000022
10560	9	16000101	6	12000038
10561	9	16000101	5	12000032
10561	9	16000101	2	12000041
10561	9	16000101	6	12000028
10562	9	16000101	5	12000039
10562	9	16000101	2	12000036
10562	9	16000101	6	12000028
10563	9	16000101	5	12000043
10563	9	16000101	2	12000025
10563	9	16000101	6	12000039
10564	9	16000101	5	12000037
10564	9	16000101	2	12000049
10564	9	16000101	6	12000044
10565	9	16000101	5	12000029
10565	9	16000101	2	12000044
10565	9	16000101	6	12000026
10566	9	16000101	5	12000049
10566	9	16000101	2	12000025
10566	9	16000101	6	12000026
10567	9	16000101	5	12000032
10567	9	16000101	2	12000036
10567	9	16000101	6	12000038
10568	9	16000101	5	12000028
10568	9	16000101	2	12000032
10568	9	16000101	6	12000030
10569	9	16000101	5	12000049
10569	9	16000101	2	12000023
10569	9	16000101	6	12000024
10570	9	16000101	5	12000036
10570	9	16000101	2	12000039
10570	9	16000101	6	12000040
10571	9	16000101	5	12000040
10571	9	16000101	2	12000041
10571	9	16000101	6	12000034
10572	9	16000101	5	12000023
10572	9	16000101	2	12000028
10572	9	16000101	6	12000047
10573	9	16000101	5	12000030
10573	9	16000101	2	12000046
10573	9	16000101	6	12000045
10574	9	16000101	5	12000033
10574	9	16000101	2	12000032
10574	9	16000101	6	12000027
10575	9	16000101	5	12000047
10575	9	16000101	2	12000048
10575	9	16000101	6	12000039
10576	9	16000101	5	12000045
10576	9	16000101	2	12000035
10576	9	16000101	6	12000047
10577	9	16000101	5	12000045
10577	9	16000101	2	12000034
10577	9	16000101	6	12000039
10578	9	16000101	5	12000048
10578	9	16000101	2	12000022
10578	9	16000101	6	12000043
10579	9	16000101	5	12000031
10579	9	16000101	2	12000036
10579	9	16000101	6	12000034
10580	9	16000101	5	12000047
10580	9	16000101	2	12000031
10580	9	16000101	6	12000041
10581	9	16000101	5	12000046
10581	9	16000101	2	12000037
10581	9	16000101	6	12000025
10582	9	16000101	5	12000048
10582	9	16000101	2	12000045
10582	9	16000101	6	12000023
10583	9	16000101	5	12000023
10583	9	16000101	2	12000035
10583	9	16000101	6	12000022
10584	9	16000101	5	12000024
10584	9	16000101	2	12000037
10584	9	16000101	6	12000035
10585	9	16000101	5	12000041
10585	9	16000101	2	12000026
10585	9	16000101	6	12000031
10586	9	16000101	5	12000022
10586	9	16000101	2	12000028
10586	9	16000101	6	12000042
10587	9	16000101	5	12000034
10587	9	16000101	2	12000046
10587	9	16000101	6	12000044
10588	9	16000101	5	12000025
10588	9	16000101	2	12000031
10588	9	16000101	6	12000026
10589	9	16000101	5	12000033
10589	9	16000101	2	12000032
10589	9	16000101	6	12000030
10590	9	16000101	5	12000032
10590	9	16000101	2	12000047
10590	9	16000101	6	12000039
10591	9	16000101	5	12000022
10591	9	16000101	2	12000026
10591	9	16000101	6	12000044
10592	9	16000101	5	12000043
10592	9	16000101	2	12000036
10592	9	16000101	6	12000031
10593	9	16000101	5	12000030
10593	9	16000101	2	12000032
10593	9	16000101	6	12000037
10594	9	16000101	5	12000033
10594	9	16000101	2	12000045
10594	9	16000101	6	12000049
10595	9	16000101	5	12000026
10595	9	16000101	2	12000037
10595	9	16000101	6	12000027
10596	9	16000101	5	12000030
10596	9	16000101	2	12000041
10596	9	16000101	6	12000044
10597	9	16000101	5	12000030
10597	9	16000101	2	12000048
10597	9	16000101	6	12000045
10598	9	16000101	5	12000030
10598	9	16000101	2	12000038
10598	9	16000101	6	12000033
10599	9	16000101	5	12000037
10599	9	16000101	2	12000044
10599	9	16000101	6	12000043
10600	9	16000101	5	12000049
10600	9	16000101	2	12000041
10600	9	16000101	6	12000023
10601	9	16000101	5	12000040
10601	9	16000101	2	12000032
10601	9	16000101	6	12000045
10602	9	16000101	5	12000026
10602	9	16000101	2	12000030
10602	9	16000101	6	12000032
10603	9	16000101	5	12000041
10603	9	16000101	2	12000029
10603	9	16000101	6	12000048
10604	9	16000101	5	12000031
10604	9	16000101	2	12000026
10604	9	16000101	6	12000025
10605	9	16000101	5	12000036
10605	9	16000101	2	12000030
10605	9	16000101	6	12000041
10606	9	16000101	5	12000049
10606	9	16000101	2	12000044
10606	9	16000101	6	12000038
10607	9	16000101	5	12000036
10607	9	16000101	2	12000041
10607	9	16000101	6	12000024
10608	9	16000101	5	12000038
10608	9	16000101	2	12000022
10608	9	16000101	6	12000046
10609	9	16000101	5	12000033
10609	9	16000101	2	12000032
10609	9	16000101	6	12000040
10610	9	16000101	5	12000048
10610	9	16000101	2	12000044
10610	9	16000101	6	12000036
10611	9	16000101	5	12000047
10611	9	16000101	2	12000025
10611	9	16000101	6	12000033
10612	9	16000101	5	12000045
10612	9	16000101	2	12000049
10612	9	16000101	6	12000030
10613	9	16000101	5	12000024
10613	9	16000101	2	12000030
10613	9	16000101	6	12000037
10614	9	16000101	5	12000042
10614	9	16000101	2	12000029
10614	9	16000101	6	12000033
10615	9	16000101	5	12000049
10615	9	16000101	2	12000034
10615	9	16000101	6	12000029
10616	9	16000101	5	12000040
10616	9	16000101	2	12000049
10616	9	16000101	6	12000024
10617	9	16000101	5	12000045
10617	9	16000101	2	12000046
10617	9	16000101	6	12000042
10618	9	16000101	5	12000037
10618	9	16000101	2	12000041
10618	9	16000101	6	12000046
10619	9	16000101	5	12000024
10619	9	16000101	2	12000045
10619	9	16000101	6	12000039
10620	9	16000101	5	12000026
10620	9	16000101	2	12000025
10620	9	16000101	6	12000027
10621	9	16000101	5	12000030
10621	9	16000101	2	12000029
10621	9	16000101	6	12000024
10622	9	16000101	5	12000040
10622	9	16000101	2	12000042
10622	9	16000101	6	12000038
10623	9	16000101	5	12000040
10623	9	16000101	2	12000041
10623	9	16000101	6	12000045
10624	9	16000101	5	12000030
10624	9	16000101	2	12000040
10624	9	16000101	6	12000029
10625	9	16000101	5	12000023
10625	9	16000101	2	12000042
10625	9	16000101	6	12000049
10626	9	16000101	5	12000042
10626	9	16000101	2	12000048
10626	9	16000101	6	12000047
10627	9	16000101	5	12000023
10627	9	16000101	2	12000037
10627	9	16000101	6	12000030
10628	9	16000101	5	12000048
10628	9	16000101	2	12000039
10628	9	16000101	6	12000027
10629	9	16000101	5	12000048
10629	9	16000101	2	12000023
10629	9	16000101	6	12000039
10630	9	16000101	5	12000023
10630	9	16000101	2	12000037
10630	9	16000101	6	12000025
10631	9	16000101	5	12000022
10631	9	16000101	2	12000031
10631	9	16000101	6	12000033
10632	9	16000101	5	12000039
10632	9	16000101	2	12000029
10632	9	16000101	6	12000049
10633	9	16000101	5	12000026
10633	9	16000101	2	12000045
10633	9	16000101	6	12000038
10634	9	16000101	5	12000038
10634	9	16000101	2	12000029
10634	9	16000101	6	12000030
10635	9	16000101	5	12000039
10635	9	16000101	2	12000045
10635	9	16000101	6	12000042
10636	9	16000101	5	12000049
10636	9	16000101	2	12000044
10636	9	16000101	6	12000040
10637	9	16000101	5	12000037
10637	9	16000101	2	12000028
10637	9	16000101	6	12000035
10638	9	16000101	5	12000043
10638	9	16000101	2	12000045
10638	9	16000101	6	12000033
10639	9	16000101	5	12000026
10639	9	16000101	2	12000025
10639	9	16000101	6	12000028
10640	9	16000101	5	12000023
10640	9	16000101	2	12000042
10640	9	16000101	6	12000026
10641	9	16000101	5	12000037
10641	9	16000101	2	12000042
10641	9	16000101	6	12000033
10642	9	16000101	5	12000022
10642	9	16000101	2	12000044
10642	9	16000101	6	12000046
10643	9	16000101	5	12000029
10643	9	16000101	2	12000034
10643	9	16000101	6	12000030
10644	9	16000101	5	12000034
10644	9	16000101	2	12000049
10644	9	16000101	6	12000029
10645	9	16000101	5	12000027
10645	9	16000101	2	12000033
10645	9	16000101	6	12000026
10646	9	16000101	5	12000039
10646	9	16000101	2	12000029
10646	9	16000101	6	12000038
10647	9	16000101	5	12000047
10647	9	16000101	2	12000040
10647	9	16000101	6	12000046
10648	9	16000101	5	12000024
10648	9	16000101	2	12000033
10648	9	16000101	6	12000034
10649	9	16000101	5	12000044
10649	9	16000101	2	12000048
10649	9	16000101	6	12000049
10650	9	16000101	5	12000037
10650	9	16000101	2	12000025
10650	9	16000101	6	12000039
10651	9	16000101	5	12000035
10651	9	16000101	2	12000022
10651	9	16000101	6	12000039
10652	9	16000101	5	12000046
10652	9	16000101	2	12000040
10652	9	16000101	6	12000043
10653	9	16000101	5	12000027
10653	9	16000101	2	12000037
10653	9	16000101	6	12000035
10654	9	16000101	5	12000041
10654	9	16000101	2	12000046
10654	9	16000101	6	12000030
10655	9	16000101	5	12000029
10655	9	16000101	2	12000046
10655	9	16000101	6	12000026
10656	9	16000101	5	12000049
10656	9	16000101	2	12000035
10656	9	16000101	6	12000024
10657	9	16000101	5	12000022
10657	9	16000101	2	12000032
10657	9	16000101	6	12000025
10658	9	16000101	5	12000036
10658	9	16000101	2	12000023
10658	9	16000101	6	12000046
10659	9	16000101	5	12000028
10659	9	16000101	2	12000044
10659	9	16000101	6	12000039
10660	9	16000101	5	12000047
10660	9	16000101	2	12000041
10660	9	16000101	6	12000030
10661	9	16000101	5	12000036
10661	9	16000101	2	12000040
10661	9	16000101	6	12000035
10662	9	16000101	5	12000034
10662	9	16000101	2	12000030
10662	9	16000101	6	12000035
10663	9	16000101	5	12000045
10663	9	16000101	2	12000043
10663	9	16000101	6	12000046
10664	9	16000101	5	12000033
10664	9	16000101	2	12000042
10664	9	16000101	6	12000028
10665	9	16000101	5	12000037
10665	9	16000101	2	12000032
10665	9	16000101	6	12000023
10666	9	16000101	5	12000038
10666	9	16000101	2	12000047
10666	9	16000101	6	12000028
10667	9	16000101	5	12000043
10667	9	16000101	2	12000023
10667	9	16000101	6	12000028
10668	9	16000101	5	12000025
10668	9	16000101	2	12000035
10668	9	16000101	6	12000031
10669	9	16000101	5	12000035
10669	9	16000101	2	12000034
10669	9	16000101	6	12000041
10670	9	16000101	5	12000044
10670	9	16000101	2	12000025
10670	9	16000101	6	12000030
10671	9	16000101	5	12000024
10671	9	16000101	2	12000036
10671	9	16000101	6	12000025
10672	9	16000101	5	12000025
10672	9	16000101	2	12000039
10672	9	16000101	6	12000037
10673	9	16000101	5	12000033
10673	9	16000101	2	12000049
10673	9	16000101	6	12000023
10674	9	16000101	5	12000032
10674	9	16000101	2	12000037
10674	9	16000101	6	12000048
10675	9	16000101	5	12000044
10675	9	16000101	2	12000027
10675	9	16000101	6	12000026
10676	9	16000101	5	12000037
10676	9	16000101	2	12000031
10676	9	16000101	6	12000027
10677	9	16000101	5	12000035
10677	9	16000101	2	12000040
10677	9	16000101	6	12000036
10678	9	16000101	5	12000023
10678	9	16000101	2	12000046
10678	9	16000101	6	12000028
10679	9	16000101	5	12000026
10679	9	16000101	2	12000033
10679	9	16000101	6	12000049
10680	9	16000101	5	12000036
10680	9	16000101	2	12000045
10680	9	16000101	6	12000041
10681	9	16000101	5	12000036
10681	9	16000101	2	12000042
10681	9	16000101	6	12000046
10682	9	16000101	5	12000027
10682	9	16000101	2	12000033
10682	9	16000101	6	12000048
10683	9	16000101	5	12000030
10683	9	16000101	2	12000040
10683	9	16000101	6	12000043
10684	9	16000101	5	12000025
10684	9	16000101	2	12000029
10684	9	16000101	6	12000033
10685	9	16000101	5	12000029
10685	9	16000101	2	12000041
10685	9	16000101	6	12000031
10686	9	16000101	5	12000023
10686	9	16000101	2	12000037
10686	9	16000101	6	12000034
10687	9	16000101	5	12000047
10687	9	16000101	2	12000048
10687	9	16000101	6	12000046
10688	9	16000101	5	12000028
10688	9	16000101	2	12000023
10688	9	16000101	6	12000048
10689	9	16000101	5	12000036
10689	9	16000101	2	12000027
10689	9	16000101	6	12000024
10690	9	16000101	5	12000035
10690	9	16000101	2	12000041
10690	9	16000101	6	12000037
10691	9	16000101	5	12000022
10691	9	16000101	2	12000044
10691	9	16000101	6	12000049
10692	9	16000101	5	12000036
10692	9	16000101	2	12000024
10692	9	16000101	6	12000041
10693	9	16000101	5	12000038
10693	9	16000101	2	12000043
10693	9	16000101	6	12000026
10694	9	16000101	5	12000027
10694	9	16000101	2	12000049
10694	9	16000101	6	12000025
10695	9	16000101	5	12000022
10695	9	16000101	2	12000043
10695	9	16000101	6	12000030
10696	9	16000101	5	12000034
10696	9	16000101	2	12000042
10696	9	16000101	6	12000047
10697	9	16000101	5	12000026
10697	9	16000101	2	12000027
10697	9	16000101	6	12000029
10698	9	16000101	5	12000033
10698	9	16000101	2	12000025
10698	9	16000101	6	12000041
10699	9	16000101	5	12000032
10699	9	16000101	2	12000028
10699	9	16000101	6	12000038
10700	9	16000101	5	12000026
10700	9	16000101	2	12000041
10700	9	16000101	6	12000037
10701	9	16000101	5	12000025
10701	9	16000101	2	12000048
10701	9	16000101	6	12000038
10702	9	16000101	5	12000034
10702	9	16000101	2	12000024
10702	9	16000101	6	12000027
10703	9	16000101	5	12000038
10703	9	16000101	2	12000040
10703	9	16000101	6	12000032
10704	9	16000101	5	12000044
10704	9	16000101	2	12000036
10704	9	16000101	6	12000022
10705	9	16000101	5	12000042
10705	9	16000101	2	12000032
10705	9	16000101	6	12000023
10706	9	16000101	5	12000029
10706	9	16000101	2	12000042
10706	9	16000101	6	12000040
10707	9	16000101	5	12000043
10707	9	16000101	2	12000042
10707	9	16000101	6	12000041
10708	9	16000101	5	12000033
10708	9	16000101	2	12000023
10708	9	16000101	6	12000030
10709	9	16000101	5	12000025
10709	9	16000101	2	12000024
10709	9	16000101	6	12000034
10710	9	16000101	5	12000046
10710	9	16000101	2	12000023
10710	9	16000101	6	12000028
10711	9	16000101	5	12000045
10711	9	16000101	2	12000037
10711	9	16000101	6	12000040
10712	9	16000101	5	12000027
10712	9	16000101	2	12000024
10712	9	16000101	6	12000023
10713	9	16000101	5	12000026
10713	9	16000101	2	12000038
10713	9	16000101	6	12000044
10714	9	16000101	5	12000035
10714	9	16000101	2	12000042
10714	9	16000101	6	12000041
10715	9	16000101	5	12000047
10715	9	16000101	2	12000034
10715	9	16000101	6	12000031
10716	9	16000101	5	12000022
10716	9	16000101	2	12000032
10716	9	16000101	6	12000047
10717	9	16000101	5	12000036
10717	9	16000101	2	12000039
10717	9	16000101	6	12000022
10718	9	16000101	5	12000022
10718	9	16000101	2	12000032
10718	9	16000101	6	12000049
10719	9	16000101	5	12000036
10719	9	16000101	2	12000028
10719	9	16000101	6	12000038
10720	9	16000101	5	12000028
10720	9	16000101	2	12000023
10720	9	16000101	6	12000032
10721	9	16000101	5	12000038
10721	9	16000101	2	12000035
10721	9	16000101	6	12000036
10722	9	16000101	5	12000026
10722	9	16000101	2	12000038
10722	9	16000101	6	12000041
10723	9	16000101	5	12000048
10723	9	16000101	2	12000043
10723	9	16000101	6	12000034
10724	9	16000101	5	12000036
10724	9	16000101	2	12000031
10724	9	16000101	6	12000045
10725	9	16000101	5	12000023
10725	9	16000101	2	12000022
10725	9	16000101	6	12000039
10726	9	16000101	5	12000047
10726	9	16000101	2	12000045
10726	9	16000101	6	12000048
10727	9	16000101	5	12000032
10727	9	16000101	2	12000034
10727	9	16000101	6	12000042
10728	9	16000101	5	12000029
10728	9	16000101	2	12000041
10728	9	16000101	6	12000023
10729	9	16000101	5	12000026
10729	9	16000101	2	12000025
10729	9	16000101	6	12000043
10730	9	16000101	5	12000047
10730	9	16000101	2	12000046
10730	9	16000101	6	12000029
10731	9	16000101	5	12000022
10731	9	16000101	2	12000025
10731	9	16000101	6	12000043
10732	9	16000101	5	12000046
10732	9	16000101	2	12000038
10732	9	16000101	6	12000029
10732	9	16000101	4	12000037
10733	9	16000101	5	12000037
10733	9	16000101	2	12000038
10733	9	16000101	6	12000043
10733	9	16000101	4	12000034
10734	9	16000101	5	12000048
10734	9	16000101	2	12000045
10734	9	16000101	6	12000030
10734	9	16000101	4	12000028
10735	9	16000101	5	12000033
10735	9	16000101	2	12000022
10735	9	16000101	6	12000037
10735	9	16000101	4	12000025
10736	9	16000101	5	12000048
10736	9	16000101	2	12000043
10736	9	16000101	6	12000039
10736	9	16000101	4	12000044
10737	9	16000101	5	12000023
10737	9	16000101	2	12000025
10737	9	16000101	6	12000024
10737	9	16000101	4	12000043
10738	9	16000101	5	12000042
10738	9	16000101	2	12000023
10738	9	16000101	6	12000032
10738	9	16000101	4	12000049
10739	9	16000101	5	12000036
10739	9	16000101	2	12000048
10739	9	16000101	6	12000045
10739	9	16000101	4	12000049
10740	9	16000101	5	12000048
10740	9	16000101	2	12000032
10740	9	16000101	6	12000040
10740	9	16000101	4	12000042
10741	9	16000101	5	12000043
10741	9	16000101	2	12000028
10741	9	16000101	6	12000034
10741	9	16000101	4	12000036
10742	9	16000101	5	12000038
10742	9	16000101	2	12000043
10742	9	16000101	6	12000033
10742	9	16000101	4	12000035
10743	9	16000101	5	12000042
10743	9	16000101	2	12000043
10743	9	16000101	6	12000029
10743	9	16000101	4	12000040
10744	9	16000101	5	12000025
10744	9	16000101	2	12000046
10744	9	16000101	6	12000045
10744	9	16000101	4	12000043
10745	9	16000101	5	12000038
10745	9	16000101	2	12000027
10745	9	16000101	6	12000035
10745	9	16000101	4	12000032
10746	9	16000101	5	12000024
10746	9	16000101	2	12000039
10746	9	16000101	6	12000043
10746	9	16000101	4	12000047
10747	9	16000101	5	12000024
10747	9	16000101	2	12000033
10747	9	16000101	6	12000048
10747	9	16000101	4	12000029
10748	9	16000101	5	12000025
10748	9	16000101	2	12000037
10748	9	16000101	6	12000028
10748	9	16000101	4	12000026
10749	9	16000101	5	12000032
10749	9	16000101	2	12000031
10749	9	16000101	6	12000047
10749	9	16000101	4	12000022
10750	9	16000101	5	12000035
10750	9	16000101	2	12000037
10750	9	16000101	6	12000045
10750	9	16000101	4	12000033
10751	9	16000101	5	12000045
10751	9	16000101	2	12000027
10751	9	16000101	6	12000044
10751	9	16000101	4	12000043
10752	9	16000101	5	12000029
10752	9	16000101	2	12000034
10752	9	16000101	6	12000036
10752	9	16000101	4	12000037
10753	9	16000101	5	12000024
10753	9	16000101	2	12000029
10753	9	16000101	6	12000035
10753	9	16000101	4	12000039
10754	9	16000101	5	12000045
10754	9	16000101	2	12000038
10754	9	16000101	6	12000037
10754	9	16000101	4	12000031
10755	9	16000101	5	12000022
10755	9	16000101	2	12000044
10755	9	16000101	6	12000048
10755	9	16000101	4	12000028
10756	9	16000101	5	12000048
10756	9	16000101	2	12000027
10756	9	16000101	6	12000034
10756	9	16000101	4	12000026
10757	9	16000101	5	12000044
10757	9	16000101	2	12000025
10757	9	16000101	6	12000046
10757	9	16000101	4	12000043
10758	9	16000101	5	12000030
10758	9	16000101	2	12000043
10758	9	16000101	6	12000046
10758	9	16000101	4	12000036
10759	9	16000101	5	12000037
10759	9	16000101	2	12000040
10759	9	16000101	6	12000029
10759	9	16000101	4	12000044
10760	9	16000101	5	12000033
10760	9	16000101	2	12000044
10760	9	16000101	6	12000028
10760	9	16000101	4	12000045
10761	9	16000101	5	12000031
10761	9	16000101	2	12000023
10761	9	16000101	6	12000046
10761	9	16000101	4	12000033
10762	9	16000101	5	12000041
10762	9	16000101	2	12000033
10762	9	16000101	6	12000039
10762	9	16000101	4	12000027
10763	9	16000101	5	12000049
10763	9	16000101	2	12000036
10763	9	16000101	6	12000048
10763	9	16000101	4	12000029
10764	9	16000101	5	12000049
10764	9	16000101	2	12000023
10764	9	16000101	6	12000030
10764	9	16000101	4	12000033
10765	9	16000101	5	12000039
10765	9	16000101	2	12000032
10765	9	16000101	6	12000029
10765	9	16000101	4	12000028
10766	9	16000101	5	12000032
10766	9	16000101	2	12000049
10766	9	16000101	6	12000030
10766	9	16000101	4	12000025
10767	9	16000101	5	12000044
10767	9	16000101	2	12000041
10767	9	16000101	6	12000039
10767	9	16000101	4	12000035
10768	9	16000101	5	12000046
10768	9	16000101	2	12000025
10768	9	16000101	6	12000040
10768	9	16000101	4	12000036
10769	9	16000101	5	12000036
10769	9	16000101	2	12000040
10769	9	16000101	6	12000039
10769	9	16000101	4	12000030
10770	9	16000101	5	12000030
10770	9	16000101	2	12000037
10770	9	16000101	6	12000033
10770	9	16000101	4	12000035
10771	9	16000101	5	12000023
10771	9	16000101	2	12000045
10771	9	16000101	6	12000025
10771	9	16000101	4	12000044
10772	9	16000101	5	12000039
10772	9	16000101	2	12000025
10772	9	16000101	6	12000046
10772	9	16000101	4	12000031
10773	9	16000101	5	12000037
10773	9	16000101	2	12000027
10773	9	16000101	6	12000031
10773	9	16000101	4	12000033
10774	9	16000101	5	12000044
10774	9	16000101	2	12000022
10774	9	16000101	6	12000037
10774	9	16000101	4	12000043
10775	9	16000101	5	12000042
10775	9	16000101	2	12000034
10775	9	16000101	6	12000041
10775	9	16000101	4	12000043
10776	9	16000101	5	12000040
10776	9	16000101	2	12000031
10776	9	16000101	6	12000034
10776	9	16000101	4	12000030
10777	9	16000101	5	12000030
10777	9	16000101	2	12000026
10777	9	16000101	6	12000041
10777	9	16000101	4	12000043
10778	9	16000101	5	12000046
10778	9	16000101	2	12000035
10778	9	16000101	6	12000033
10778	9	16000101	4	12000034
10779	9	16000101	5	12000025
10779	9	16000101	2	12000041
10779	9	16000101	6	12000033
10779	9	16000101	4	12000046
10780	9	16000101	5	12000037
10780	9	16000101	2	12000032
10780	9	16000101	6	12000031
10780	9	16000101	4	12000040
10781	9	16000101	5	12000049
10781	9	16000101	2	12000044
10781	9	16000101	6	12000045
10781	9	16000101	4	12000038
10782	9	16000101	5	12000049
10782	9	16000101	2	12000033
10782	9	16000101	6	12000038
10782	9	16000101	4	12000036
10783	9	16000101	5	12000027
10783	9	16000101	2	12000035
10783	9	16000101	6	12000023
10783	9	16000101	4	12000022
10784	9	16000101	5	12000046
10784	9	16000101	2	12000028
10784	9	16000101	6	12000022
10784	9	16000101	4	12000034
