#机器人id	武将ID	等级	颜色	技能ID	培养等级
id	role	level	color	skillid	edulevel
10157	12000023	30	2	14010023	6
10157	12000038	30	1	14010038	6
10158	12000017	31	4	14010017	8
10158	12000032	31	2	14010032	8
10158	12000023	31	2	14010023	8
10158	12000029	31	1	14010029	8
10159	12000010	31	4	14010010	8
10159	12000033	31	2	14010033	8
10159	12000024	31	2	14010024	8
10159	12000041	31	1	14010041	8
10160	12000000	31	4	14010000	8
10160	12000039	31	2	14010039	8
10160	12000043	31	2	14010043	8
10160	12000029	31	1	14010029	8
10161	12000021	31	4	14010021	8
10161	12000033	31	2	14010033	8
10161	12000041	31	2	14010041	8
10161	12000031	31	1	14010031	8
10162	12000006	31	4	14010006	8
10162	12000027	31	2	14010027	8
10162	12000048	31	2	14010048	8
10162	12000036	31	1	14010036	8
10163	12000010	31	4	14010010	8
10163	12000023	31	2	14010023	8
10163	12000042	31	2	14010042	8
10163	12000026	31	1	14010026	8
10164	12000003	31	4	14010003	8
10164	12000022	31	2	14010022	8
10164	12000042	31	2	14010042	8
10164	12000025	31	1	14010025	8
10165	12000011	31	4	14010011	8
10165	12000047	31	2	14010047	8
10165	12000032	31	2	14010032	8
10165	12000049	31	1	14010049	8
10166	12000000	31	4	14010000	8
10166	12000030	31	2	14010030	8
10166	12000047	31	2	14010047	8
10166	12000034	31	1	14010034	8
10167	12000011	31	4	14010011	8
10167	12000024	31	2	14010024	8
10167	12000038	31	2	14010038	8
10167	12000043	31	1	14010043	8
10168	12000012	31	4	14010012	8
10168	12000047	31	2	14010047	8
10168	12000049	31	2	14010049	8
10168	12000045	31	1	14010045	8
10169	12000019	31	4	14010019	8
10169	12000028	31	2	14010028	8
10169	12000031	31	2	14010031	8
10169	12000022	31	1	14010022	8
10170	12000013	31	4	14010013	8
10170	12000023	31	2	14010023	8
10170	12000024	31	2	14010024	8
10170	12000025	31	1	14010025	8
10171	12000009	31	4	14010009	8
10171	12000024	31	2	14010024	8
10171	12000047	31	2	14010047	8
10171	12000048	31	1	14010048	8
10172	12000003	31	4	14010003	8
10172	12000024	31	2	14010024	8
10172	12000045	31	2	14010045	8
10172	12000023	31	1	14010023	8
10173	12000007	31	4	14010007	8
10173	12000034	31	2	14010034	8
10173	12000036	31	2	14010036	8
10173	12000029	31	1	14010029	8
10174	12000018	31	4	14010018	8
10174	12000026	31	2	14010026	8
10174	12000035	31	2	14010035	8
10174	12000045	31	1	14010045	8
10175	12000010	31	4	14010010	8
10175	12000029	31	2	14010029	8
10175	12000025	31	2	14010025	8
10175	12000048	31	1	14010048	8
10176	12000002	31	4	14010002	8
10176	12000049	31	2	14010049	8
10176	12000047	31	2	14010047	8
10176	12000033	31	1	14010033	8
10177	12000012	31	4	14010012	8
10177	12000043	31	2	14010043	8
10177	12000031	31	2	14010031	8
10177	12000025	31	1	14010025	8
10178	12000003	31	4	14010003	8
10178	12000029	31	2	14010029	8
10178	12000035	31	2	14010035	8
10178	12000045	31	1	14010045	8
10179	12000004	31	4	14010004	8
10179	12000029	31	2	14010029	8
10179	12000049	31	2	14010049	8
10179	12000030	31	1	14010030	8
10180	12000018	31	4	14010018	8
10180	12000034	31	2	14010034	8
10180	12000025	31	2	14010025	8
10180	12000031	31	1	14010031	8
10181	12000007	31	4	14010007	8
10181	12000037	31	2	14010037	8
10181	12000023	31	2	14010023	8
10181	12000038	31	1	14010038	8
10182	12000009	31	4	14010009	8
10182	12000047	31	2	14010047	8
10182	12000022	31	2	14010022	8
10182	12000040	31	1	14010040	8
10183	12000008	31	4	14010008	8
10183	12000032	31	2	14010032	8
10183	12000035	31	2	14010035	8
10183	12000039	31	1	14010039	8
10184	12000007	31	4	14010007	8
10184	12000035	31	2	14010035	8
10184	12000049	31	2	14010049	8
10184	12000028	31	1	14010028	8
10185	12000006	31	4	14010006	8
10185	12000039	31	2	14010039	8
10185	12000043	31	2	14010043	8
10185	12000031	31	1	14010031	8
10186	12000016	31	4	14010016	8
10186	12000022	31	2	14010022	8
10186	12000038	31	2	14010038	8
10186	12000039	31	1	14010039	8
10187	12000009	32	4	14010009	9
10187	12000046	32	2	14010046	9
10187	12000040	32	2	14010040	9
10187	12000039	32	1	14010039	9
10188	12000021	32	4	14010021	9
10188	12000040	32	2	14010040	9
10188	12000038	32	2	14010038	9
10188	12000042	32	1	14010042	9
10189	12000014	32	4	14010014	9
10189	12000047	32	2	14010047	9
10189	12000022	32	2	14010022	9
10189	12000045	32	1	14010045	9
10190	12000010	32	4	14010010	9
10190	12000049	32	2	14010049	9
10190	12000046	32	2	14010046	9
10190	12000043	32	1	14010043	9
10191	12000019	32	4	14010019	9
10191	12000039	32	2	14010039	9
10191	12000043	32	2	14010043	9
10191	12000034	32	1	14010034	9
10192	12000015	32	4	14010015	9
10192	12000048	32	2	14010048	9
10192	12000044	32	2	14010044	9
10192	12000036	32	1	14010036	9
10193	12000002	32	4	14010002	9
10193	12000041	32	2	14010041	9
10193	12000023	32	2	14010023	9
10193	12000028	32	1	14010028	9
10194	12000005	32	4	14010005	9
10194	12000030	32	2	14010030	9
10194	12000035	32	2	14010035	9
10194	12000046	32	1	14010046	9
10195	12000017	32	4	14010017	9
10195	12000022	32	2	14010022	9
10195	12000026	32	2	14010026	9
10195	12000046	32	1	14010046	9
10196	12000010	32	4	14010010	9
10196	12000037	32	2	14010037	9
10196	12000049	32	2	14010049	9
10196	12000039	32	1	14010039	9
10197	12000020	32	4	14010020	9
10197	12000044	32	2	14010044	9
10197	12000031	32	2	14010031	9
10197	12000030	32	1	14010030	9
10198	12000012	32	4	14010012	9
10198	12000022	32	2	14010022	9
10198	12000037	32	2	14010037	9
10198	12000042	32	1	14010042	9
10199	12000004	32	4	14010004	9
10199	12000025	32	2	14010025	9
10199	12000044	32	2	14010044	9
10199	12000048	32	1	14010048	9
10200	12000015	32	4	14010015	9
10200	12000026	32	2	14010026	9
10200	12000035	32	2	14010035	9
10200	12000044	32	1	14010044	9
10201	12000005	32	4	14010005	9
10201	12000036	32	2	14010036	9
10201	12000022	32	2	14010022	9
10201	12000024	32	1	14010024	9
10202	12000020	32	4	14010020	9
10202	12000039	32	2	14010039	9
10202	12000043	32	2	14010043	9
10202	12000028	32	1	14010028	9
10203	12000018	32	4	14010018	9
10203	12000039	32	2	14010039	9
10203	12000031	32	2	14010031	9
10203	12000027	32	1	14010027	9
10204	12000012	32	4	14010012	9
10204	12000035	32	2	14010035	9
10204	12000039	32	2	14010039	9
10204	12000032	32	1	14010032	9
10205	12000000	32	4	14010000	9
10205	12000047	32	2	14010047	9
10205	12000046	32	2	14010046	9
10205	12000039	32	1	14010039	9
10206	12000000	32	4	14010000	9
10206	12000038	32	2	14010038	9
10206	12000030	32	2	14010030	9
10206	12000035	32	1	14010035	9
10207	12000008	32	4	14010008	9
10207	12000041	32	2	14010041	9
10207	12000034	32	2	14010034	9
10207	12000033	32	1	14010033	9
10208	12000007	32	4	14010007	9
10208	12000043	32	2	14010043	9
10208	12000034	32	2	14010034	9
10208	12000044	32	1	14010044	9
10209	12000020	32	4	14010020	9
10209	12000026	32	2	14010026	9
10209	12000037	32	2	14010037	9
10209	12000045	32	1	14010045	9
10210	12000005	32	4	14010005	9
10210	12000023	32	2	14010023	9
10210	12000032	32	2	14010032	9
10210	12000045	32	1	14010045	9
10211	12000021	32	4	14010021	9
10211	12000023	32	2	14010023	9
10211	12000044	32	2	14010044	9
10211	12000037	32	1	14010037	9
10212	12000013	32	4	14010013	9
10212	12000040	32	2	14010040	9
10212	12000033	32	2	14010033	9
10212	12000023	32	1	14010023	9
10213	12000019	32	4	14010019	9
10213	12000044	32	2	14010044	9
10213	12000036	32	2	14010036	9
10213	12000045	32	1	14010045	9
10214	12000012	32	4	14010012	9
10214	12000032	32	2	14010032	9
10214	12000044	32	2	14010044	9
10214	12000034	32	1	14010034	9
10215	12000005	32	4	14010005	9
10215	12000039	32	2	14010039	9
10215	12000048	32	2	14010048	9
10215	12000042	32	1	14010042	9
10216	12000001	33	4	14010001	10
10216	12000040	33	2	14010040	10
10216	12000043	33	2	14010043	10
10216	12000041	33	1	14010041	10
10217	12000007	33	4	14010007	10
10217	12000042	33	2	14010042	10
10217	12000047	33	2	14010047	10
10217	12000037	33	1	14010037	10
10218	12000013	33	4	14010013	10
10218	12000029	33	2	14010029	10
10218	12000041	33	2	14010041	10
10218	12000023	33	1	14010023	10
10219	12000013	33	4	14010013	10
10219	12000024	33	2	14010024	10
10219	12000038	33	2	14010038	10
10219	12000046	33	1	14010046	10
10220	12000008	33	4	14010008	10
10220	12000025	33	2	14010025	10
10220	12000048	33	2	14010048	10
10220	12000041	33	1	14010041	10
10221	12000003	33	4	14010003	10
10221	12000029	33	2	14010029	10
10221	12000042	33	2	14010042	10
10221	12000038	33	1	14010038	10
10222	12000005	33	4	14010005	10
10222	12000045	33	2	14010045	10
10222	12000040	33	2	14010040	10
10222	12000024	33	1	14010024	10
10223	12000007	33	4	14010007	10
10223	12000041	33	2	14010041	10
10223	12000024	33	2	14010024	10
10223	12000037	33	1	14010037	10
10224	12000005	33	4	14010005	10
10224	12000047	33	2	14010047	10
10224	12000030	33	2	14010030	10
10224	12000023	33	1	14010023	10
10225	12000000	33	4	14010000	10
10225	12000027	33	2	14010027	10
10225	12000039	33	2	14010039	10
10225	12000040	33	1	14010040	10
10226	12000009	33	4	14010009	10
10226	12000038	33	2	14010038	10
10226	12000045	33	2	14010045	10
10226	12000044	33	1	14010044	10
10227	12000001	33	4	14010001	10
10227	12000026	33	2	14010026	10
10227	12000036	33	2	14010036	10
10227	12000024	33	1	14010024	10
10228	12000015	33	4	14010015	10
10228	12000036	33	2	14010036	10
10228	12000029	33	2	14010029	10
10228	12000023	33	1	14010023	10
10229	12000000	33	4	14010000	10
10229	12000028	33	2	14010028	10
10229	12000024	33	2	14010024	10
10229	12000041	33	1	14010041	10
10230	12000003	33	4	14010003	10
10230	12000045	33	2	14010045	10
10230	12000043	33	2	14010043	10
10230	12000044	33	1	14010044	10
10231	12000008	33	4	14010008	10
10231	12000030	33	2	14010030	10
10231	12000049	33	2	14010049	10
10231	12000027	33	1	14010027	10
10232	12000016	33	4	14010016	10
10232	12000025	33	2	14010025	10
10232	12000045	33	2	14010045	10
10232	12000027	33	1	14010027	10
10233	12000003	33	4	14010003	10
10233	12000035	33	2	14010035	10
10233	12000046	33	2	14010046	10
10233	12000041	33	1	14010041	10
10234	12000006	33	4	14010006	10
10234	12000024	33	2	14010024	10
10234	12000048	33	2	14010048	10
10234	12000044	33	1	14010044	10
10235	12000015	33	4	14010015	10
10235	12000022	33	2	14010022	10
10235	12000032	33	2	14010032	10
10235	12000039	33	1	14010039	10
10236	12000011	33	4	14010011	10
10236	12000046	33	2	14010046	10
10236	12000037	33	2	14010037	10
10236	12000035	33	1	14010035	10
10237	12000015	33	4	14010015	10
10237	12000023	33	2	14010023	10
10237	12000040	33	2	14010040	10
10237	12000048	33	1	14010048	10
10238	12000002	33	4	14010002	10
10238	12000028	33	2	14010028	10
10238	12000032	33	2	14010032	10
10238	12000038	33	1	14010038	10
10239	12000010	33	4	14010010	10
10239	12000028	33	2	14010028	10
10239	12000045	33	2	14010045	10
10239	12000023	33	1	14010023	10
10240	12000008	33	4	14010008	10
10240	12000040	33	2	14010040	10
10240	12000046	33	2	14010046	10
10240	12000027	33	1	14010027	10
10241	12000015	33	4	14010015	10
10241	12000025	33	2	14010025	10
10241	12000028	33	2	14010028	10
10241	12000046	33	1	14010046	10
10242	12000016	33	4	14010016	10
10242	12000040	33	2	14010040	10
10242	12000030	33	2	14010030	10
10242	12000043	33	1	14010043	10
10243	12000018	33	4	14010018	10
10243	12000047	33	2	14010047	10
10243	12000022	33	2	14010022	10
10243	12000045	33	1	14010045	10
10244	12000011	34	4	14010011	12
10244	12000034	34	2	14010034	12
10244	12000024	34	2	14010024	12
10244	12000031	34	1	14010031	12
10245	12000002	34	4	14010002	12
10245	12000029	34	2	14010029	12
10245	12000044	34	2	14010044	12
10245	12000048	34	1	14010048	12
10246	12000001	34	4	14010001	12
10246	12000022	34	2	14010022	12
10246	12000043	34	2	14010043	12
10246	12000027	34	1	14010027	12
10247	12000009	34	4	14010009	12
10247	12000045	34	2	14010045	12
10247	12000037	34	2	14010037	12
10247	12000030	34	1	14010030	12
10248	12000003	34	4	14010003	12
10248	12000038	34	2	14010038	12
10248	12000035	34	2	14010035	12
10248	12000045	34	1	14010045	12
10249	12000016	34	4	14010016	12
10249	12000035	34	2	14010035	12
10249	12000022	34	2	14010022	12
10249	12000048	34	1	14010048	12
10250	12000006	34	4	14010006	12
10250	12000045	34	2	14010045	12
10250	12000043	34	2	14010043	12
10250	12000044	34	1	14010044	12
10251	12000007	34	4	14010007	12
10251	12000033	34	2	14010033	12
10251	12000023	34	2	14010023	12
10251	12000043	34	1	14010043	12
10252	12000011	34	4	14010011	12
10252	12000047	34	2	14010047	12
10252	12000037	34	2	14010037	12
10252	12000041	34	1	14010041	12
10253	12000021	34	4	14010021	12
10253	12000046	34	2	14010046	12
10253	12000031	34	2	14010031	12
10253	12000030	34	1	14010030	12
10254	12000015	34	4	14010015	12
10254	12000028	34	2	14010028	12
10254	12000023	34	2	14010023	12
10254	12000042	34	1	14010042	12
10255	12000014	34	4	14010014	12
10255	12000031	34	2	14010031	12
10255	12000040	34	2	14010040	12
10255	12000035	34	1	14010035	12
10256	12000011	34	4	14010011	12
10256	12000035	34	2	14010035	12
10256	12000041	34	2	14010041	12
10256	12000039	34	1	14010039	12
10257	12000012	34	4	14010012	12
10257	12000049	34	2	14010049	12
10257	12000022	34	2	14010022	12
10257	12000036	34	1	14010036	12
10258	12000003	34	4	14010003	12
10258	12000030	34	2	14010030	12
10258	12000033	34	2	14010033	12
10258	12000022	34	1	14010022	12
10259	12000016	34	4	14010016	12
10259	12000035	34	2	14010035	12
10259	12000041	34	2	14010041	12
10259	12000039	34	1	14010039	12
10260	12000016	34	4	14010016	12
10260	12000023	34	2	14010023	12
10260	12000035	34	2	14010035	12
10260	12000033	34	1	14010033	12
10261	12000013	34	4	14010013	12
10261	12000037	34	2	14010037	12
10261	12000046	34	2	14010046	12
10261	12000042	34	1	14010042	12
10262	12000014	34	4	14010014	12
10262	12000045	34	2	14010045	12
10262	12000039	34	2	14010039	12
10262	12000033	34	1	14010033	12
10263	12000021	34	4	14010021	12
10263	12000023	34	2	14010023	12
10263	12000025	34	2	14010025	12
10263	12000039	34	1	14010039	12
10264	12000005	34	4	14010005	12
10264	12000022	34	2	14010022	12
10264	12000039	34	2	14010039	12
10264	12000048	34	1	14010048	12
10265	12000016	34	4	14010016	12
10265	12000038	34	2	14010038	12
10265	12000028	34	2	14010028	12
10265	12000032	34	1	14010032	12
10266	12000008	34	4	14010008	12
10266	12000046	34	2	14010046	12
10266	12000032	34	2	14010032	12
10266	12000030	34	1	14010030	12
10267	12000003	34	4	14010003	12
10267	12000042	34	2	14010042	12
10267	12000034	34	2	14010034	12
10267	12000046	34	1	14010046	12
10268	12000018	34	4	14010018	12
10268	12000046	34	2	14010046	12
10268	12000040	34	2	14010040	12
10268	12000024	34	1	14010024	12
10269	12000005	34	4	14010005	12
10269	12000035	34	2	14010035	12
10269	12000034	34	2	14010034	12
10269	12000025	34	1	14010025	12
10270	12000011	34	4	14010011	12
10270	12000040	34	2	14010040	12
10270	12000044	34	2	14010044	12
10270	12000023	34	1	14010023	12
10271	12000005	34	4	14010005	12
10271	12000030	34	2	14010030	12
10271	12000029	34	2	14010029	12
10271	12000034	34	1	14010034	12
10272	12000017	34	4	14010017	12
10272	12000049	34	2	14010049	12
10272	12000048	34	2	14010048	12
10272	12000028	34	1	14010028	12
10273	12000019	35	4	14010019	13
10273	12000014	35	2	14010014	13
10273	12000034	35	2	14010034	13
10273	12000033	35	2	14010033	13
10273	12000043	35	1	14010043	13
10274	12000006	35	4	14010006	13
10274	12000017	35	2	14010017	13
10274	12000039	35	2	14010039	13
10274	12000027	35	2	14010027	13
10274	12000043	35	1	14010043	13
10275	12000011	35	4	14010011	13
10275	12000007	35	2	14010007	13
10275	12000022	35	2	14010022	13
10275	12000043	35	2	14010043	13
10275	12000040	35	1	14010040	13
10276	12000012	35	4	14010012	13
10276	12000002	35	2	14010002	13
10276	12000039	35	2	14010039	13
10276	12000048	35	2	14010048	13
10276	12000032	35	1	14010032	13
10277	12000001	35	4	14010001	13
10277	12000003	35	2	14010003	13
10277	12000044	35	2	14010044	13
10277	12000049	35	2	14010049	13
10277	12000026	35	1	14010026	13
10278	12000014	35	4	14010014	13
10278	12000001	35	2	14010001	13
10278	12000046	35	2	14010046	13
10278	12000049	35	2	14010049	13
10278	12000047	35	1	14010047	13
10279	12000013	35	4	14010013	13
10279	12000017	35	2	14010017	13
10279	12000045	35	2	14010045	13
10279	12000044	35	2	14010044	13
10279	12000042	35	1	14010042	13
10280	12000019	35	4	14010019	13
10280	12000007	35	2	14010007	13
10280	12000028	35	2	14010028	13
10280	12000047	35	2	14010047	13
10280	12000030	35	1	14010030	13
10281	12000007	35	4	14010007	13
10281	12000011	35	2	14010011	13
10281	12000035	35	2	14010035	13
10281	12000039	35	2	14010039	13
10281	12000049	35	1	14010049	13
10282	12000005	35	4	14010005	13
10282	12000020	35	2	14010020	13
10282	12000040	35	2	14010040	13
10282	12000022	35	2	14010022	13
10282	12000026	35	1	14010026	13
10283	12000013	35	4	14010013	13
10283	12000015	35	2	14010015	13
10283	12000022	35	2	14010022	13
10283	12000043	35	2	14010043	13
10283	12000035	35	1	14010035	13
10284	12000019	35	4	14010019	13
10284	12000013	35	2	14010013	13
10284	12000041	35	2	14010041	13
10284	12000038	35	2	14010038	13
10284	12000024	35	1	14010024	13
10285	12000000	35	4	14010000	13
10285	12000003	35	2	14010003	13
10285	12000044	35	2	14010044	13
10285	12000035	35	2	14010035	13
10285	12000037	35	1	14010037	13
10286	12000018	35	4	14010018	13
10286	12000011	35	2	14010011	13
10286	12000035	35	2	14010035	13
10286	12000049	35	2	14010049	13
10286	12000045	35	1	14010045	13
10287	12000016	35	4	14010016	13
10287	12000000	35	2	14010000	13
10287	12000028	35	2	14010028	13
10287	12000027	35	2	14010027	13
10287	12000030	35	1	14010030	13
10288	12000003	35	4	14010003	13
10288	12000009	35	2	14010009	13
10288	12000033	35	2	14010033	13
10288	12000038	35	2	14010038	13
10288	12000040	35	1	14010040	13
10289	12000009	35	4	14010009	13
10289	12000015	35	2	14010015	13
10289	12000030	35	2	14010030	13
10289	12000022	35	2	14010022	13
10289	12000023	35	1	14010023	13
10290	12000010	35	4	14010010	13
10290	12000014	35	2	14010014	13
10290	12000034	35	2	14010034	13
10290	12000032	35	2	14010032	13
10290	12000022	35	1	14010022	13
10291	12000006	35	4	14010006	13
10291	12000015	35	2	14010015	13
10291	12000034	35	2	14010034	13
10291	12000042	35	2	14010042	13
10291	12000046	35	1	14010046	13
10292	12000009	35	4	14010009	13
10292	12000001	35	2	14010001	13
10292	12000028	35	2	14010028	13
10292	12000042	35	2	14010042	13
10292	12000032	35	1	14010032	13
10293	12000012	35	4	14010012	13
10293	12000013	35	2	14010013	13
10293	12000025	35	2	14010025	13
10293	12000044	35	2	14010044	13
10293	12000033	35	1	14010033	13
10294	12000015	35	4	14010015	13
10294	12000006	35	2	14010006	13
10294	12000048	35	2	14010048	13
10294	12000030	35	2	14010030	13
10294	12000038	35	1	14010038	13
10295	12000010	35	4	14010010	13
10295	12000002	35	2	14010002	13
10295	12000031	35	2	14010031	13
10295	12000036	35	2	14010036	13
10295	12000045	35	1	14010045	13
10296	12000011	35	4	14010011	13
10296	12000002	35	2	14010002	13
10296	12000047	35	2	14010047	13
10296	12000044	35	2	14010044	13
10296	12000042	35	1	14010042	13
10297	12000013	35	4	14010013	13
10297	12000006	35	2	14010006	13
10297	12000044	35	2	14010044	13
10297	12000034	35	2	14010034	13
10297	12000028	35	1	14010028	13
10298	12000013	35	4	14010013	13
10298	12000006	35	2	14010006	13
10298	12000026	35	2	14010026	13
10298	12000031	35	2	14010031	13
10298	12000043	35	1	14010043	13
10299	12000002	35	4	14010002	13
10299	12000021	35	2	14010021	13
10299	12000037	35	2	14010037	13
10299	12000041	35	2	14010041	13
10299	12000027	35	1	14010027	13
10300	12000009	35	4	14010009	13
10300	12000020	35	2	14010020	13
10300	12000047	35	2	14010047	13
10300	12000026	35	2	14010026	13
10300	12000029	35	1	14010029	13
10301	12000020	35	4	14010020	13
10301	12000005	35	2	14010005	13
10301	12000028	35	2	14010028	13
10301	12000043	35	2	14010043	13
10301	12000040	35	1	14010040	13
10302	12000020	36	4	14010020	14
10302	12000007	36	2	14010007	14
10302	12000027	36	2	14010027	14
10302	12000029	36	2	14010029	14
10302	12000025	36	1	14010025	14
10303	12000000	36	4	14010000	14
10303	12000009	36	2	14010009	14
10303	12000033	36	2	14010033	14
10303	12000046	36	2	14010046	14
10303	12000044	36	1	14010044	14
10304	12000015	36	4	14010015	14
10304	12000016	36	2	14010016	14
10304	12000032	36	2	14010032	14
10304	12000033	36	2	14010033	14
10304	12000026	36	1	14010026	14
10305	12000012	36	4	14010012	14
10305	12000017	36	2	14010017	14
10305	12000044	36	2	14010044	14
10305	12000033	36	2	14010033	14
10305	12000034	36	1	14010034	14
10306	12000009	36	4	14010009	14
10306	12000020	36	2	14010020	14
10306	12000038	36	2	14010038	14
10306	12000030	36	2	14010030	14
10306	12000032	36	1	14010032	14
10307	12000014	36	4	14010014	14
10307	12000013	36	2	14010013	14
10307	12000048	36	2	14010048	14
10307	12000027	36	2	14010027	14
10307	12000037	36	1	14010037	14
10308	12000005	36	4	14010005	14
10308	12000021	36	2	14010021	14
10308	12000033	36	2	14010033	14
10308	12000038	36	2	14010038	14
10308	12000047	36	1	14010047	14
10309	12000021	36	4	14010021	14
10309	12000011	36	2	14010011	14
10309	12000033	36	2	14010033	14
10309	12000032	36	2	14010032	14
10309	12000025	36	1	14010025	14
10310	12000021	36	4	14010021	14
10310	12000009	36	2	14010009	14
10310	12000039	36	2	14010039	14
10310	12000038	36	2	14010038	14
10310	12000023	36	1	14010023	14
10311	12000006	36	4	14010006	14
10311	12000012	36	2	14010012	14
10311	12000028	36	2	14010028	14
10311	12000022	36	2	14010022	14
10311	12000042	36	1	14010042	14
10312	12000000	36	4	14010000	14
10312	12000012	36	2	14010012	14
10312	12000042	36	2	14010042	14
10312	12000028	36	2	14010028	14
10312	12000036	36	1	14010036	14
10313	12000004	36	4	14010004	14
10313	12000014	36	2	14010014	14
10313	12000034	36	2	14010034	14
10313	12000042	36	2	14010042	14
10313	12000032	36	1	14010032	14
10314	12000021	36	4	14010021	14
10314	12000020	36	2	14010020	14
10314	12000035	36	2	14010035	14
10314	12000047	36	2	14010047	14
10314	12000037	36	1	14010037	14
10315	12000003	36	4	14010003	14
10315	12000000	36	2	14010000	14
10315	12000028	36	2	14010028	14
10315	12000025	36	2	14010025	14
10315	12000039	36	1	14010039	14
10316	12000001	36	4	14010001	14
10316	12000017	36	2	14010017	14
10316	12000028	36	2	14010028	14
10316	12000047	36	2	14010047	14
10316	12000042	36	1	14010042	14
10317	12000015	36	4	14010015	14
10317	12000016	36	2	14010016	14
10317	12000038	36	2	14010038	14
10317	12000041	36	2	14010041	14
10317	12000029	36	1	14010029	14
10318	12000017	36	4	14010017	14
10318	12000006	36	2	14010006	14
10318	12000022	36	2	14010022	14
10318	12000042	36	2	14010042	14
10318	12000037	36	1	14010037	14
10319	12000017	36	4	14010017	14
10319	12000000	36	2	14010000	14
10319	12000036	36	2	14010036	14
10319	12000024	36	2	14010024	14
10319	12000044	36	1	14010044	14
10320	12000018	36	4	14010018	14
10320	12000019	36	2	14010019	14
10320	12000034	36	2	14010034	14
10320	12000030	36	2	14010030	14
10320	12000037	36	1	14010037	14
10321	12000021	36	4	14010021	14
10321	12000019	36	2	14010019	14
10321	12000049	36	2	14010049	14
10321	12000047	36	2	14010047	14
10321	12000034	36	1	14010034	14
10322	12000007	36	4	14010007	14
10322	12000008	36	2	14010008	14
10322	12000046	36	2	14010046	14
10322	12000028	36	2	14010028	14
10322	12000047	36	1	14010047	14
10323	12000009	36	4	14010009	14
10323	12000007	36	2	14010007	14
10323	12000025	36	2	14010025	14
10323	12000031	36	2	14010031	14
10323	12000044	36	1	14010044	14
10324	12000006	36	4	14010006	14
10324	12000018	36	2	14010018	14
10324	12000032	36	2	14010032	14
10324	12000043	36	2	14010043	14
10324	12000046	36	1	14010046	14
10325	12000004	36	4	14010004	14
10325	12000001	36	2	14010001	14
10325	12000022	36	2	14010022	14
10325	12000047	36	2	14010047	14
10325	12000049	36	1	14010049	14
10326	12000004	36	4	14010004	14
10326	12000005	36	2	14010005	14
10326	12000039	36	2	14010039	14
10326	12000040	36	2	14010040	14
10326	12000033	36	1	14010033	14
10327	12000019	36	4	14010019	14
10327	12000007	36	2	14010007	14
10327	12000028	36	2	14010028	14
10327	12000048	36	2	14010048	14
10327	12000049	36	1	14010049	14
10328	12000011	36	4	14010011	14
10328	12000002	36	2	14010002	14
10328	12000023	36	2	14010023	14
10328	12000034	36	2	14010034	14
10328	12000049	36	1	14010049	14
10329	12000017	36	4	14010017	14
10329	12000001	36	2	14010001	14
10329	12000028	36	2	14010028	14
10329	12000033	36	2	14010033	14
10329	12000037	36	1	14010037	14
10330	12000019	36	4	14010019	14
10330	12000020	36	2	14010020	14
10330	12000043	36	2	14010043	14
10330	12000040	36	2	14010040	14
10330	12000032	36	1	14010032	14
10331	12000000	37	4	14010000	15
10331	12000018	37	2	14010018	15
10331	12000022	37	2	14010022	15
10331	12000030	37	2	14010030	15
10331	12000043	37	1	14010043	15
10332	12000017	37	4	14010017	15
10332	12000019	37	2	14010019	15
10332	12000024	37	2	14010024	15
10332	12000041	37	2	14010041	15
10332	12000026	37	1	14010026	15
10333	12000000	37	4	14010000	15
10333	12000007	37	2	14010007	15
10333	12000025	37	2	14010025	15
10333	12000028	37	2	14010028	15
10333	12000048	37	1	14010048	15
10334	12000001	37	4	14010001	15
10334	12000008	37	2	14010008	15
10334	12000036	37	2	14010036	15
10334	12000033	37	2	14010033	15
10334	12000035	37	1	14010035	15
10335	12000003	37	4	14010003	15
10335	12000009	37	2	14010009	15
10335	12000028	37	2	14010028	15
10335	12000034	37	2	14010034	15
10335	12000030	37	1	14010030	15
10336	12000013	37	4	14010013	15
10336	12000016	37	2	14010016	15
10336	12000024	37	2	14010024	15
10336	12000041	37	2	14010041	15
10336	12000045	37	1	14010045	15
10337	12000012	37	4	14010012	15
10337	12000014	37	2	14010014	15
10337	12000039	37	2	14010039	15
10337	12000046	37	2	14010046	15
10337	12000038	37	1	14010038	15
10338	12000012	37	4	14010012	15
10338	12000006	37	2	14010006	15
10338	12000042	37	2	14010042	15
10338	12000034	37	2	14010034	15
10338	12000030	37	1	14010030	15
10339	12000013	37	4	14010013	15
10339	12000004	37	2	14010004	15
10339	12000025	37	2	14010025	15
10339	12000035	37	2	14010035	15
10339	12000039	37	1	14010039	15
10340	12000016	37	4	14010016	15
10340	12000009	37	2	14010009	15
10340	12000036	37	2	14010036	15
10340	12000047	37	2	14010047	15
10340	12000037	37	1	14010037	15
10341	12000006	37	4	14010006	15
10341	12000013	37	2	14010013	15
10341	12000037	37	2	14010037	15
10341	12000022	37	2	14010022	15
10341	12000040	37	1	14010040	15
10342	12000015	37	4	14010015	15
10342	12000001	37	2	14010001	15
10342	12000033	37	2	14010033	15
10342	12000028	37	2	14010028	15
10342	12000029	37	1	14010029	15
10343	12000002	37	4	14010002	15
10343	12000009	37	2	14010009	15
10343	12000046	37	2	14010046	15
10343	12000022	37	2	14010022	15
10343	12000039	37	1	14010039	15
10344	12000007	37	4	14010007	15
10344	12000005	37	2	14010005	15
10344	12000047	37	2	14010047	15
