#突破前装备id	突破后装备id	需要绿水晶个数	需要蓝水晶个数	需要紫水晶个数	材料id	材料数量
id	nextid	gcrystalnum	bcrystalnum	ycrystalnum	materialid	num
17030532	17030595	22	18	12	17030594	1
17030539	17030602	22	18	12	17030601	1
17030546	17030609	22	18	12	17030608	1
17030553	17030616	22	18	12	17030615	1
17030560	17030623	25	20	15	17030622	1
17030567	17030630	25	20	15	17030629	1
17030574	17030637	25	20	15	17030636	1
17030581	17030644	25	20	15	17030643	1
17030588	17030651	25	20	15	17030650	1
17030595	17030658	25	20	15	17030657	1
17030602	17030665	25	20	15	17030664	1
17030609	17030672	25	20	15	17030671	1
17030616	17030679	25	20	15	17030678	1
17030623	17030686	25	20	15	17030685	1
17030630	17030693	25	20	15	17030692	1
17030637	17030700	25	20	15	17030699	1
17030644	17030707	25	20	15	17030706	1
17030651	17030714	25	20	15	17030713	1
17030658	17030721	25	20	15	17030720	1
17030665	17030728	25	20	15	17030727	1
17030672	17030735	25	20	15	17030734	1
17030679	17030742	25	20	15	17030741	1
