#ID	地图ID	类型(1、征战2、试炼3、猎魂4、经验房5、将魂本6、闯关 7支线 8 宝箱)	只能通关一次（1是 0否）	地图文件	战斗背景	关卡在地图中的位置（x;y）	关卡icon	地图名	名称	等级限制	前置ID	后置ID	怪物组ID	剧情怪物	掉落	每天最多打多少次	军令消耗	扫荡军令消耗
id	mapid	type	onlyone	mapbg	battlebg	position	icon	mapname	levelname	levellimit	preid	nextid	monsterid	actormonsterid	drop	maxfightcount	command	mopupcommand
18021203	12	2	0	heliu.png	btl05.png	402;180	imghead506.png	第十二章：一触即发	试炼12-3	1	18021202	0	23021203	0	22031203	7	4	2
18021204	12	2	0	heliu.png	btl05.png	570;78	imghead503.png	第十二章：一触即发	试炼12-4	1	18021203	0	23021204	0	22031204	7	4	2
18021205	12	2	0	heliu.png	btl05.png	690;216	imghead092.png	第十二章：一触即发	试炼12-5	1	18021204	0	23021205	0	22031205	7	4	2
18021206	12	2	0	heliu.png	btl05.png	851;123	imghead504.png	第十二章：一触即发	试炼12-6	1	18021205	0	23021206	0	22031206	7	4	2
18021301	13	2	0	chaoxianshi.png	btl07.png	85;94	imghead502.png	第十三章：调兵遣将	试炼13-1	1	18021206	0	23021301	0	22031301	7	4	2
18021302	13	2	0	chaoxianshi.png	btl07.png	240;173	imghead033.png	第十三章：调兵遣将	试炼13-2	1	18021301	0	23021302	0	22031302	7	4	2
18021303	13	2	0	chaoxianshi.png	btl07.png	387;108	imghead503.png	第十三章：调兵遣将	试炼13-3	1	18021302	0	23021303	0	22031303	7	4	2
18021304	13	2	0	chaoxianshi.png	btl07.png	526;178	imghead510.png	第十三章：调兵遣将	试炼13-4	1	18021303	0	23021304	0	22031304	7	4	2
18021305	13	2	0	chaoxianshi.png	btl07.png	692;90	imghead510.png	第十三章：调兵遣将	试炼13-5	1	18021304	0	23021305	0	22031305	7	4	2
18021306	13	2	0	chaoxianshi.png	btl07.png	850;177	imghead138.png	第十三章：调兵遣将	试炼13-6	1	18021305	0	23021306	0	22031306	7	4	2
18021401	14	2	0	xuejing.png	btl04.png	92;143	imghead002.png	第十四章：汉魏决战	试炼14-1	1	18021306	0	23021401	0	22031401	7	4	2
18021402	14	2	0	xuejing.png	btl04.png	258;91	imghead508.png	第十四章：汉魏决战	试炼14-2	1	18021401	0	23021402	0	22031402	7	4	2
18021403	14	2	0	xuejing.png	btl04.png	402;180	imghead504.png	第十四章：汉魏决战	试炼14-3	1	18021402	0	23021403	0	22031403	7	4	2
18021404	14	2	0	xuejing.png	btl04.png	570;78	imghead506.png	第十四章：汉魏决战	试炼14-4	1	18021403	0	23021404	0	22031404	7	4	2
18021405	14	2	0	xuejing.png	btl04.png	690;216	imghead503.png	第十四章：汉魏决战	试炼14-5	1	18021404	0	23021405	0	22031405	7	4	2
18021406	14	2	0	xuejing.png	btl04.png	851;123	imghead509.png	第十四章：汉魏决战	试炼14-6	1	18021405	0	23021406	0	22031406	7	4	2
18021501	15	2	0	yewan.png	btl03.png	85;94	imghead509.png	第十五章：危机四伏	试炼15-1	1	18021406	0	23021501	0	22031501	7	4	2
18021502	15	2	0	yewan.png	btl03.png	240;173	imghead505.png	第十五章：危机四伏	试炼15-2	1	18021501	0	23021502	0	22031502	7	4	2
18021503	15	2	0	yewan.png	btl03.png	387;108	imghead125.png	第十五章：危机四伏	试炼15-3	1	18021502	0	23021503	0	22031503	7	4	2
18021504	15	2	0	yewan.png	btl03.png	526;178	imghead502.png	第十五章：危机四伏	试炼15-4	1	18021503	0	23021504	0	22031504	7	4	2
18021505	15	2	0	yewan.png	btl03.png	692;90	imghead502.png	第十五章：危机四伏	试炼15-5	1	18021504	0	23021505	0	22031505	7	4	2
18021506	15	2	0	yewan.png	btl03.png	850;177	imghead502.png	第十五章：危机四伏	试炼15-6	1	18021505	0	23021506	0	22031506	7	4	2
18021601	16	2	0	xue.png	btl04.png	92;143	imghead510.png	第十六章：汉魏决战	试炼16-1	1	18021506	0	23021601	0	22031601	7	4	2
18021602	16	2	0	xue.png	btl04.png	258;91	imghead503.png	第十六章：汉魏决战	试炼16-2	1	18021601	0	23021602	0	22031602	7	4	2
18021603	16	2	0	xue.png	btl04.png	402;180	imghead003.png	第十六章：汉魏决战	试炼16-3	1	18021602	0	23021603	0	22031603	7	4	2
18021604	16	2	0	xue.png	btl04.png	570;78	imghead014.png	第十六章：汉魏决战	试炼16-4	1	18021603	0	23021604	0	22031604	7	4	2
18021605	16	2	0	xue.png	btl04.png	690;216	imghead016.png	第十六章：汉魏决战	试炼16-5	1	18021604	0	23021605	0	22031605	7	4	2
18021606	16	2	0	xue.png	btl04.png	851;123	imghead025.png	第十六章：汉魏决战	试炼16-6	1	18021605	0	23021606	0	22031606	7	4	2
18021701	17	2	0	senlin.png	btl02.png	85;94	imghead044.png	第十七章：一统天下	试炼17-1	1	18021606	0	23021701	0	22031701	7	4	2
18021702	17	2	0	senlin.png	btl02.png	240;173	imghead011.png	第十七章：一统天下	试炼17-2	1	18021701	0	23021702	0	22031702	7	4	2
18021703	17	2	0	senlin.png	btl02.png	387;108	imghead043.png	第十七章：一统天下	试炼17-3	1	18021702	0	23021703	0	22031703	7	4	2
18021704	17	2	0	senlin.png	btl02.png	526;178	imghead042.png	第十七章：一统天下	试炼17-4	1	18021703	0	23021704	0	22031704	7	4	2
18021705	17	2	0	senlin.png	btl02.png	692;90	imghead045.png	第十七章：一统天下	试炼17-5	1	18021704	0	23021705	0	22031705	7	4	2
18021706	17	2	0	senlin.png	btl02.png	850;177	imghead001.png	第十七章：一统天下	试炼17-6	1	18021705	0	23021706	0	22031706	7	4	2
18040001	14	4	0	yewan.png	btl08.png	179;216		经验房1	替身孟获	10	0	0	23050000	0	0	1	0	0
18040002	14	4	0	yewan.png	btl08.png	179;217		经验房2	替身法正	20	0	0	23050001	0	0	1	0	0
18040003	14	4	0	yewan.png	btl08.png	179;217		经验房3	替身荀彧	30	0	0	23050002	0	0	1	0	0
18040004	14	4	0	yewan.png	btl08.png	179;218		经验房4	替身张昭	40	0	0	23050003	0	0	1	0	0
18040005	14	4	0	yewan.png	btl08.png	179;218		经验房5	替身文鸯	50	0	0	23050004	0	0	1	0	0
18040006	14	4	0	yewan.png	btl08.png	179;219		经验房6	替身马岱	60	0	0	23050005	0	0	1	0	0
18040007	14	4	0	yewan.png	btl08.png	179;219		经验房7	替身袁绍	10	0	0	23050006	0	0	1	0	0
18040008	14	4	0	yewan.png	btl08.png	179;220		经验房8	替身曹仁	20	0	0	23050007	0	0	1	0	0
18040009	14	4	0	yewan.png	btl08.png	179;220		经验房9	替身太史慈	30	0	0	23050008	0	0	1	0	0
18040010	14	4	0	yewan.png	btl08.png	179;221		经验房10	替身潘凤	40	0	0	23050009	0	0	1	0	0
18040011	14	4	0	yewan.png	btl08.png	179;221		经验房11	替身张角	50	0	0	23050010	0	0	1	0	0
18040012	14	4	0	yewan.png	btl08.png	179;222		经验房12	替身甘宁	60	0	0	23050011	0	0	1	0	0
18040013	14	4	0	yewan.png	btl08.png	179;222		经验房13	替身文丑	10	0	0	23050012	0	0	1	0	0
18040014	14	4	0	yewan.png	btl08.png	179;223		经验房14	替身姜维	20	0	0	23050013	0	0	1	0	0
18040015	14	4	0	yewan.png	btl08.png	179;223		经验房15	替身张郃	30	0	0	23050014	0	0	1	0	0
18040016	14	4	0	yewan.png	btl08.png	179;224		经验房16	替身庞统	40	0	0	23050015	0	0	1	0	0
18040017	14	4	0	yewan.png	btl08.png	179;224		经验房17	替身陆逊	50	0	0	23050016	0	0	1	0	0
18040018	14	4	0	yewan.png	btl08.png	179;225		经验房18	替身庞德	60	0	0	23050017	0	0	1	0	0
18040019	14	4	0	yewan.png	btl08.png	179;225		经验房19	替身徐庶	10	0	0	23050018	0	0	1	0	0
18040020	14	4	0	yewan.png	btl08.png	179;226		经验房20	替身夏侯渊	20	0	0	23050019	0	0	1	0	0
18040021	14	4	0	yewan.png	btl08.png	179;226		经验房21	替身吕蒙	30	0	0	23050020	0	0	1	0	0
18040022	14	4	0	yewan.png	btl08.png	179;227		经验房22	替身许褚	40	0	0	23050021	0	0	1	0	0
18040023	14	4	0	yewan.png	btl08.png	179;227		经验房23	替身孙坚	50	0	0	23050022	0	0	1	0	0
18040024	14	4	0	yewan.png	btl08.png	179;228		经验房24	替身关银屏	60	0	0	23050023	0	0	1	0	0
18040025	14	4	0	yewan.png	btl08.png	179;228		经验房25	替身典韦	10	0	0	23050024	0	0	1	0	0
18040026	14	4	0	yewan.png	btl08.png	179;229		经验房26	替身吴国太	20	0	0	23050025	0	0	1	0	0
18040027	14	4	0	yewan.png	btl08.png	179;229		经验房27	替身夏侯惇	30	0	0	23050026	0	0	1	0	0
18040028	14	4	0	yewan.png	btl08.png	179;230		经验房28	替身孙策	40	0	0	23050027	0	0	1	0	0
18040029	14	4	0	yewan.png	btl08.png	179;230		经验房29	替身马超	50	0	0	23050028	0	0	1	0	0
18040030	14	4	0	yewan.png	btl08.png	179;231		经验房30	替身郭嘉	60	0	0	23050029	0	0	1	0	0
18070101	1	7	1	qiuling.png	btl01.png	621;243		第一章征战支线1	支线1-1	1	18010105	0	23080101	0	0	1	3	1
18070201	2	7	1	chaoxianshi.png	btl07.png	329;244		第二章征战支线1	支线2-1	7	18010202	0	23080201	0	0	1	3	1
18070202	2	7	1	chaoxianshi.png	btl07.png	671;59		第二章征战支线2	支线2-2	7	18010206	0	23080202	0	0	1	3	1
18070301	3	7	1	heliu.png	btl05.png	231;82		第三章征战支线1	支线3-1	15	18010302	0	23080301	0	0	1	3	1
18070302	3	7	1	heliu.png	btl05.png	576;210		第三章征战支线2	支线3-2	15	18010306	0	23080302	0	0	1	3	1
18070401	4	7	1	senlin.png	btl02.png	233;185		第四章征战支线1	支线4-1	20	18010402	0	23080401	0	0	1	3	1
18070402	4	7	1	senlin.png	btl02.png	657;208		第四章征战支线2	支线4-2	20	18010406	0	23080402	0	0	1	3	1
18070501	5	7	1	xue.png	btl04.png	329;244		第五章征战支线1	支线5-1	26	18010502	0	23080501	0	0	1	3	1
18070502	5	7	1	xue.png	btl04.png	671;59		第五章征战支线2	支线5-2	26	18010506	0	23080502	0	0	1	3	1
18070601	6	7	1	xuejing.png	btl04.png	231;82		第六章征战支线1	支线6-1	28	18010602	0	23080601	0	0	1	3	1
18070602	6	7	1	xuejing.png	btl04.png	576;210		第六章征战支线2	支线6-2	28	18010606	0	23080602	0	0	1	3	1
18070701	7	7	1	yewan.png	btl03.png	233;185		第七章征战支线1	支线7-1	30	18010702	0	23080701	0	0	1	3	1
18070702	7	7	1	yewan.png	btl03.png	657;208		第七章征战支线2	支线7-2	30	18010706	0	23080702	0	0	1	3	1
18070801	8	7	1	chaoxianshi.png	btl07.png	329;244		第八章征战支线1	支线8-1	32	18010802	0	23080801	0	0	1	3	1
18070802	8	7	1	chaoxianshi.png	btl07.png	671;59		第八章征战支线2	支线8-2	32	18010806	0	23080802	0	0	1	3	1
18070901	9	7	1	heliu.png	btl05.png	231;82		第九章征战支线1	支线9-1	34	18010902	0	23080901	0	0	1	3	1
18070902	9	7	1	heliu.png	btl05.png	576;210		第九章征战支线2	支线9-2	34	18010906	0	23080902	0	0	1	3	1
18071001	10	7	1	qiuling.png	btl01.png	233;185		第十章征战支线1	支线10-1	36	18011002	0	23081001	0	0	1	3	1
18071002	10	7	1	qiuling.png	btl01.png	657;208		第十章征战支线2	支线10-2	36	18011006	0	23081002	0	0	1	3	1
18071101	11	7	1	senlin.png	btl02.png	329;244		第十一章征战支线1	支线11-1	38	18011102	0	23081101	0	0	1	3	1
18071102	11	7	1	senlin.png	btl02.png	671;59		第十一章征战支线2	支线11-2	38	18011106	0	23081102	0	0	1	3	1
18071201	12	7	1	xue.png	btl04.png	231;82		第十二章征战支线1	支线12-1	40	18011202	0	23081201	0	0	1	3	1
18071202	12	7	1	xue.png	btl04.png	576;210		第十二章征战支线2	支线12-2	40	18011206	0	23081202	0	0	1	3	1
18071301	13	7	1	xuejing.png	btl04.png	233;185		第十三章征战支线1	支线13-1	42	18011302	0	23081301	0	0	1	3	1
18071302	13	7	1	xuejing.png	btl04.png	657;208		第十三章征战支线2	支线13-2	42	18011306	0	23081302	0	0	1	3	1
18071401	14	7	1	yewan.png	btl03.png	329;244		第十四章征战支线1	支线14-1	44	18011402	0	23081401	0	0	1	3	1
18071402	14	7	1	yewan.png	btl03.png	671;59		第十四章征战支线2	支线14-2	44	18011406	0	23081402	0	0	1	3	1
18071501	15	7	1	chaoxianshi.png	btl07.png	231;82		第十五章征战支线1	支线15-1	45	18011502	0	23081501	0	0	1	3	1
18071502	15	7	1	chaoxianshi.png	btl07.png	576;210		第十五章征战支线2	支线15-2	45	18011506	0	23081502	0	0	1	3	1
18080101	1	8	1	qiuling.png	btl01.png	762;262		第一章宝箱1	宝箱	1	18070101	0	0	0	22160101	1	0	0
18080201	2	8	1	chaoxianshi.png	btl07.png	522;274		第二章宝箱1	宝箱	1	18070201	0	0	0	22160201	1	0	0
18080202	2	8	1	chaoxianshi.png	btl07.png	826;83		第二章宝箱2	宝箱	1	18070202	0	0	0	22160202	1	0	0
18080301	3	8	1	heliu.png	btl05.png	350;79		第三章宝箱1	宝箱	1	18070301	0	0	0	22160301	1	0	0
18080302	3	8	1	heliu.png	btl05.png	724;285		第三章宝箱2	宝箱	1	18070302	0	0	0	22160302	1	0	0
18080401	4	8	1	senlin.png	btl02.png	286;292		第四章宝箱1	宝箱	1	18070401	0	0	0	22160401	1	0	0
18080402	4	8	1	senlin.png	btl02.png	814;268		第四章宝箱2	宝箱	1	18070402	0	0	0	22160402	1	0	0
18080501	5	8	1	xue.png	btl04.png	522;274		第五章宝箱1	宝箱	1	18070501	0	0	0	22160501	1	0	0
18080502	5	8	1	xue.png	btl04.png	826;83		第五章宝箱2	宝箱	1	18070502	0	0	0	22160502	1	0	0
18080601	6	8	1	xuejing.png	btl04.png	350;79		第六章宝箱1	宝箱	1	18070601	0	0	0	22160601	1	0	0
18080602	6	8	1	xuejing.png	btl04.png	724;285		第六章宝箱2	宝箱	1	18070602	0	0	0	22160602	1	0	0
18080701	7	8	1	yewan.png	btl03.png	286;292		第七章宝箱1	宝箱	1	18070701	0	0	0	22160701	1	0	0
18080702	7	8	1	yewan.png	btl03.png	814;268		第七章宝箱2	宝箱	1	18070702	0	0	0	22160702	1	0	0
18080801	8	8	1	chaoxianshi.png	btl07.png	522;274		第八章宝箱1	宝箱	1	18070801	0	0	0	22160801	1	0	0
18080802	8	8	1	chaoxianshi.png	btl07.png	826;83		第八章宝箱2	宝箱	1	18070802	0	0	0	22160802	1	0	0
18080901	9	8	1	heliu.png	btl05.png	350;79		第九章宝箱1	宝箱	1	18070901	0	0	0	22160901	1	0	0
18080902	9	8	1	heliu.png	btl05.png	724;285		第九章宝箱2	宝箱	1	18070902	0	0	0	22160902	1	0	0
18081001	10	8	1	qiuling.png	btl01.png	286;292		第十章宝箱1	宝箱	1	18071001	0	0	0	22161001	1	0	0
18081002	10	8	1	qiuling.png	btl01.png	814;268		第十章宝箱2	宝箱	1	18071002	0	0	0	22161002	1	0	0
18081101	11	8	1	senlin.png	btl02.png	522;274		第十一章宝箱1	宝箱	1	18071101	0	0	0	22161101	1	0	0
18081102	11	8	1	senlin.png	btl02.png	826;83		第十一章宝箱2	宝箱	1	18071102	0	0	0	22161102	1	0	0
18081201	12	8	1	xue.png	btl04.png	350;79		第十二章宝箱1	宝箱	1	18071201	0	0	0	22161201	1	0	0
18081202	12	8	1	xue.png	btl04.png	724;285		第十二章宝箱2	宝箱	1	18071202	0	0	0	22161202	1	0	0
18081301	13	8	1	xuejing.png	btl04.png	286;292		第十三章宝箱1	宝箱	1	18071301	0	0	0	22161301	1	0	0
18081302	13	8	1	xuejing.png	btl04.png	814;268		第十三章宝箱2	宝箱	1	18071302	0	0	0	22161302	1	0	0
18081401	14	8	1	yewan.png	btl03.png	522;274		第十四章宝箱1	宝箱	1	18071401	0	0	0	22161401	1	0	0
18081402	14	8	1	yewan.png	btl03.png	826;83		第十四章宝箱2	宝箱	1	18071402	0	0	0	22161402	1	0	0
18081501	15	8	1	chaoxianshi.png	btl07.png	350;79		第十五章宝箱1	宝箱	1	18071501	0	0	0	22161501	1	0	0
18081502	15	8	1	chaoxianshi.png	btl07.png	724;285		第十五章宝箱2	宝箱	1	18071502	0	0	0	22161502	1	0	0
#																		
18050101	14	5	0	yewan.png	btl01.png	179;235		随机怪	随机怪	1	0	0	23060101	0	22084001	1	0	0
18050102	14	5	0	yewan.png	btl02.png	179;236		随机怪	随机怪	1	0	0	23060102	0	22084001	1	0	0
18050103	14	5	0	yewan.png	btl04.png	179;237		随机怪	随机怪	1	0	0	23060103	0	22084001	1	0	0
18050104	14	5	0	yewan.png	btl05.png	179;238		随机怪	随机怪	1	0	0	23060104	0	22084001	1	0	0
18050105	14	5	0	yewan.png	btl05.png	179;239		随机怪	随机怪	1	0	0	23060105	0	22084001	1	0	0
18050106	14	5	0	yewan.png	btl05.png	179;240		明怪	明怪	1	0	0	23060106	0	22081111	1	0	0
18050107	14	5	0	yewan.png	btl04.png	179;241		明怪	明怪	1	0	0	23060107	0	22081111	1	0	0
18050108	14	5	0	yewan.png	btl03.png	179;242		明怪	明怪	1	0	0	23060108	0	22081111	1	0	0
18050109	14	5	0	yewan.png	btl04.png	179;243		明怪	明怪	1	0	0	23060109	0	22081111	1	0	0
18050110	14	5	0	yewan.png	btl03.png	179;244		明怪	明怪	1	0	0	23060110	0	22081111	1	0	0
18050191	14	5	0	yewan.png	btl07.png	179;245		BOSS	BOSS	1	0	0	23060191	0	22083111	1	0	0
18050192	14	5	0	yewan.png	btl05.png	179;246		BOSS	BOSS	1	0	0	23060192	0	22083111	1	0	0
18050193	14	5	0	yewan.png	btl03.png	179;247		BOSS	BOSS	1	0	0	23060193	0	22083111	1	0	0
18050194	14	5	0	yewan.png	btl01.png	179;248		BOSS	BOSS	1	0	0	23060194	0	22083111	1	0	0
18050195	14	5	0	yewan.png	btl05.png	179;249		BOSS	BOSS	1	0	0	23060195	0	22083111	1	0	0
18050201	14	5	0	yewan.png	btl05.png	179;250		随机怪	随机怪	1	0	0	23060201	0	22084001	1	0	0
18050202	14	5	0	yewan.png	btl01.png	179;251		随机怪	随机怪	1	0	0	23060202	0	22084001	1	0	0
18050203	14	5	0	yewan.png	btl07.png	179;252		随机怪	随机怪	1	0	0	23060203	0	22084001	1	0	0
18050204	14	5	0	yewan.png	btl04.png	179;253		随机怪	随机怪	1	0	0	23060204	0	22084001	1	0	0
18050205	14	5	0	yewan.png	btl02.png	179;254		随机怪	随机怪	1	0	0	23060205	0	22084001	1	0	0
18050206	14	5	0	yewan.png	btl06.png	179;255		明怪	明怪	1	0	0	23060206	0	22081112	1	0	0
18050207	14	5	0	yewan.png	btl06.png	179;256		明怪	明怪	1	0	0	23060207	0	22081112	1	0	0
18050208	14	5	0	yewan.png	btl03.png	179;257		明怪	明怪	1	0	0	23060208	0	22081112	1	0	0
18050209	14	5	0	yewan.png	btl04.png	179;258		明怪	明怪	1	0	0	23060209	0	22081112	1	0	0
18050210	14	5	0	yewan.png	btl04.png	179;259		明怪	明怪	1	0	0	23060210	0	22081112	1	0	0
18050291	14	5	0	yewan.png	btl01.png	179;260		BOSS	BOSS	1	0	0	23060291	0	22083112	1	0	0
18050292	14	5	0	yewan.png	btl07.png	179;261		BOSS	BOSS	1	0	0	23060292	0	22083112	1	0	0
18050293	14	5	0	yewan.png	btl03.png	179;262		BOSS	BOSS	1	0	0	23060293	0	22083112	1	0	0
18050294	14	5	0	yewan.png	btl04.png	179;263		BOSS	BOSS	1	0	0	23060294	0	22083112	1	0	0
18050295	14	5	0	yewan.png	btl07.png	179;264		BOSS	BOSS	1	0	0	23060295	0	22083112	1	0	0
18050301	14	5	0	yewan.png	btl04.png	179;265		随机怪	随机怪	1	0	0	23060301	0	22084001	1	0	0
18050302	14	5	0	yewan.png	btl02.png	179;266		随机怪	随机怪	1	0	0	23060302	0	22084001	1	0	0
18050303	14	5	0	yewan.png	btl04.png	179;267		随机怪	随机怪	1	0	0	23060303	0	22084001	1	0	0
18050304	14	5	0	yewan.png	btl06.png	179;268		随机怪	随机怪	1	0	0	23060304	0	22084001	1	0	0
18050305	14	5	0	yewan.png	btl04.png	179;269		随机怪	随机怪	1	0	0	23060305	0	22084001	1	0	0
18050306	14	5	0	yewan.png	btl05.png	179;270		明怪	明怪	1	0	0	23060306	0	22081121	1	0	0
18050307	14	5	0	yewan.png	btl02.png	179;271		明怪	明怪	1	0	0	23060307	0	22081121	1	0	0
18050308	14	5	0	yewan.png	btl04.png	179;272		明怪	明怪	1	0	0	23060308	0	22081121	1	0	0
18050309	14	5	0	yewan.png	btl01.png	179;273		明怪	明怪	1	0	0	23060309	0	22081121	1	0	0
18050310	14	5	0	yewan.png	btl05.png	179;274		明怪	明怪	1	0	0	23060310	0	22081121	1	0	0
18050391	14	5	0	yewan.png	btl07.png	179;275		BOSS	BOSS	1	0	0	23060391	0	22083121	1	0	0
18050392	14	5	0	yewan.png	btl07.png	179;276		BOSS	BOSS	1	0	0	23060392	0	22083121	1	0	0
18050393	14	5	0	yewan.png	btl07.png	179;277		BOSS	BOSS	1	0	0	23060393	0	22083121	1	0	0
18050394	14	5	0	yewan.png	btl03.png	179;278		BOSS	BOSS	1	0	0	23060394	0	22083121	1	0	0
18050395	14	5	0	yewan.png	btl01.png	179;279		BOSS	BOSS	1	0	0	23060395	0	22083121	1	0	0
18050401	14	5	0	yewan.png	btl01.png	179;280		随机怪	随机怪	1	0	0	23060401	0	22084001	1	0	0
18050402	14	5	0	yewan.png	btl04.png	179;281		随机怪	随机怪	1	0	0	23060402	0	22084001	1	0	0
18050403	14	5	0	yewan.png	btl03.png	179;282		随机怪	随机怪	1	0	0	23060403	0	22084001	1	0	0
18050404	14	5	0	yewan.png	btl01.png	179;283		随机怪	随机怪	1	0	0	23060404	0	22084001	1	0	0
18050405	14	5	0	yewan.png	btl04.png	179;284		随机怪	随机怪	1	0	0	23060405	0	22084001	1	0	0
18050406	14	5	0	yewan.png	btl05.png	179;285		明怪	明怪	1	0	0	23060406	0	22081122	1	0	0
18050407	14	5	0	yewan.png	btl05.png	179;286		明怪	明怪	1	0	0	23060407	0	22081122	1	0	0
18050408	14	5	0	yewan.png	btl05.png	179;287		明怪	明怪	1	0	0	23060408	0	22081122	1	0	0
18050409	14	5	0	yewan.png	btl03.png	179;288		明怪	明怪	1	0	0	23060409	0	22081122	1	0	0
18050410	14	5	0	yewan.png	btl03.png	179;289		明怪	明怪	1	0	0	23060410	0	22081122	1	0	0
18050491	14	5	0	yewan.png	btl07.png	179;290		BOSS	BOSS	1	0	0	23060491	0	22083122	1	0	0
18050492	14	5	0	yewan.png	btl05.png	179;291		BOSS	BOSS	1	0	0	23060492	0	22083122	1	0	0
18050493	14	5	0	yewan.png	btl03.png	179;292		BOSS	BOSS	1	0	0	23060493	0	22083122	1	0	0
18050494	14	5	0	yewan.png	btl03.png	179;293		BOSS	BOSS	1	0	0	23060494	0	22083122	1	0	0
18050495	14	5	0	yewan.png	btl05.png	179;294		BOSS	BOSS	1	0	0	23060495	0	22083122	1	0	0
18050501	14	5	0	yewan.png	btl06.png	179;295		随机怪	随机怪	1	0	0	23060501	0	22084001	1	0	0
18050502	14	5	0	yewan.png	btl02.png	179;296		随机怪	随机怪	1	0	0	23060502	0	22084001	1	0	0
18050503	14	5	0	yewan.png	btl05.png	179;297		随机怪	随机怪	1	0	0	23060503	0	22084001	1	0	0
18050504	14	5	0	yewan.png	btl01.png	179;298		随机怪	随机怪	1	0	0	23060504	0	22084001	1	0	0
18050505	14	5	0	yewan.png	btl01.png	179;299		随机怪	随机怪	1	0	0	23060505	0	22084001	1	0	0
18050506	14	5	0	yewan.png	btl06.png	179;300		明怪	明怪	1	0	0	23060506	0	22081131	1	0	0
18050507	14	5	0	yewan.png	btl02.png	179;301		明怪	明怪	1	0	0	23060507	0	22081131	1	0	0
18050508	14	5	0	yewan.png	btl01.png	179;302		明怪	明怪	1	0	0	23060508	0	22081131	1	0	0
18050509	14	5	0	yewan.png	btl01.png	179;303		明怪	明怪	1	0	0	23060509	0	22081131	1	0	0
18050510	14	5	0	yewan.png	btl07.png	179;304		明怪	明怪	1	0	0	23060510	0	22081131	1	0	0
18050591	14	5	0	yewan.png	btl01.png	179;305		BOSS	BOSS	1	0	0	23060591	0	22083131	1	0	0
18050592	14	5	0	yewan.png	btl02.png	179;306		BOSS	BOSS	1	0	0	23060592	0	22083131	1	0	0
18050593	14	5	0	yewan.png	btl04.png	179;307		BOSS	BOSS	1	0	0	23060593	0	22083131	1	0	0
18050594	14	5	0	yewan.png	btl05.png	179;308		BOSS	BOSS	1	0	0	23060594	0	22083131	1	0	0
18050595	14	5	0	yewan.png	btl05.png	179;309		BOSS	BOSS	1	0	0	23060595	0	22083131	1	0	0
18050601	14	5	0	yewan.png	btl05.png	179;310		随机怪	随机怪	1	0	0	23060601	0	22084001	1	0	0
18050602	14	5	0	yewan.png	btl05.png	179;311		随机怪	随机怪	1	0	0	23060602	0	22084001	1	0	0
18050603	14	5	0	yewan.png	btl02.png	179;312		随机怪	随机怪	1	0	0	23060603	0	22084001	1	0	0
18050604	14	5	0	yewan.png	btl06.png	179;313		随机怪	随机怪	1	0	0	23060604	0	22084001	1	0	0
18050605	14	5	0	yewan.png	btl07.png	179;314		随机怪	随机怪	1	0	0	23060605	0	22084001	1	0	0
18050606	14	5	0	yewan.png	btl03.png	179;315		明怪	明怪	1	0	0	23060606	0	22081132	1	0	0
18050607	14	5	0	yewan.png	btl03.png	179;316		明怪	明怪	1	0	0	23060607	0	22081132	1	0	0
18050608	14	5	0	yewan.png	btl07.png	179;317		明怪	明怪	1	0	0	23060608	0	22081132	1	0	0
18050609	14	5	0	yewan.png	btl05.png	179;318		明怪	明怪	1	0	0	23060609	0	22081132	1	0	0
18050610	14	5	0	yewan.png	btl04.png	179;319		明怪	明怪	1	0	0	23060610	0	22081132	1	0	0
18050691	14	5	0	yewan.png	btl05.png	179;320		BOSS	BOSS	1	0	0	23060691	0	22083132	1	0	0
18050692	14	5	0	yewan.png	btl03.png	179;321		BOSS	BOSS	1	0	0	23060692	0	22083132	1	0	0
18050693	14	5	0	yewan.png	btl04.png	179;322		BOSS	BOSS	1	0	0	23060693	0	22083132	1	0	0
18050694	14	5	0	yewan.png	btl03.png	179;323		BOSS	BOSS	1	0	0	23060694	0	22083132	1	0	0
18050695	14	5	0	yewan.png	btl02.png	179;324		BOSS	BOSS	1	0	0	23060695	0	22083132	1	0	0
18050701	14	5	0	yewan.png	btl06.png	179;325		随机怪	随机怪	1	0	0	23060701	0	22084001	1	0	0
18050702	14	5	0	yewan.png	btl02.png	179;326		随机怪	随机怪	1	0	0	23060702	0	22084001	1	0	0
18050703	14	5	0	yewan.png	btl01.png	179;327		随机怪	随机怪	1	0	0	23060703	0	22084001	1	0	0
18050704	14	5	0	yewan.png	btl05.png	179;328		随机怪	随机怪	1	0	0	23060704	0	22084001	1	0	0
18050705	14	5	0	yewan.png	btl03.png	179;329		随机怪	随机怪	1	0	0	23060705	0	22084001	1	0	0
18050706	14	5	0	yewan.png	btl02.png	179;330		明怪	明怪	1	0	0	23060706	0	22081133	1	0	0
18050707	14	5	0	yewan.png	btl04.png	179;331		明怪	明怪	1	0	0	23060707	0	22081133	1	0	0
18050708	14	5	0	yewan.png	btl04.png	179;332		明怪	明怪	1	0	0	23060708	0	22081133	1	0	0
18050709	14	5	0	yewan.png	btl01.png	179;333		明怪	明怪	1	0	0	23060709	0	22081133	1	0	0
18050710	14	5	0	yewan.png	btl05.png	179;334		明怪	明怪	1	0	0	23060710	0	22081133	1	0	0
