#状态ID	描述	特效ID	眩晕（概率）	沉默（概率）	即死概率	无敌(0否 1是)	屹立不倒(0否 1 是)	满血(0 否 1是)	加血减血（直接百分比）	满怒气(0 否 1是)	怒气	加怒气概率	物理攻击（百分比	法术攻击（百分比	物理防御（百分比	法术防御（百分比	提升的暴击	提升的闪避	提升的格挡	提升的反击	加血 通过武将的最高攻击来计算	减血 武将最高攻击与防御得出的伤害	持续回合	叠加(0不叠加 1叠加)	动画目录	动画帧数	动画播放类型（1、循环 2、播放一次 3、触发播放 4、不播放 5、播放一次+触发播放）	声音
statusid	description	icon	dizzy	silence	immediatelydead	god	cockroach	fullhp	addorsubhp	fullanger	anger	angerchance	phyatk	mgcatk	phydef	mgcdef	crit	dodge	block	counterattack	addhp	minushp	round	superposition	animationforld	animationFPS	animationtype	music
15020081	对敌军前排单体目标造成200%物理伤害，并降低敌军前列所有人20%法术防御1回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	1	0	jiangdifafang_	13	2	
15020082	对敌方目标及目标周围敌人造成80%物理伤害，并降低对方及其周围武将20%法术防御2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	2	0	jiangdifafang_	13	2	
15020083	对敌方竖列所有人造成90%物理伤害，并使目标在2回合内降低20%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	0	2	0	jiangdiwufang_	12	2	
15020084	对敌方横排所有人造成90%物理伤害，并使目标在2回合内降低20%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	0	2	0	jiangdiwufang_	12	2	
15020085	对敌方后排单体目标造成160%物理伤害，并在2回合内降低目标20%物理攻击&法术攻击	0	0	0	0	0	0	0	0	0	0	0	-0.2	-0.2	0	0	0	0	0	0	0	0	2	0	jiangdigongji_	13	2	
15020086	对敌方后排所有人造成80%物理伤害。并在2回合内降低对目标15%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15	0	0	0	0	0	0	0	2	0	jiangdiwufang_	12	2	
15020087	对敌方所有人造成75%法术伤害，并在2回合内降低敌方所有人20%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	0	2	0	jiangdiwufang_	12	2	
15020088	对敌军前排单体目标造成160%法术伤害，并降低敌方前排35%物理防御&法术防御1回合	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35	-0.35	0	0	0	0	0	0	1	0	jiangdiwufang_	12	2	
15020089	对敌军前排单体目标造成200%法术伤害，并降低敌军前列所有人20%法术防御1回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	1	0	jiangdifafang_	13	2	
15020090	对敌方目标及目标周围敌人造成80%法术伤害，并降低对方及其周围武将20%法术防御2回合	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	2	0	jiangdifafang_	13	2	
15020091	对敌方竖列所有人造成90%法术伤害，并使目标在2回合内降低20%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	0	2	0	jiangdiwufang_	12	2	
15020092	对敌方横排所有人造成90%法术伤害，并使目标在2回合内降低20%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	0	2	0	jiangdiwufang_	12	2	
15020093	对敌方后排单体目标造成160%法术伤害，并在2回合内降低目标20%物理攻击&法术攻击	0	0	0	0	0	0	0	0	0	0	0	-0.2	-0.2	0	0	0	0	0	0	0	0	2	0	jiangdigongji_	13	2	
15020094	对敌方后排所有人造成80%法术伤害。并在2回合内降低对目标15%物理防御	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15	0	0	0	0	0	0	0	2	0	jiangdiwufang_	12	2	
15020095	根据自身法术攻击的80%来恢复单个队友生命值	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	1	0	jiangdiwufang_	12	2	
15030001	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030002	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1	-0.1	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030003	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.05	-0.05	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030004	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030005	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12	-0.12	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030006	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.06	-0.06	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030007	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030008	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15	-0.15	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030009	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.07	-0.07	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030010	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030011	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030012	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030013	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1	-0.1	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030014	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15	-0.15	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030015	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1	-0.1	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030016	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.05	-0.05	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030017	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.07	-0.07	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030018	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.05	-0.05	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030019	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030020	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030021	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030022	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12	-0.12	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030023	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15	-0.15	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030024	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.06	-0.06	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030025	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030026	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15	-0.15	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030027	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.07	-0.07	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030028	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.35	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030029	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17	-0.17	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030030	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.08	-0.08	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030031	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030032	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19	-0.19	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030033	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09	-0.09	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030034	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030035	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23	-0.23	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030036	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11	-0.11	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030037	增加双防	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15030038	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030039	减少双防	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13	-0.13	0	0	0	0	0	0	99	0	jiangdiwufang_	12	2	
15030040	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	1	0	baoji_	13	2	
15030041	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	0	0	0	0	0	1	0	baoji_	13	2	
15030042	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	1	0	baoji_	13	2	
15030043	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	1	0	baoji_	13	2	
15030044	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	1	0	baoji_	13	2	
15030045	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	1	0	baoji_	13	2	
15030046	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	1	0	baoji_	13	2	
15030047	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	1	0	baoji_	13	2	
15030048	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	0	1	0	baoji_	13	2	
15030049	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	1	0	baoji_	13	2	
15030050	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	0	0	0	1	0	baoji_	13	2	
15030051	增加暴击几率	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	1	0	baoji_	13	2	
15030052	增加怒气几率	0	0	0	0	0	0	0	0	0	1	5000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15030053	增加怒气几率	0	0	0	0	0	0	0	0	0	1	2000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15030054	增加怒气几率	0	0	0	0	0	0	0	0	0	1	3000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15030055	增加怒气几率	0	0	0	0	0	0	0	0	0	1	4000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15030056	增加怒气几率	0	0	0	0	0	0	0	0	0	1	6000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15030057	增加怒气几率	0	0	0	0	0	0	0	0	0	1	7000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15030058	增加怒气几率	0	0	0	0	0	0	0	0	0	1	8000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15030059	增加怒气几率	0	0	0	0	0	0	0	0	0	1	9000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15030060	增加怒气几率	0	0	0	0	0	0	0	0	0	1	10000	0	0	0	0	0	0	0	0	0	0	1	0	nuqizengjia_	13	5	jianuqiZT.mp3
15030061	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	-0.01	-0.01	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030062	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	-0.05	-0.05	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030063	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	-0.1	-0.1	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030064	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	-0.15	-0.15	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030065	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	-0.2	-0.2	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030066	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	-0.25	-0.25	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030067	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.35	0.35	-0.3	-0.3	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030068	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	-0.35	-0.35	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030069	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	-0.4	-0.4	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030070	增加攻击减少防御	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	-0.45	-0.45	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030071	增加攻击	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030072	增加攻击	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030073	增加攻击	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030074	增加攻击	0	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030075	增加攻击	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030076	增加攻击	0	0	0	0	0	0	0	0	0	0	0	0.12	0.12	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15030077	增加攻击	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15040001	5%几率即死攻击	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	baoji_	13	5	
15040002	每阵亡一个己方成员，己方全体攻击增加8%	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040003	己方阵营首次阵亡武将，敌方全体眩晕1回合	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	xuanyun_	13	1	
15040004	当己方剩余最后一名武将时，攻击增加200%	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15040005	当己方剩余最后一名武将时，防御增加200%	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15040006	每消灭一个敌方武将，己方全体攻击增加50%，前3回合有效，第1回合	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	3	1	gongjizengjia_	13	2	
15040007	每消灭一个敌方武将，己方全体攻击增加50%，前3回合有效，第2回合	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	2	1	gongjizengjia_	13	2	
15040008	每消灭一个敌方武将，己方全体攻击增加50%，前3回合有效，第3回合	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	1	1	gongjizengjia_	13	2	
15040009	己方全体攻击增加70%	0	0	0	0	0	0	0	0	0	0	0	0.7	0.7	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15040010	每阵亡一个己方武将，攻击降低40%，最低至30%？（按次数来减数值对不上）	0	0	0	0	0	0	0	0	0	0	0	-0.4	-0.4	0	0	0	0	0	0	0	0	99	1	jiangdigongji_	13	2	
15040011	己方全体第一回合怒气增加100%	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nuqizengjia_	13	2	jianuqiZT.mp3
15040012	己方全体第一回合伤害增加30%	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0	0	1	0	gongjizengjia_	13	2	
15040013	前3回合首次己方武将在阵亡，治疗己方全体100%生命值	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jiaxue41GG_	13	2	jiaxue.mp3
15040014	前3回合首次己方武将在阵亡，己方全体防御增加100%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	99	0	wulifangyu_	8	2	
15040015	前3回合首次己方武将在阵亡，本回合免疫所有伤害	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	fashufangyu_	13	2	
15040016	前3回合首次己方武将在阵亡，直接攻击击杀该武将（除DOT）的敌方武将即死	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zhongdu_	13	2	zhongduZT.mp3
15040017	前3回合首次己方武将在阵亡，随机一个敌方单位直接死亡（会不会与上一条相重？）	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zhongdu_	13	2	
15040018	己方单位在前3回合不会死亡（即死判定除外），其生命值最低至1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	wulifangyu_	8	2	
15040019	如果前3回合没有己方武将阵亡，第四回合治疗己方全体100%生命值	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jiaxue41GG_	13	2	jiaxue.mp3
15040020	如果前3回合没有己方武将阵亡，己方全体增加30%攻击	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0	0	99	0	gongjizengjia_	13	2	
15040021	己方全体生命减少20%	0	0	0	0	0	0	0	-0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zhongdu_	13	2	zhongduZT.mp3
15040022	己方全体攻击减少20%	0	0	0	0	0	0	0	0	0	0	0	-0.2	-0.2	0	0	0	0	0	0	0	0	99	1	jiangdigongji_	13	2	
15040023	己方全体第六回合开始攻击增加220%	0	0	0	0	0	0	0	0	0	0	0	2.2	2.2	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040024	第二回合开始己方全体增加攻击（本回合己方武将数）%，剩1个将	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040025	第二回合开始己方全体增加攻击（本回合己方武将数）%，剩2个将	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040026	第二回合开始己方全体增加攻击（本回合己方武将数）%，剩3个将	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040027	第二回合开始己方全体增加攻击（本回合己方武将数）%，剩4个将	0	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040028	第二回合开始己方全体增加攻击（本回合己方武将数）%，剩5个将	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040029	第二回合开始己方全体增加攻击（本回合己方武将数）%，剩6个将	0	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040030	第二回合开始己方全体增加攻击（本回合己方武将数）%，剩7个将	0	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040031	第二回合开始己方全体增加攻击（本回合己方武将数）%，剩8个将	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
15040032	第二回合开始己方全体增加攻击（本回合己方武将数）%，剩9个将	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	99	1	gongjizengjia_	13	2	
