#道具ID（全局唯一 但不要超过14位）	道具名称（客户端用来显示）	icon	描述	初始等级	道具主类型（类型配置见【道具配置说明.txt】）	道具子类型	品质	武将限制	职业限制	等级限制	售卖货币类型(AssetType)	出售	幸运市场价值（幸运值）	竞技市场中的价格（竞技点）	物理攻击最小值	物理攻击最大值	物理防御最小值	物理防御最大值	法术攻击最小值	法术攻击最大值	法术防御最小值	法术防御最大值	生命最小值	生命最大值	熔炼消耗	精炼消耗	"掉落关卡id（,分隔）"	掉落关卡text（;分隔）	最大成长度
id	name	icon	describe	level	classify	type	quality	reqrole	reqjob	reqlevel	sellmoneytype	sellprice	luckyprice	arenaprice	minphyatk	maxphyatk	minphydef	maxphydef	minmgcatk	maxmgcatk	minmgcdef	maxmgcdef	minhp	maxhp	meltcost	refinecost	dropid	droptext	maxgrow
17030190	七品落月	wqyc03.png	30级绿色远程武器	30	1	2	1	0	2	30	2	100	1	1	859	936	0	0	0	0	0	0	0	0	10000	0	18020404	试炼4-4掉落	105
17030191	七品落月	wqyc03.png	30级蓝色远程武器	30	1	2	2	0	2	30	2	150	1	1	1031	1123	0	0	0	0	0	0	0	0	50000	0	18020404	试炼4-4掉落	165
17030192	七品落月+	wqyc03.png	30级蓝色+1远程武器	30	1	2	3	0	2	30	2	200	1	1	1237	1348	0	0	0	0	0	0	0	0	80000	0	18020404	试炼4-4掉落	225
17030193	七品落月	wqyc03.png	30级紫色远程武器	30	1	2	4	0	2	30	2	250	1	1	1473	1764	0	0	0	0	0	0	0	0	100000	0	18020404	试炼4-4掉落	285
17030194	七品落月+	wqyc03.png	30级紫色+1远程武器	30	1	2	5	0	2	30	2	500	1	1	1963	2271	0	0	0	0	0	0	0	0	150000	0	18020404	试炼4-4掉落	345
17030195	七品落月	wqyc03.png	30级橙色远程武器	30	1	2	6	0	2	30	2	1000	1	1	2501	2834	0	0	0	0	0	0	0	0	0	200000	18020404	试炼4-4掉落	405
17030196	七品落月+	wqyc03.png	30级橙色+1远程武器	30	1	2	7	0	2	30	2	5000	1	1	3113	3467	0	0	0	0	0	0	0	0	0	300000	18020404	试炼4-4掉落	465
17030197	七品龙麟	fjwf03.png	30级绿色物理防具	30	2	1	1	0	0	30	2	100	1	1	0	0	329	355	0	0	0	0	429	468	10000	0	18020502	试炼5-2掉落	105
17030198	七品龙麟	fjwf03.png	30级蓝色物理防具	30	2	1	2	0	0	30	2	150	1	1	0	0	395	426	0	0	0	0	515	561	50000	0	18020502	试炼5-2掉落	165
17030199	七品龙麟+	fjwf03.png	30级蓝色+1物理防具	30	2	1	3	0	0	30	2	200	1	1	0	0	474	512	0	0	0	0	618	674	80000	0	18020502	试炼5-2掉落	225
17030200	七品龙麟	fjwf03.png	30级紫色物理防具	30	2	1	4	0	0	30	2	250	1	1	0	0	564	670	0	0	0	0	736	882	100000	0	18020502	试炼5-2掉落	285
17030201	七品龙麟+	fjwf03.png	30级紫色+1物理防具	30	2	1	5	0	0	30	2	500	1	1	0	0	752	862	0	0	0	0	981	1135	150000	0	18020502	试炼5-2掉落	345
17030202	七品龙麟	fjwf03.png	30级橙色物理防具	30	2	1	6	0	0	30	2	1000	1	1	0	0	958	1076	0	0	0	0	1250	1417	0	200000	18020502	试炼5-2掉落	405
17030203	七品龙麟+	fjwf03.png	30级橙色+1物理防具	30	2	1	7	0	0	30	2	5000	1	1	0	0	1192	1317	0	0	0	0	1556	1733	0	300000	18020502	试炼5-2掉落	465
17030204	七品镜芒	fjff03.png	30级绿色法术防具	30	2	2	1	0	0	30	2	100	1	1	0	0	0	0	0	0	329	355	429	468	10000	0	18020402	试炼4-2掉落	105
17030205	七品镜芒	fjff03.png	30级蓝色法术防具	30	2	2	2	0	0	30	2	150	1	1	0	0	0	0	0	0	395	426	515	561	50000	0	18020402	试炼4-2掉落	165
17030206	七品镜芒+	fjff03.png	30级蓝色+1法术防具	30	2	2	3	0	0	30	2	200	1	1	0	0	0	0	0	0	474	512	618	674	80000	0	18020402	试炼4-2掉落	225
17030207	七品镜芒	fjff03.png	30级紫色法术防具	30	2	2	4	0	0	30	2	250	1	1	0	0	0	0	0	0	564	670	736	882	100000	0	18020402	试炼4-2掉落	285
17030208	七品镜芒+	fjff03.png	30级紫色+1法术防具	30	2	2	5	0	0	30	2	500	1	1	0	0	0	0	0	0	752	862	981	1135	150000	0	18020402	试炼4-2掉落	345
17030209	七品镜芒	fjff03.png	30级橙色法术防具	30	2	2	6	0	0	30	2	1000	1	1	0	0	0	0	0	0	958	1076	1250	1417	0	200000	18020402	试炼4-2掉落	405
17030210	七品镜芒+	fjff03.png	30级橙色+1法术防具	30	2	2	7	0	0	30	2	5000	1	1	0	0	0	0	0	0	1192	1317	1556	1733	0	300000	18020402	试炼4-2掉落	465
17030211	七品赤兔	mwg03.png	30级绿色物攻马	30	3	0	1	0	1;2	30	2	100	1	1	429	468	0	0	0	0	0	0	214	234	10000	0	18020501	试炼5-1掉落	105
17030212	七品赤兔	mwg03.png	30级蓝色物攻马	30	3	0	2	0	1;2	30	2	150	1	1	515	561	0	0	0	0	0	0	257	280	50000	0	18020501	试炼5-1掉落	165
17030213	七品赤兔+	mwg03.png	30级蓝色+1物攻马	30	3	0	3	0	1;2	30	2	200	1	1	618	674	0	0	0	0	0	0	309	337	80000	0	18020501	试炼5-1掉落	225
17030214	七品赤兔	mwg03.png	30级紫色物攻马	30	3	0	4	0	1;2	30	2	250	1	1	736	882	0	0	0	0	0	0	368	441	100000	0	18020501	试炼5-1掉落	285
17030215	七品赤兔+	mwg03.png	30级紫色+1物攻马	30	3	0	5	0	1;2	30	2	500	1	1	981	1135	0	0	0	0	0	0	490	567	150000	0	18020501	试炼5-1掉落	345
17030216	七品赤兔	mwg03.png	30级橙色物攻马	30	3	0	6	0	1;2	30	2	1000	1	1	1250	1417	0	0	0	0	0	0	625	708	0	200000	18020501	试炼5-1掉落	405
17030217	七品赤兔+	mwg03.png	30级橙色+1物攻马	30	3	0	7	0	1;2	30	2	5000	1	1	1556	1733	0	0	0	0	0	0	778	866	0	300000	18020501	试炼5-1掉落	465
17030218	七品飞电	mfg03.png	30级绿色法攻马	30	3	0	1	0	3	30	2	100	1	1	0	0	0	0	403	435	0	0	214	234	10000	0	18020405	试炼4-5掉落	105
17030219	七品飞电	mfg03.png	30级蓝色法攻马	30	3	0	2	0	3	30	2	150	1	1	0	0	0	0	484	522	0	0	257	280	50000	0	18020405	试炼4-5掉落	165
17030220	七品飞电+	mfg03.png	30级蓝色+1法攻马	30	3	0	3	0	3	30	2	200	1	1	0	0	0	0	580	626	0	0	309	337	80000	0	18020405	试炼4-5掉落	225
17030221	七品飞电	mfg03.png	30级紫色法攻马	30	3	0	4	0	3	30	2	250	1	1	0	0	0	0	691	820	0	0	368	441	100000	0	18020405	试炼4-5掉落	285
17030222	七品飞电+	mfg03.png	30级紫色+1法攻马	30	3	0	5	0	3	30	2	500	1	1	0	0	0	0	921	1055	0	0	490	567	150000	0	18020405	试炼4-5掉落	345
17030223	七品飞电	mfg03.png	30级橙色法攻马	30	3	0	6	0	3	30	2	1000	1	1	0	0	0	0	1173	1317	0	0	625	708	0	200000	18020405	试炼4-5掉落	405
17030224	七品飞电+	mfg03.png	30级橙色+1法攻马	30	3	0	7	0	3	30	2	5000	1	1	0	0	0	0	1460	1612	0	0	778	866	0	300000	18020405	试炼4-5掉落	465
17030225	七品的卢	mwf03.png	30级绿色物防马	30	3	0	1	0	0	30	2	100	1	1	0	0	164	177	0	0	0	0	1716	1872	10000	0	18020403	试炼4-3掉落	105
17030226	七品的卢	mwf03.png	30级蓝色物防马	30	3	0	2	0	0	30	2	150	1	1	0	0	197	213	0	0	0	0	2060	2244	50000	0	18020403	试炼4-3掉落	165
17030227	七品的卢+	mwf03.png	30级蓝色+1物防马	30	3	0	3	0	0	30	2	200	1	1	0	0	237	256	0	0	0	0	2472	2696	80000	0	18020403	试炼4-3掉落	225
17030228	七品的卢	mwf03.png	30级紫色物防马	30	3	0	4	0	0	30	2	250	1	1	0	0	282	335	0	0	0	0	2944	3528	100000	0	18020403	试炼4-3掉落	285
17030229	七品的卢+	mwf03.png	30级紫色+1物防马	30	3	0	5	0	0	30	2	500	1	1	0	0	376	431	0	0	0	0	3924	4540	150000	0	18020403	试炼4-3掉落	345
17030230	七品的卢	mwf03.png	30级橙色物防马	30	3	0	6	0	0	30	2	1000	1	1	0	0	479	538	0	0	0	0	5000	5668	0	200000	18020403	试炼4-3掉落	405
17030231	七品的卢+	mwf03.png	30级橙色+1物防马	30	3	0	7	0	0	30	2	5000	1	1	0	0	596	658	0	0	0	0	6224	6932	0	300000	18020403	试炼4-3掉落	465
17030232	七品绝影	mff03.png	30级绿色法防马	30	3	0	1	0	0	30	2	100	1	1	0	0	0	0	0	0	164	177	1716	1872	10000	0	18020503	试炼5-3掉落	105
17030233	七品绝影	mff03.png	30级蓝色法防马	30	3	0	2	0	0	30	2	150	1	1	0	0	0	0	0	0	197	213	2060	2244	50000	0	18020503	试炼5-3掉落	165
17030234	七品绝影+	mff03.png	30级蓝色+1法防马	30	3	0	3	0	0	30	2	200	1	1	0	0	0	0	0	0	237	256	2472	2696	80000	0	18020503	试炼5-3掉落	225
17030235	七品绝影	mff03.png	30级紫色法防马	30	3	0	4	0	0	30	2	250	1	1	0	0	0	0	0	0	282	335	2944	3528	100000	0	18020503	试炼5-3掉落	285
17030236	七品绝影+	mff03.png	30级紫色+1法防马	30	3	0	5	0	0	30	2	500	1	1	0	0	0	0	0	0	376	431	3924	4540	150000	0	18020503	试炼5-3掉落	345
17030237	七品绝影	mff03.png	30级橙色法防马	30	3	0	6	0	0	30	2	1000	1	1	0	0	0	0	0	0	479	538	5000	5668	0	200000	18020503	试炼5-3掉落	405
17030238	七品绝影+	mff03.png	30级橙色+1法防马	30	3	0	7	0	0	30	2	5000	1	1	0	0	0	0	0	0	596	658	6224	6932	0	300000	18020503	试炼5-3掉落	465
17030239	六品龙胆	wqjz04.png	40级绿色近战武器	40	1	1	1	0	1	40	2	100	1	1	795	853	79	85	0	0	0	0	0	0	10000	0	18020504	试炼5-4掉落	125
17030240	六品龙胆	wqjz04.png	40级蓝色近战武器	40	1	1	2	0	1	40	2	150	1	1	954	1024	95	102	0	0	0	0	0	0	50000	0	18020504	试炼5-4掉落	190
17030241	六品龙胆+	wqjz04.png	40级蓝色+1近战武器	40	1	1	3	0	1	40	2	200	1	1	1145	1229	114	122	0	0	0	0	0	0	80000	0	18020504	试炼5-4掉落	255
17030242	六品龙胆	wqjz04.png	40级紫色近战武器	40	1	1	4	0	1	40	2	250	1	1	1363	1609	136	160	0	0	0	0	0	0	100000	0	18020504	试炼5-4掉落	320
17030243	六品龙胆+	wqjz04.png	40级紫色+1近战武器	40	1	1	5	0	1	40	2	500	1	1	1817	2071	181	207	0	0	0	0	0	0	150000	0	18020504	试炼5-4掉落	385
17030244	六品龙胆	wqjz04.png	40级橙色近战武器	40	1	1	6	0	1	40	2	1000	1	1	2314	2584	231	258	0	0	0	0	0	0	0	200000	18020504	试炼5-4掉落	450
17030245	六品龙胆+	wqjz04.png	40级橙色+1近战武器	40	1	1	7	0	1	40	2	5000	1	1	2881	3162	288	316	0	0	0	0	0	0	0	300000	18020504	试炼5-4掉落	515
17030246	六品易经	wqms04.png	40级绿色谋士武器	40	1	3	1	0	3	40	2	100	1	1	0	0	0	0	974	1045	0	0	0	0	10000	0	18020603	试炼6-3掉落	125
17030247	六品易经	wqms04.png	40级蓝色谋士武器	40	1	3	2	0	3	40	2	150	1	1	0	0	0	0	1168	1254	0	0	0	0	50000	0	18020603	试炼6-3掉落	190
17030248	六品易经+	wqms04.png	40级蓝色+1谋士武器	40	1	3	3	0	3	40	2	200	1	1	0	0	0	0	1402	1505	0	0	0	0	80000	0	18020603	试炼6-3掉落	255
17030249	六品易经	wqms04.png	40级紫色谋士武器	40	1	3	4	0	3	40	2	250	1	1	0	0	0	0	1669	1970	0	0	0	0	100000	0	18020603	试炼6-3掉落	320
17030250	六品易经+	wqms04.png	40级紫色+1谋士武器	40	1	3	5	0	3	40	2	500	1	1	0	0	0	0	2225	2536	0	0	0	0	150000	0	18020603	试炼6-3掉落	385
17030251	六品易经	wqms04.png	40级橙色谋士武器	40	1	3	6	0	3	40	2	1000	1	1	0	0	0	0	2833	3165	0	0	0	0	0	200000	18020603	试炼6-3掉落	450
17030252	六品易经+	wqms04.png	40级橙色+1谋士武器	40	1	3	7	0	3	40	2	5000	1	1	0	0	0	0	3527	3872	0	0	0	0	0	300000	18020603	试炼6-3掉落	515
17030253	六品落月	wqyc04.png	40级绿色远程武器	40	1	2	1	0	2	40	2	100	1	1	1041	1113	0	0	0	0	0	0	0	0	10000	0	18020601	试炼6-1掉落	125
17030254	六品落月	wqyc04.png	40级蓝色远程武器	40	1	2	2	0	2	40	2	150	1	1	1249	1336	0	0	0	0	0	0	0	0	50000	0	18020601	试炼6-1掉落	190
17030255	六品落月+	wqyc04.png	40级蓝色+1远程武器	40	1	2	3	0	2	40	2	200	1	1	1499	1603	0	0	0	0	0	0	0	0	80000	0	18020601	试炼6-1掉落	255
17030256	六品落月	wqyc04.png	40级紫色远程武器	40	1	2	4	0	2	40	2	250	1	1	1784	2098	0	0	0	0	0	0	0	0	100000	0	18020601	试炼6-1掉落	320
17030257	六品落月+	wqyc04.png	40级紫色+1远程武器	40	1	2	5	0	2	40	2	500	1	1	2378	2701	0	0	0	0	0	0	0	0	150000	0	18020601	试炼6-1掉落	385
17030258	六品落月	wqyc04.png	40级橙色远程武器	40	1	2	6	0	2	40	2	1000	1	1	3029	3370	0	0	0	0	0	0	0	0	0	200000	18020601	试炼6-1掉落	450
17030259	六品落月+	wqyc04.png	40级橙色+1远程武器	40	1	2	7	0	2	40	2	5000	1	1	3771	4123	0	0	0	0	0	0	0	0	0	300000	18020601	试炼6-1掉落	515
17030260	六品龙麟	fjwf04.png	40级绿色物理防具	40	2	1	1	0	0	40	2	100	1	1	0	0	397	426	0	0	0	0	520	556	10000	0	18020605	试炼6-5掉落	125
17030261	六品龙麟	fjwf04.png	40级蓝色物理防具	40	2	1	2	0	0	40	2	150	1	1	0	0	477	512	0	0	0	0	624	668	50000	0	18020605	试炼6-5掉落	190
17030262	六品龙麟+	fjwf04.png	40级蓝色+1物理防具	40	2	1	3	0	0	40	2	200	1	1	0	0	572	614	0	0	0	0	749	801	80000	0	18020605	试炼6-5掉落	255
17030263	六品龙麟	fjwf04.png	40级紫色物理防具	40	2	1	4	0	0	40	2	250	1	1	0	0	681	804	0	0	0	0	892	1049	100000	0	18020605	试炼6-5掉落	320
17030264	六品龙麟+	fjwf04.png	40级紫色+1物理防具	40	2	1	5	0	0	40	2	500	1	1	0	0	908	1035	0	0	0	0	1189	1350	150000	0	18020605	试炼6-5掉落	385
17030265	六品龙麟	fjwf04.png	40级橙色物理防具	40	2	1	6	0	0	40	2	1000	1	1	0	0	1157	1292	0	0	0	0	1514	1685	0	200000	18020605	试炼6-5掉落	450
17030266	六品龙麟+	fjwf04.png	40级橙色+1物理防具	40	2	1	7	0	0	40	2	5000	1	1	0	0	1440	1581	0	0	0	0	1885	2061	0	300000	18020605	试炼6-5掉落	515
17030267	六品镜芒	fjff04.png	40级绿色法术防具	40	2	2	1	0	0	40	2	100	1	1	0	0	0	0	0	0	397	426	520	556	10000	0	18020505	试炼5-5掉落	125
17030268	六品镜芒	fjff04.png	40级蓝色法术防具	40	2	2	2	0	0	40	2	150	1	1	0	0	0	0	0	0	477	512	624	668	50000	0	18020505	试炼5-5掉落	190
17030269	六品镜芒+	fjff04.png	40级蓝色+1法术防具	40	2	2	3	0	0	40	2	200	1	1	0	0	0	0	0	0	572	614	749	801	80000	0	18020505	试炼5-5掉落	255
17030270	六品镜芒	fjff04.png	40级紫色法术防具	40	2	2	4	0	0	40	2	250	1	1	0	0	0	0	0	0	681	804	892	1049	100000	0	18020505	试炼5-5掉落	320
17030271	六品镜芒+	fjff04.png	40级紫色+1法术防具	40	2	2	5	0	0	40	2	500	1	1	0	0	0	0	0	0	908	1035	1189	1350	150000	0	18020505	试炼5-5掉落	385
17030272	六品镜芒	fjff04.png	40级橙色法术防具	40	2	2	6	0	0	40	2	1000	1	1	0	0	0	0	0	0	1157	1292	1514	1685	0	200000	18020505	试炼5-5掉落	450
17030273	六品镜芒+	fjff04.png	40级橙色+1法术防具	40	2	2	7	0	0	40	2	5000	1	1	0	0	0	0	0	0	1440	1581	1885	2061	0	300000	18020505	试炼5-5掉落	515
17030274	六品赤兔	mwg04.png	40级绿色物攻马	40	3	0	1	0	1;2	40	2	100	1	1	520	556	0	0	0	0	0	0	260	278	10000	0	18020604	试炼6-4掉落	125
17030275	六品赤兔	mwg04.png	40级蓝色物攻马	40	3	0	2	0	1;2	40	2	150	1	1	624	668	0	0	0	0	0	0	312	334	50000	0	18020604	试炼6-4掉落	190
17030276	六品赤兔+	mwg04.png	40级蓝色+1物攻马	40	3	0	3	0	1;2	40	2	200	1	1	749	801	0	0	0	0	0	0	374	400	80000	0	18020604	试炼6-4掉落	255
17030277	六品赤兔	mwg04.png	40级紫色物攻马	40	3	0	4	0	1;2	40	2	250	1	1	892	1049	0	0	0	0	0	0	446	524	100000	0	18020604	试炼6-4掉落	320
17030278	六品赤兔+	mwg04.png	40级紫色+1物攻马	40	3	0	5	0	1;2	40	2	500	1	1	1189	1350	0	0	0	0	0	0	594	675	150000	0	18020604	试炼6-4掉落	385
17030279	六品赤兔	mwg04.png	40级橙色物攻马	40	3	0	6	0	1;2	40	2	1000	1	1	1514	1685	0	0	0	0	0	0	757	842	0	200000	18020604	试炼6-4掉落	450
17030280	六品赤兔+	mwg04.png	40级橙色+1物攻马	40	3	0	7	0	1;2	40	2	5000	1	1	1885	2061	0	0	0	0	0	0	942	1030	0	300000	18020604	试炼6-4掉落	515
17030281	六品飞电	mfg04.png	40级绿色法攻马	40	3	0	1	0	3	40	2	100	1	1	0	0	0	0	487	522	0	0	260	278	10000	0	18020602	试炼6-2掉落	125
17030282	六品飞电	mfg04.png	40级蓝色法攻马	40	3	0	2	0	3	40	2	150	1	1	0	0	0	0	584	627	0	0	312	334	50000	0	18020602	试炼6-2掉落	190
17030283	六品飞电+	mfg04.png	40级蓝色+1法攻马	40	3	0	3	0	3	40	2	200	1	1	0	0	0	0	701	752	0	0	374	400	80000	0	18020602	试炼6-2掉落	255
17030284	六品飞电	mfg04.png	40级紫色法攻马	40	3	0	4	0	3	40	2	250	1	1	0	0	0	0	834	985	0	0	446	524	100000	0	18020602	试炼6-2掉落	320
17030285	六品飞电+	mfg04.png	40级紫色+1法攻马	40	3	0	5	0	3	40	2	500	1	1	0	0	0	0	1112	1268	0	0	594	675	150000	0	18020602	试炼6-2掉落	385
17030286	六品飞电	mfg04.png	40级橙色法攻马	40	3	0	6	0	3	40	2	1000	1	1	0	0	0	0	1416	1582	0	0	757	842	0	200000	18020602	试炼6-2掉落	450
17030287	六品飞电+	mfg04.png	40级橙色+1法攻马	40	3	0	7	0	3	40	2	5000	1	1	0	0	0	0	1763	1936	0	0	942	1030	0	300000	18020602	试炼6-2掉落	515
17030288	六品的卢	mwf04.png	40级绿色物防马	40	3	0	1	0	0	40	2	100	1	1	0	0	198	213	0	0	0	0	2080	2224	10000	0	18020506	试炼5-6掉落	125
17030289	六品的卢	mwf04.png	40级蓝色物防马	40	3	0	2	0	0	40	2	150	1	1	0	0	238	256	0	0	0	0	2496	2672	50000	0	18020506	试炼5-6掉落	190
17030290	六品的卢+	mwf04.png	40级蓝色+1物防马	40	3	0	3	0	0	40	2	200	1	1	0	0	286	307	0	0	0	0	2996	3204	80000	0	18020506	试炼5-6掉落	255
17030291	六品的卢	mwf04.png	40级紫色物防马	40	3	0	4	0	0	40	2	250	1	1	0	0	340	402	0	0	0	0	3568	4196	100000	0	18020506	试炼5-6掉落	320
17030292	六品的卢+	mwf04.png	40级紫色+1物防马	40	3	0	5	0	0	40	2	500	1	1	0	0	454	517	0	0	0	0	4756	5400	150000	0	18020506	试炼5-6掉落	385
17030293	六品的卢	mwf04.png	40级橙色物防马	40	3	0	6	0	0	40	2	1000	1	1	0	0	578	646	0	0	0	0	6056	6740	0	200000	18020506	试炼5-6掉落	450
17030294	六品的卢+	mwf04.png	40级橙色+1物防马	40	3	0	7	0	0	40	2	5000	1	1	0	0	720	790	0	0	0	0	7540	8244	0	300000	18020506	试炼5-6掉落	515
17030295	六品绝影	mff04.png	40级绿色法防马	40	3	0	1	0	0	40	2	100	1	1	0	0	0	0	0	0	198	213	2080	2224	10000	0	18020606	试炼6-6掉落	125
17030296	六品绝影	mff04.png	40级蓝色法防马	40	3	0	2	0	0	40	2	150	1	1	0	0	0	0	0	0	238	256	2496	2672	50000	0	18020606	试炼6-6掉落	190
17030297	六品绝影+	mff04.png	40级蓝色+1法防马	40	3	0	3	0	0	40	2	200	1	1	0	0	0	0	0	0	286	307	2996	3204	80000	0	18020606	试炼6-6掉落	255
17030298	六品绝影	mff04.png	40级紫色法防马	40	3	0	4	0	0	40	2	250	1	1	0	0	0	0	0	0	340	402	3568	4196	100000	0	18020606	试炼6-6掉落	320
17030299	六品绝影+	mff04.png	40级紫色+1法防马	40	3	0	5	0	0	40	2	500	1	1	0	0	0	0	0	0	454	517	4756	5400	150000	0	18020606	试炼6-6掉落	385
17030300	六品绝影	mff04.png	40级橙色法防马	40	3	0	6	0	0	40	2	1000	1	1	0	0	0	0	0	0	578	646	6056	6740	0	200000	18020606	试炼6-6掉落	450
17030301	六品绝影+	mff04.png	40级橙色+1法防马	40	3	0	7	0	0	40	2	5000	1	1	0	0	0	0	0	0	720	790	7540	8244	0	300000	18020606	试炼6-6掉落	515
17030302	五品龙胆	wqjz05.png	45级绿色近战武器	45	1	1	1	0	1	45	2	100	1	1	868	928	86	92	0	0	0	0	0	0	10000	0	18020701	试炼7-1掉落	150
17030303	五品龙胆	wqjz05.png	45级蓝色近战武器	45	1	1	2	0	1	45	2	150	1	1	1042	1114	104	111	0	0	0	0	0	0	50000	0	18020701	试炼7-1掉落	220
17030304	五品龙胆+	wqjz05.png	45级蓝色+1近战武器	45	1	1	3	0	1	45	2	200	1	1	1250	1337	125	133	0	0	0	0	0	0	80000	0	18020701	试炼7-1掉落	290
17030305	五品龙胆	wqjz05.png	45级紫色近战武器	45	1	1	4	0	1	45	2	250	1	1	1488	1750	148	175	0	0	0	0	0	0	100000	0	18020701	试炼7-1掉落	360
17030306	五品龙胆+	wqjz05.png	45级紫色+1近战武器	45	1	1	5	0	1	45	2	500	1	1	1984	2252	198	225	0	0	0	0	0	0	150000	0	18020701	试炼7-1掉落	430
17030307	五品龙胆	wqjz05.png	45级橙色近战武器	45	1	1	6	0	1	45	2	1000	1	1	2527	2811	252	281	0	0	0	0	0	0	0	200000	18020701	试炼7-1掉落	500
17030308	五品龙胆+	wqjz05.png	45级橙色+1近战武器	45	1	1	7	0	1	45	2	5000	1	1	3146	3439	314	343	0	0	0	0	0	0	0	300000	18020701	试炼7-1掉落	570
17030309	五品易经	wqms05.png	45级绿色谋士武器	45	1	3	1	0	3	45	2	100	1	1	0	0	0	0	1064	1137	0	0	0	0	10000	0	18020706	试炼7-6掉落	150
17030310	五品易经	wqms05.png	45级蓝色谋士武器	45	1	3	2	0	3	45	2	150	1	1	0	0	0	0	1276	1365	0	0	0	0	50000	0	18020706	试炼7-6掉落	220
17030311	五品易经+	wqms05.png	45级蓝色+1谋士武器	45	1	3	3	0	3	45	2	200	1	1	0	0	0	0	1531	1638	0	0	0	0	80000	0	18020706	试炼7-6掉落	290
17030312	五品易经	wqms05.png	45级紫色谋士武器	45	1	3	4	0	3	45	2	250	1	1	0	0	0	0	1822	2144	0	0	0	0	100000	0	18020706	试炼7-6掉落	360
17030313	五品易经+	wqms05.png	45级紫色+1谋士武器	45	1	3	5	0	3	45	2	500	1	1	0	0	0	0	2430	2759	0	0	0	0	150000	0	18020706	试炼7-6掉落	430
17030314	五品易经	wqms05.png	45级橙色谋士武器	45	1	3	6	0	3	45	2	1000	1	1	0	0	0	0	3095	3444	0	0	0	0	0	200000	18020706	试炼7-6掉落	500
17030315	五品易经+	wqms05.png	45级橙色+1谋士武器	45	1	3	7	0	3	45	2	5000	1	1	0	0	0	0	3853	4213	0	0	0	0	0	300000	18020706	试炼7-6掉落	570
17030316	五品落月	wqyc05.png	45级绿色远程武器	45	1	2	1	0	2	45	2	100	1	1	1131	1206	0	0	0	0	0	0	0	0	10000	0	18020704	试炼7-4掉落	150
17030317	五品落月	wqyc05.png	45级蓝色远程武器	45	1	2	2	0	2	45	2	150	1	1	1358	1447	0	0	0	0	0	0	0	0	50000	0	18020704	试炼7-4掉落	220
17030318	五品落月+	wqyc05.png	45级蓝色+1远程武器	45	1	2	3	0	2	45	2	200	1	1	1629	1736	0	0	0	0	0	0	0	0	80000	0	18020704	试炼7-4掉落	290
17030319	五品落月	wqyc05.png	45级紫色远程武器	45	1	2	4	0	2	45	2	250	1	1	1939	2273	0	0	0	0	0	0	0	0	100000	0	18020704	试炼7-4掉落	360
17030320	五品落月+	wqyc05.png	45级紫色+1远程武器	45	1	2	5	0	2	45	2	500	1	1	2585	2925	0	0	0	0	0	0	0	0	150000	0	18020704	试炼7-4掉落	430
17030321	五品落月	wqyc05.png	45级橙色远程武器	45	1	2	6	0	2	45	2	1000	1	1	3293	3651	0	0	0	0	0	0	0	0	0	200000	18020704	试炼7-4掉落	500
17030322	五品落月+	wqyc05.png	45级橙色+1远程武器	45	1	2	7	0	2	45	2	5000	1	1	4099	4467	0	0	0	0	0	0	0	0	0	300000	18020704	试炼7-4掉落	570
17030323	五品龙麟	fjwf05.png	45级绿色物理防具	45	2	1	1	0	0	45	2	100	1	1	0	0	434	464	0	0	0	0	565	603	10000	0	18020802	试炼8-2掉落	150
17030324	五品龙麟	fjwf05.png	45级蓝色物理防具	45	2	1	2	0	0	45	2	150	1	1	0	0	521	557	0	0	0	0	679	723	50000	0	18020802	试炼8-2掉落	220
17030325	五品龙麟+	fjwf05.png	45级蓝色+1物理防具	45	2	1	3	0	0	45	2	200	1	1	0	0	625	668	0	0	0	0	814	868	80000	0	18020802	试炼8-2掉落	290
17030326	五品龙麟	fjwf05.png	45级紫色物理防具	45	2	1	4	0	0	45	2	250	1	1	0	0	744	875	0	0	0	0	969	1136	100000	0	18020802	试炼8-2掉落	360
17030327	五品龙麟+	fjwf05.png	45级紫色+1物理防具	45	2	1	5	0	0	45	2	500	1	1	0	0	992	1126	0	0	0	0	1292	1462	150000	0	18020802	试炼8-2掉落	430
17030328	五品龙麟	fjwf05.png	45级橙色物理防具	45	2	1	6	0	0	45	2	1000	1	1	0	0	1263	1405	0	0	0	0	1646	1825	0	200000	18020802	试炼8-2掉落	500
17030329	五品龙麟+	fjwf05.png	45级橙色+1物理防具	45	2	1	7	0	0	45	2	5000	1	1	0	0	1573	1719	0	0	0	0	2049	2233	0	300000	18020802	试炼8-2掉落	570
17030330	五品镜芒	fjff05.png	45级绿色法术防具	45	2	2	1	0	0	45	2	100	1	1	0	0	0	0	0	0	434	464	565	603	10000	0	18020702	试炼7-2掉落	150
17030331	五品镜芒	fjff05.png	45级蓝色法术防具	45	2	2	2	0	0	45	2	150	1	1	0	0	0	0	0	0	521	557	679	723	50000	0	18020702	试炼7-2掉落	220
17030332	五品镜芒+	fjff05.png	45级蓝色+1法术防具	45	2	2	3	0	0	45	2	200	1	1	0	0	0	0	0	0	625	668	814	868	80000	0	18020702	试炼7-2掉落	290
17030333	五品镜芒	fjff05.png	45级紫色法术防具	45	2	2	4	0	0	45	2	250	1	1	0	0	0	0	0	0	744	875	969	1136	100000	0	18020702	试炼7-2掉落	360
