#id	#掉落组	组内编号	说明	物品id	物品数量	权重（总权重为10000）	是否显示
id	group	no	describe	itemid	num	weight	show
2	22030901	2	主公经验值—试炼	17010044	2250	10000	0
3	22030901	3	武将经验值—试炼	17010048	100	10000	0
4	22030901	4	50级绿色远程武器	17030379	1	5000	0
4	22030901	4	50级蓝色远程武器	17030380	1	2000	1
4	22030901	4	50级紫色远程武器	17030382	1	250	0
1	22030902	1	铜钱	17010039	200	10000	1
2	22030902	2	主公经验值—试炼	17010044	2250	10000	0
3	22030902	3	武将经验值—试炼	17010048	100	10000	0
4	22030902	4	50级绿色法攻马	17030407	1	5000	0
4	22030902	4	50级蓝色法攻马	17030408	1	2000	1
4	22030902	4	50级紫色法攻马	17030410	1	250	0
1	22030903	1	铜钱	17010039	200	10000	1
2	22030903	2	主公经验值—试炼	17010044	2250	10000	0
3	22030903	3	武将经验值—试炼	17010048	100	10000	0
4	22030903	4	50级绿色谋士武器	17030372	1	5000	0
4	22030903	4	50级蓝色谋士武器	17030373	1	2000	1
4	22030903	4	50级紫色谋士武器	17030375	1	250	0
1	22030904	1	铜钱	17010039	200	10000	1
2	22030904	2	主公经验值—试炼	17010044	2250	10000	0
3	22030904	3	武将经验值—试炼	17010048	100	10000	0
4	22030904	4	50级绿色物攻马	17030400	1	5000	0
4	22030904	4	50级蓝色物攻马	17030401	1	2000	1
4	22030904	4	50级紫色物攻马	17030403	1	250	0
1	22030905	1	铜钱	17010039	200	10000	1
2	22030905	2	主公经验值—试炼	17010044	2250	10000	0
3	22030905	3	武将经验值—试炼	17010048	100	10000	0
4	22030905	4	50级绿色物理防具	17030386	1	5000	0
4	22030905	4	50级蓝色物理防具	17030387	1	2000	1
4	22030905	4	50级紫色物理防具	17030389	1	250	0
1	22030906	1	铜钱	17010039	200	10000	1
2	22030906	2	主公经验值—试炼	17010044	2250	10000	0
3	22030906	3	武将经验值—试炼	17010048	100	10000	0
4	22030906	4	50级绿色法防马	17030421	1	5000	0
4	22030906	4	50级蓝色法防马	17030422	1	2000	1
4	22030906	4	50级紫色法防马	17030424	1	250	0
1	22031001	1	铜钱	17010039	200	10000	1
2	22031001	2	主公经验值—试炼	17010044	2500	10000	0
3	22031001	3	武将经验值—试炼	17010048	100	10000	0
4	22031001	4	55级绿色近战武器	17030428	1	5000	0
4	22031001	4	55级蓝色近战武器	17030429	1	2000	1
4	22031001	4	55级紫色近战武器	17030431	1	250	0
1	22031002	1	铜钱	17010039	200	10000	1
2	22031002	2	主公经验值—试炼	17010044	2500	10000	0
3	22031002	3	武将经验值—试炼	17010048	100	10000	0
4	22031002	4	55级绿色法术防具	17030456	1	5000	0
4	22031002	4	55级蓝色法术防具	17030457	1	2000	1
4	22031002	4	55级紫色法术防具	17030459	1	250	0
1	22031003	1	铜钱	17010039	200	10000	1
2	22031003	2	主公经验值—试炼	17010044	2500	10000	0
3	22031003	3	武将经验值—试炼	17010048	100	10000	0
4	22031003	4	55级绿色物防马	17030477	1	5000	0
4	22031003	4	55级蓝色物防马	17030478	1	2000	1
4	22031003	4	55级紫色物防马	17030480	1	250	0
1	22031004	1	铜钱	17010039	200	10000	1
2	22031004	2	主公经验值—试炼	17010044	2500	10000	0
3	22031004	3	武将经验值—试炼	17010048	100	10000	0
4	22031004	4	55级绿色远程武器	17030442	1	5000	0
4	22031004	4	55级蓝色远程武器	17030443	1	2000	1
4	22031004	4	55级紫色远程武器	17030445	1	250	0
1	22031005	1	铜钱	17010039	200	10000	1
2	22031005	2	主公经验值—试炼	17010044	2500	10000	0
3	22031005	3	武将经验值—试炼	17010048	100	10000	0
4	22031005	4	55级绿色法攻马	17030470	1	5000	0
4	22031005	4	55级蓝色法攻马	17030471	1	2000	1
4	22031005	4	55级紫色法攻马	17030473	1	250	0
1	22031006	1	铜钱	17010039	200	10000	1
2	22031006	2	主公经验值—试炼	17010044	2500	10000	0
3	22031006	3	武将经验值—试炼	17010048	100	10000	0
4	22031006	4	55级绿色谋士武器	17030435	1	5000	0
4	22031006	4	55级蓝色谋士武器	17030436	1	2000	1
4	22031006	4	55级紫色谋士武器	17030438	1	250	0
1	22031101	1	铜钱	17010039	200	10000	1
2	22031101	2	主公经验值—试炼	17010044	2750	10000	0
3	22031101	3	武将经验值—试炼	17010048	100	10000	0
4	22031101	4	55级绿色物攻马	17030463	1	5000	0
4	22031101	4	55级蓝色物攻马	17030464	1	2000	1
4	22031101	4	55级紫色物攻马	17030466	1	250	0
1	22031102	1	铜钱	17010039	200	10000	1
2	22031102	2	主公经验值—试炼	17010044	2750	10000	0
3	22031102	3	武将经验值—试炼	17010048	100	10000	0
4	22031102	4	55级绿色物理防具	17030449	1	5000	0
4	22031102	4	55级蓝色物理防具	17030450	1	2000	1
4	22031102	4	55级紫色物理防具	17030452	1	250	0
1	22031103	1	铜钱	17010039	200	10000	1
2	22031103	2	主公经验值—试炼	17010044	2750	10000	0
3	22031103	3	武将经验值—试炼	17010048	100	10000	0
4	22031103	4	55级绿色法防马	17030484	1	5000	0
4	22031103	4	55级蓝色法防马	17030485	1	2000	1
4	22031103	4	55级紫色法防马	17030487	1	250	0
1	22031104	1	铜钱	17010039	200	10000	1
2	22031104	2	主公经验值—试炼	17010044	2750	10000	0
3	22031104	3	武将经验值—试炼	17010048	100	10000	0
4	22031104	4	60级绿色近战武器	17030491	1	5000	0
4	22031104	4	60级蓝色近战武器	17030492	1	2000	1
4	22031104	4	60级紫色近战武器	17030494	1	250	0
1	22031105	1	铜钱	17010039	200	10000	1
2	22031105	2	主公经验值—试炼	17010044	2750	10000	0
3	22031105	3	武将经验值—试炼	17010048	100	10000	0
4	22031105	4	60级绿色法术防具	17030519	1	5000	0
4	22031105	4	60级蓝色法术防具	17030520	1	2000	1
4	22031105	4	60级紫色法术防具	17030522	1	250	0
1	22031106	1	铜钱	17010039	200	10000	1
2	22031106	2	主公经验值—试炼	17010044	2750	10000	0
3	22031106	3	武将经验值—试炼	17010048	100	10000	0
4	22031106	4	60级绿色物防马	17030540	1	5000	0
4	22031106	4	60级蓝色物防马	17030541	1	2000	1
4	22031106	4	60级紫色物防马	17030543	1	250	0
1	22031201	1	铜钱	17010039	200	10000	1
2	22031201	2	主公经验值—试炼	17010044	3000	10000	0
3	22031201	3	武将经验值—试炼	17010048	100	10000	0
4	22031201	4	60级绿色远程武器	17030505	1	5000	0
4	22031201	4	60级蓝色远程武器	17030506	1	2000	1
4	22031201	4	60级紫色远程武器	17030508	1	250	0
1	22031202	1	铜钱	17010039	200	10000	1
2	22031202	2	主公经验值—试炼	17010044	3000	10000	0
3	22031202	3	武将经验值—试炼	17010048	100	10000	0
4	22031202	4	60级绿色法攻马	17030533	1	5000	0
4	22031202	4	60级蓝色法攻马	17030534	1	2000	1
4	22031202	4	60级紫色法攻马	17030536	1	250	0
1	22031203	1	铜钱	17010039	200	10000	1
2	22031203	2	主公经验值—试炼	17010044	3000	10000	0
3	22031203	3	武将经验值—试炼	17010048	100	10000	0
4	22031203	4	60级绿色谋士武器	17030498	1	5000	0
4	22031203	4	60级蓝色谋士武器	17030499	1	2000	1
4	22031203	4	60级紫色谋士武器	17030501	1	250	0
1	22031204	1	铜钱	17010039	200	10000	1
2	22031204	2	主公经验值—试炼	17010044	3000	10000	0
3	22031204	3	武将经验值—试炼	17010048	100	10000	0
4	22031204	4	60级绿色物攻马	17030526	1	5000	0
4	22031204	4	60级蓝色物攻马	17030527	1	2000	1
4	22031204	4	60级紫色物攻马	17030529	1	250	0
1	22031205	1	铜钱	17010039	200	10000	1
2	22031205	2	主公经验值—试炼	17010044	3000	10000	0
3	22031205	3	武将经验值—试炼	17010048	100	10000	0
4	22031205	4	60级绿色物理防具	17030512	1	5000	0
4	22031205	4	60级蓝色物理防具	17030513	1	2000	1
4	22031205	4	60级紫色物理防具	17030515	1	250	0
1	22031206	1	铜钱	17010039	200	10000	1
2	22031206	2	主公经验值—试炼	17010044	3000	10000	0
3	22031206	3	武将经验值—试炼	17010048	100	10000	0
4	22031206	4	60级绿色法防马	17030547	1	5000	0
4	22031206	4	60级蓝色法防马	17030548	1	2000	1
4	22031206	4	60级紫色法防马	17030550	1	250	0
1	22031301	1	铜钱	17010039	200	10000	1
2	22031301	2	主公经验值—试炼	17010044	3250	10000	0
3	22031301	3	武将经验值—试炼	17010048	100	10000	0
4	22031301	4	65级绿色近战武器	17030554	1	5000	0
4	22031301	4	65级蓝色近战武器	17030555	1	2000	1
4	22031301	4	65级紫色近战武器	17030557	1	250	0
1	22031302	1	铜钱	17010039	200	10000	1
2	22031302	2	主公经验值—试炼	17010044	3250	10000	0
3	22031302	3	武将经验值—试炼	17010048	100	10000	0
4	22031302	4	65级绿色法术防具	17030582	1	5000	0
4	22031302	4	65级蓝色法术防具	17030583	1	2000	1
4	22031302	4	65级紫色法术防具	17030585	1	250	0
1	22031303	1	铜钱	17010039	200	10000	1
2	22031303	2	主公经验值—试炼	17010044	3250	10000	0
3	22031303	3	武将经验值—试炼	17010048	100	10000	0
4	22031303	4	65级绿色物防马	17030603	1	5000	0
4	22031303	4	65级蓝色物防马	17030604	1	2000	1
4	22031303	4	65级紫色物防马	17030606	1	250	0
1	22031304	1	铜钱	17010039	200	10000	1
2	22031304	2	主公经验值—试炼	17010044	3250	10000	0
3	22031304	3	武将经验值—试炼	17010048	100	10000	0
4	22031304	4	65级绿色远程武器	17030568	1	5000	0
4	22031304	4	65级蓝色远程武器	17030569	1	2000	1
4	22031304	4	65级紫色远程武器	17030571	1	250	0
1	22031305	1	铜钱	17010039	200	10000	1
2	22031305	2	主公经验值—试炼	17010044	3250	10000	0
3	22031305	3	武将经验值—试炼	17010048	100	10000	0
4	22031305	4	65级绿色法攻马	17030596	1	5000	0
4	22031305	4	65级蓝色法攻马	17030597	1	2000	1
4	22031305	4	65级紫色法攻马	17030599	1	250	0
1	22031306	1	铜钱	17010039	200	10000	1
2	22031306	2	主公经验值—试炼	17010044	3250	10000	0
3	22031306	3	武将经验值—试炼	17010048	100	10000	0
4	22031306	4	65级绿色谋士武器	17030561	1	5000	0
4	22031306	4	65级蓝色谋士武器	17030562	1	2000	1
4	22031306	4	65级紫色谋士武器	17030564	1	250	0
1	22031401	1	铜钱	17010039	200	10000	1
2	22031401	2	主公经验值—试炼	17010044	3500	10000	0
3	22031401	3	武将经验值—试炼	17010048	100	10000	0
4	22031401	4	65级绿色物攻马	17030589	1	5000	0
4	22031401	4	65级蓝色物攻马	17030590	1	2000	1
4	22031401	4	65级紫色物攻马	17030592	1	250	0
1	22031402	1	铜钱	17010039	200	10000	1
2	22031402	2	主公经验值—试炼	17010044	3500	10000	0
3	22031402	3	武将经验值—试炼	17010048	100	10000	0
4	22031402	4	65级绿色物理防具	17030575	1	5000	0
4	22031402	4	65级蓝色物理防具	17030576	1	2000	1
4	22031402	4	65级紫色物理防具	17030578	1	250	0
1	22031403	1	铜钱	17010039	200	10000	1
2	22031403	2	主公经验值—试炼	17010044	3500	10000	0
3	22031403	3	武将经验值—试炼	17010048	100	10000	0
4	22031403	4	65级绿色法防马	17030610	1	5000	0
4	22031403	4	65级蓝色法防马	17030611	1	2000	1
4	22031403	4	65级紫色法防马	17030613	1	250	0
1	22031404	1	铜钱	17010039	200	10000	1
2	22031404	2	主公经验值—试炼	17010044	3500	10000	0
3	22031404	3	武将经验值—试炼	17010048	100	10000	0
4	22031404	4	70级绿色近战武器	17030617	1	5000	0
4	22031404	4	70级蓝色近战武器	17030618	1	2000	1
4	22031404	4	70级紫色近战武器	17030620	1	250	0
1	22031405	1	铜钱	17010039	200	10000	1
2	22031405	2	主公经验值—试炼	17010044	3500	10000	0
3	22031405	3	武将经验值—试炼	17010048	100	10000	0
4	22031405	4	70级绿色法术防具	17030645	1	5000	0
4	22031405	4	70级蓝色法术防具	17030646	1	2000	1
4	22031405	4	70级紫色法术防具	17030648	1	250	0
1	22031406	1	铜钱	17010039	200	10000	1
2	22031406	2	主公经验值—试炼	17010044	3500	10000	0
3	22031406	3	武将经验值—试炼	17010048	100	10000	0
4	22031406	4	70级绿色物防马	17030666	1	5000	0
4	22031406	4	70级蓝色物防马	17030667	1	2000	1
4	22031406	4	70级紫色物防马	17030669	1	250	0
1	22031501	1	铜钱	17010039	200	10000	1
2	22031501	2	主公经验值—试炼	17010044	3600	10000	0
3	22031501	3	武将经验值—试炼	17010048	100	10000	0
4	22031501	4	70级绿色远程武器	17030631	1	5000	0
4	22031501	4	70级蓝色远程武器	17030632	1	2000	1
4	22031501	4	70级紫色远程武器	17030634	1	250	0
1	22031502	1	铜钱	17010039	200	10000	1
2	22031502	2	主公经验值—试炼	17010044	3600	10000	0
3	22031502	3	武将经验值—试炼	17010048	100	10000	0
4	22031502	4	70级绿色法攻马	17030659	1	5000	0
4	22031502	4	70级蓝色法攻马	17030660	1	2000	1
4	22031502	4	70级紫色法攻马	17030662	1	250	0
1	22031503	1	铜钱	17010039	200	10000	1
2	22031503	2	主公经验值—试炼	17010044	3600	10000	0
3	22031503	3	武将经验值—试炼	17010048	100	10000	0
4	22031503	4	70级绿色谋士武器	17030624	1	5000	0
4	22031503	4	70级蓝色谋士武器	17030625	1	2000	1
4	22031503	4	70级紫色谋士武器	17030627	1	250	0
1	22031504	1	铜钱	17010039	200	10000	1
2	22031504	2	主公经验值—试炼	17010044	3600	10000	0
3	22031504	3	武将经验值—试炼	17010048	100	10000	0
4	22031504	4	70级绿色物攻马	17030652	1	5000	0
4	22031504	4	70级蓝色物攻马	17030653	1	2000	1
4	22031504	4	70级紫色物攻马	17030655	1	250	0
1	22031505	1	铜钱	17010039	200	10000	1
2	22031505	2	主公经验值—试炼	17010044	3600	10000	0
3	22031505	3	武将经验值—试炼	17010048	100	10000	0
4	22031505	4	70级绿色物理防具	17030638	1	5000	0
4	22031505	4	70级蓝色物理防具	17030639	1	2000	1
4	22031505	4	70级紫色物理防具	17030641	1	250	0
1	22031506	1	铜钱	17010039	200	10000	1
2	22031506	2	主公经验值—试炼	17010044	3600	10000	0
3	22031506	3	武将经验值—试炼	17010048	100	10000	0
4	22031506	4	70级绿色法防马	17030673	1	5000	0
4	22031506	4	70级蓝色法防马	17030674	1	2000	1
4	22031506	4	70级紫色法防马	17030676	1	250	0
1	22031601	1	铜钱	17010039	200	10000	1
2	22031601	2	主公经验值—试炼	17010044	3600	10000	0
3	22031601	3	武将经验值—试炼	17010048	100	10000	0
4	22031601	4	75级绿色近战武器	17030680	1	5000	0
4	22031601	4	75级蓝色近战武器	17030681	1	2000	1
4	22031601	4	75级紫色近战武器	17030683	1	250	0
1	22031602	1	铜钱	17010039	200	10000	1
2	22031602	2	主公经验值—试炼	17010044	3600	10000	0
3	22031602	3	武将经验值—试炼	17010048	100	10000	0
4	22031602	4	75级绿色法术防具	17030708	1	5000	0
4	22031602	4	75级蓝色法术防具	17030709	1	2000	1
4	22031602	4	75级紫色法术防具	17030711	1	250	0
1	22031603	1	铜钱	17010039	200	10000	1
2	22031603	2	主公经验值—试炼	17010044	3600	10000	0
3	22031603	3	武将经验值—试炼	17010048	100	10000	0
4	22031603	4	75级绿色物防马	17030729	1	5000	0
4	22031603	4	75级蓝色物防马	17030730	1	2000	1
4	22031603	4	75级紫色物防马	17030732	1	250	0
1	22031604	1	铜钱	17010039	200	10000	1
2	22031604	2	主公经验值—试炼	17010044	3600	10000	0
3	22031604	3	武将经验值—试炼	17010048	100	10000	0
4	22031604	4	75级绿色远程武器	17030694	1	5000	0
4	22031604	4	75级蓝色远程武器	17030695	1	2000	1
4	22031604	4	75级紫色远程武器	17030697	1	250	0
1	22031605	1	铜钱	17010039	200	10000	1
2	22031605	2	主公经验值—试炼	17010044	3600	10000	0
3	22031605	3	武将经验值—试炼	17010048	100	10000	0
4	22031605	4	75级绿色法攻马	17030722	1	5000	0
4	22031605	4	75级蓝色法攻马	17030723	1	2000	1
4	22031605	4	75级紫色法攻马	17030725	1	250	0
1	22031606	1	铜钱	17010039	200	10000	1
2	22031606	2	主公经验值—试炼	17010044	3600	10000	0
3	22031606	3	武将经验值—试炼	17010048	100	10000	0
4	22031606	4	75级绿色谋士武器	17030687	1	5000	0
4	22031606	4	75级蓝色谋士武器	17030688	1	2000	1
4	22031606	4	75级紫色谋士武器	17030690	1	250	0
1	22031701	1	铜钱	17010039	200	10000	1
2	22031701	2	主公经验值—试炼	17010044	3600	10000	0
3	22031701	3	武将经验值—试炼	17010048	100	10000	0
4	22031701	4	75级绿色物攻马	17030715	1	5000	0
4	22031701	4	75级蓝色物攻马	17030716	1	2000	1
4	22031701	4	75级紫色物攻马	17030718	1	250	0
1	22031702	1	铜钱	17010039	200	10000	1
2	22031702	2	主公经验值—试炼	17010044	3600	10000	0
3	22031702	3	武将经验值—试炼	17010048	100	10000	0
4	22031702	4	75级绿色物理防具	17030701	1	5000	0
4	22031702	4	75级蓝色物理防具	17030702	1	2000	1
4	22031702	4	75级紫色物理防具	17030704	1	250	0
1	22031703	1	铜钱	17010039	200	10000	1
2	22031703	2	主公经验值—试炼	17010044	3600	10000	0
3	22031703	3	武将经验值—试炼	17010048	100	10000	0
4	22031703	4	75级绿色法防马	17030736	1	5000	0
4	22031703	4	75级蓝色法防马	17030737	1	2000	1
4	22031703	4	75级紫色法防马	17030739	1	250	0
1	22031704	1	铜钱	17010039	200	10000	1
2	22031704	2	主公经验值—试炼	17010044	3600	10000	0
3	22031704	3	武将经验值—试炼	17010048	100	10000	0
4	22031704	4	80级绿色近战武器	17030743	1	5000	0
4	22031704	4	80级蓝色近战武器	17030744	1	2000	1
4	22031704	4	80级紫色近战武器	17030746	1	250	0
1	22031705	1	铜钱	17010039	200	10000	1
2	22031705	2	主公经验值—试炼	17010044	3600	10000	0
3	22031705	3	武将经验值—试炼	17010048	100	10000	0
4	22031705	4	80级绿色远程武器	17030757	1	5000	0
4	22031705	4	80级蓝色远程武器	17030758	1	2000	1
4	22031705	4	80级紫色远程武器	17030760	1	250	0
1	22031706	1	铜钱	17010039	200	10000	1
2	22031706	2	主公经验值—试炼	17010044	3600	10000	0
3	22031706	3	武将经验值—试炼	17010048	100	10000	0
4	22031706	4	80级绿色谋士武器	17030750	1	5000	0
4	22031706	4	80级蓝色谋士武器	17030751	1	2000	1
4	22031706	4	80级紫色谋士武器	17030753	1	250	0
1	22050000	1	铜钱	17010039	10000	10000	1
1	22050001	1	元宝	17010038	50	10000	1
1	22050002	1	四品经验书	17010050	5	10000	1
1	22050003	1	张角将魂	17020024	7	10000	1
1	22050004	1	科技币	17010040	1500	10000	1
1	22050005	1	铜钱	17010039	15000	10000	1
1	22050006	1	张角将魂	17020024	30	10000	1
1	22050007	1	四品经验书	17010050	10	10000	1
1	22050008	1	张角将魂	17020024	15	10000	1
1	22050009	1	科技币	17010040	2000	10000	1
1	22050010	1	铜钱	17010039	20000	10000	1
1	22050011	1	元宝	17010038	80	10000	1
1	22050012	1	三品经验书	17010051	5	10000	1
1	22050013	1	张角将魂	17020024	22	10000	1
1	22050014	1	科技币	17010040	2500	10000	1
1	22050015	1	铜钱	17010039	25000	10000	1
1	22050016	1	元宝	17010038	110	10000	1
1	22050017	1	三品经验书	17010051	10	10000	1
1	22050018	1	张角将魂	17020024	30	10000	1
1	22050019	1	科技币	17010040	3000	10000	1
1	22050020	1	铜钱	17010039	30000	10000	1
1	22050021	1	元宝	17010038	150	10000	1
1	22050022	1	二品经验书	17010052	5	10000	1
1	22050023	1	张角将魂	17020024	30	10000	1
1	22050024	1	科技币	17010040	3500	10000	1
1	22050025	1	铜钱	17010039	35000	10000	1
1	22050026	1	元宝	17010038	200	10000	1
1	22050027	1	一品经验书	17010053	5	10000	1
1	22050028	1	张角将魂	17020024	30	10000	1
1	22050029	1	科技币	17010040	4000	10000	1
1	22050030	1	铜钱	17010039	40000	10000	1
1	22060001	1	闯关1-10层基础材料	17010000	3	1000	1
1	22060001	1	闯关1-10层基础材料	17010001	3	1000	1
1	22060001	1	闯关1-10层基础材料	17010002	3	1000	1
1	22060001	1	闯关1-10层基础材料	17010003	3	1000	1
1	22060001	1	闯关1-10层基础材料	17010004	3	1000	1
1	22060001	1	闯关1-10层基础材料	17010005	3	1000	1
1	22060001	1	闯关1-10层基础材料	17010006	3	1000	1
1	22060001	1	闯关1-10层基础材料	17010007	3	1000	1
1	22060001	1	闯关1-10层基础材料	17010008	3	1000	1
1	22060001	1	闯关1-10层基础材料	17010009	3	1000	1
1	22060002	1	闯关11-20层基础材料	17010010	3	750	1
1	22060002	1	闯关11-20层基础材料	17010011	3	750	1
1	22060002	1	闯关11~20层基础材料	17010012	3	750	1
1	22060002	1	闯关11~20层基础材料	17010013	3	750	1
1	22060002	1	闯关11~20层基础材料	17010014	3	750	1
1	22060002	1	闯关11~20层基础材料	17010015	3	750	1
1	22060002	1	闯关11~20层基础材料	17010016	3	750	1
1	22060002	1	闯关11~20层基础材料	17010017	3	750	1
1	22060002	1	闯关11~20层基础材料	17010018	3	750	1
1	22060002	1	闯关11~20层基础材料	17010019	3	750	1
1	22060003	1	闯关21~30层基础材料	17010020	3	500	1
1	22060003	1	闯关21~30层基础材料	17010021	3	500	1
1	22060003	1	闯关21~30层基础材料	17010022	3	500	1
1	22060003	1	闯关21~30层基础材料	17010023	3	500	1
1	22060003	1	闯关21~30层基础材料	17010024	3	500	1
1	22060003	1	闯关21~30层基础材料	17010025	3	500	1
1	22060003	1	闯关21~30层基础材料	17010026	3	500	1
1	22060003	1	闯关21~30层基础材料	17010027	3	500	1
1	22060003	1	闯关21~30层基础材料	17010028	3	500	1
1	22060003	1	闯关21~30层基础材料	17010029	3	500	1
1	22060004	1	闯关30+层基础材料	17010074	3	250	1
1	22060004	1	闯关30+层基础材料	17010075	3	250	1
1	22060004	1	闯关30+层基础材料	17010076	3	250	1
1	22060004	1	闯关30+层基础材料	17010077	3	250	1
1	22060004	1	闯关30+层基础材料	17010078	3	250	1
1	22060004	1	闯关30+层基础材料	17010079	3	250	1
1	22060004	1	闯关30+层基础材料	17010080	3	250	1
1	22060004	1	闯关30+层基础材料	17010081	3	250	1
1	22060004	1	闯关30+层基础材料	17010082	3	250	1
1	22060004	1	闯关30+层基础材料	17010083	3	250	1
1	22060005	1	闯关转生符文	17010030	1	1500	1
1	22060006	1	闯关转生精华21~30层	17010035	1	500	1
1	22060007	1	闯关转生精华31~40层	17010035	1	600	1
1	22060008	1	闯关转生精华41~50层	17010035	1	700	1
1	22060009	1	闯关转生精华50+层	17010035	1	800	1
1	22060010	1	闯关3星将魂	17020042	1	1250	1
1	22060010	1	闯关3星将魂	17020043	1	1250	1
1	22060010	1	闯关3星将魂	17020044	1	1250	1
1	22060010	1	闯关3星将魂	17020045	1	1250	1
1	22060010	1	闯关3星将魂	17020046	1	1250	1
1	22060010	1	闯关3星将魂	17020047	1	1250	1
1	22060010	1	闯关3星将魂	17020048	1	1250	1
1	22060010	1	闯关3星将魂	17020049	1	1250	1
1	22060011	1	闯关4星将魂	17020022	1	550	1
1	22060011	1	闯关4星将魂	17020025	1	550	1
1	22060011	1	闯关4星将魂	17020029	1	550	1
1	22060011	1	闯关4星将魂	17020030	1	550	1
1	22060011	1	闯关4星将魂	17020037	1	550	1
1	22060011	1	闯关4星将魂	17020041	1	550	1
1	22060012	1	闯关5星将魂	17020007	1	250	1
1	22060012	1	闯关5星将魂	17020008	1	250	1
1	22060012	1	闯关5星将魂	17020009	1	250	1
1	22060012	1	闯关5星将魂	17020014	1	250	1
1	22060012	1	闯关5星将魂	17020016	1	250	1
1	22060012	1	闯关5星将魂	17020017	1	250	1
1	22069001	1	闯关—关卡宝箱—元宝	17010038	10	1000	1
1	22069001	1	闯关—关卡宝箱—元宝	17010038	20	1000	0
1	22069001	1	闯关—关卡宝箱—元宝	17010038	30	1000	0
2	22069001	2	闯关—关卡宝箱—转生符文	17010030	1	10000	1
3	22069001	3	闯关—关卡宝箱—转生精华	17010035	1	500	1
1	22069002	1	闯关—关卡宝箱—转生精华（保底）	17010035	1	10000	1
1	22070000	1	军令*30	17010054	30	10000	1
1	22070001	1	一品5	17010043	5	10000	1
1	22070002	1	一品7	17010043	7	10000	1
1	22070003	1	一品10	17010043	10	10000	1
1	22070004	1	二品3	17010049	3	10000	1
1	22070005	1	二品4	17010049	4	10000	1
1	22070006	1	二品5	17010049	5	10000	1
1	22070007	1	三品3	17010050	3	10000	1
1	22070008	1	三品5	17010050	5	10000	1
1	22070009	1	三品7	17010050	7	10000	1
1	22070010	1	三品10	17010050	10	10000	1
1	22070011	1	四品3	17010051	3	10000	1
1	22070012	1	四品5	17010051	5	10000	1
1	22070013	1	四品7	17010051	7	10000	1
1	22070014	1	四品10	17010051	10	10000	1
1	22070015	1	五品10	17010052	10	10000	1
1	22070016	1	五品5	17010052	5	10000	1
1	22070017	1	主公经验	17010044	600	10000	0
1	22081111	1	挑战运输队@111，绿水晶1	17010058	1	3000	1
1	22081111	1	挑战运输队@111，绿水晶2	17010058	2	3000	0
1	22081111	1	挑战运输队@111，绿水晶3	17010058	3	3000	0
2	22081111	2	挑战运输队@111，蓝水晶1	17010059	1	3000	1
2	22081111	2	挑战运输队@111，蓝水晶2	17010059	2	1500	0
3	22081111	3	挑战运输队@111，紫水晶1	17010060	1	2500	1
4	22081111	4	挑战运输队@111，一品精钢1	17010061	1	0	1
5	22081111	5	挑战运输队@111，白驹1	17030167	1	100	1
6	22081111	6	挑战运输队@111，白驹1	17030163	1	2000	0
6	22081111	6	挑战运输队@111，白驹1	17030165	1	700	1
1	22081112	1	挑战运输队@112，绿水晶1	17010058	1	3000	1
1	22081112	1	挑战运输队@112，绿水晶2	17010058	2	3000	0
1	22081112	1	挑战运输队@112，绿水晶3	17010058	3	3000	0
2	22081112	2	挑战运输队@112，蓝水晶1	17010059	1	3000	1
2	22081112	2	挑战运输队@112，蓝水晶2	17010059	2	1500	0
3	22081112	3	挑战运输队@112，紫水晶1	17010060	1	2500	1
4	22081112	4	挑战运输队@112，一品精钢1	17010061	1	0	1
5	22081112	5	挑战运输队@112，墨子1	17030125	1	100	1
6	22081112	6	挑战运输队@112，墨子1	17030121	1	2000	0
6	22081112	6	挑战运输队@112，墨子1	17030123	1	700	1
1	22081121	1	挑战运输队@121，绿水晶1	17010058	1	3000	1
1	22081121	1	挑战运输队@121，绿水晶2	17010058	2	3000	0
1	22081121	1	挑战运输队@121，绿水晶3	17010058	3	3000	0
2	22081121	2	挑战运输队@121，蓝水晶1	17010059	1	3000	1
2	22081121	2	挑战运输队@121，蓝水晶2	17010059	2	1500	0
3	22081121	3	挑战运输队@121，紫水晶1	17010060	1	2500	1
4	22081121	4	挑战运输队@121，二品精钢1	17010062	1	0	1
5	22081121	5	挑战运输队@121，锁子甲1	17030202	1	100	1
6	22081121	6	挑战运输队@121，锁子甲1	17030198	1	2000	0
6	22081121	6	挑战运输队@121，锁子甲1	17030200	1	700	1
1	22081122	1	挑战运输队@122，绿水晶1	17010058	1	3000	1
1	22081122	1	挑战运输队@122，绿水晶2	17010058	2	3000	0
1	22081122	1	挑战运输队@122，绿水晶3	17010058	3	3000	0
2	22081122	2	挑战运输队@122，蓝水晶1	17010059	1	3000	1
2	22081122	2	挑战运输队@122，蓝水晶2	17010059	2	1500	0
3	22081122	3	挑战运输队@122，紫水晶1	17010060	1	2500	1
4	22081122	4	挑战运输队@122，二品精钢1	17010062	1	0	1
5	22081122	5	挑战运输队@122，铁臂弓1	17030195	1	100	1
6	22081122	6	挑战运输队@122，铁臂弓1	17030191	1	2000	0
6	22081122	6	挑战运输队@122，铁臂弓1	17030193	1	700	1
1	22081131	1	挑战运输队@131，绿水晶1	17010058	1	3000	1
1	22081131	1	挑战运输队@131，绿水晶2	17010058	2	3000	0
1	22081131	1	挑战运输队@131，绿水晶3	17010058	3	3000	0
