#矿点等级	矿点类型1、铜钱 2、科技币 3、元宝	产出物品ID	玩家等级	数量	产出间隔时间（秒）
minelevel	minetype	itemid	level	num	time
3	3	17010038	17	7	2000
3	3	17010038	18	7	2000
3	3	17010038	19	7	2000
3	3	17010038	20	7	2000
3	3	17010038	21	7	2000
3	3	17010038	22	7	2000
3	3	17010038	23	7	2000
3	3	17010038	24	7	2000
3	3	17010038	25	7	2000
3	3	17010038	26	7	2000
3	3	17010038	27	7	2000
3	3	17010038	28	7	2000
3	3	17010038	29	7	2000
3	3	17010038	30	7	2000
3	3	17010038	31	7	2000
3	3	17010038	32	7	2000
3	3	17010038	33	7	2000
3	3	17010038	34	7	2000
3	3	17010038	35	7	2000
3	3	17010038	36	7	2000
3	3	17010038	37	7	2000
3	3	17010038	38	7	2000
3	3	17010038	39	7	2000
3	3	17010038	40	7	2000
3	3	17010038	41	7	2000
3	3	17010038	42	7	2000
3	3	17010038	43	7	2000
3	3	17010038	44	7	2000
3	3	17010038	45	7	2000
3	3	17010038	46	7	2000
3	3	17010038	47	7	2000
3	3	17010038	48	7	2000
3	3	17010038	49	7	2000
3	3	17010038	50	7	2000
3	3	17010038	51	7	2000
3	3	17010038	52	7	2000
3	3	17010038	53	7	2000
3	3	17010038	54	7	2000
3	3	17010038	55	7	2000
3	3	17010038	56	7	2000
3	3	17010038	57	7	2000
3	3	17010038	58	7	2000
3	3	17010038	59	7	2000
3	3	17010038	60	7	2000
3	3	17010038	61	7	2000
3	3	17010038	62	7	2000
3	3	17010038	63	7	2000
3	3	17010038	64	7	2000
3	3	17010038	65	7	2000
3	3	17010038	66	7	2000
3	3	17010038	67	7	2000
3	3	17010038	68	7	2000
3	3	17010038	69	7	2000
3	3	17010038	70	7	2000
3	3	17010038	71	7	2000
3	3	17010038	72	7	2000
3	3	17010038	73	7	2000
3	3	17010038	74	7	2000
3	3	17010038	75	7	2000
3	3	17010038	76	7	2000
3	3	17010038	77	7	2000
3	3	17010038	78	7	2000
3	3	17010038	79	7	2000
3	3	17010038	80	7	2000
4	3	17010038	1	8	2000
4	3	17010038	2	8	2000
4	3	17010038	3	8	2000
4	3	17010038	4	8	2000
4	3	17010038	5	8	2000
4	3	17010038	6	8	2000
4	3	17010038	7	8	2000
4	3	17010038	8	8	2000
4	3	17010038	9	8	2000
4	3	17010038	10	8	2000
4	3	17010038	11	8	2000
4	3	17010038	12	8	2000
4	3	17010038	13	8	2000
4	3	17010038	14	8	2000
4	3	17010038	15	8	2000
4	3	17010038	16	8	2000
4	3	17010038	17	8	2000
4	3	17010038	18	8	2000
4	3	17010038	19	8	2000
4	3	17010038	20	8	2000
4	3	17010038	21	8	2000
4	3	17010038	22	8	2000
4	3	17010038	23	8	2000
4	3	17010038	24	8	2000
4	3	17010038	25	8	2000
4	3	17010038	26	8	2000
4	3	17010038	27	8	2000
4	3	17010038	28	8	2000
4	3	17010038	29	8	2000
4	3	17010038	30	8	2000
4	3	17010038	31	8	2000
4	3	17010038	32	8	2000
4	3	17010038	33	8	2000
4	3	17010038	34	8	2000
4	3	17010038	35	8	2000
4	3	17010038	36	8	2000
4	3	17010038	37	8	2000
4	3	17010038	38	8	2000
4	3	17010038	39	8	2000
4	3	17010038	40	8	2000
4	3	17010038	41	8	2000
4	3	17010038	42	8	2000
4	3	17010038	43	8	2000
4	3	17010038	44	8	2000
4	3	17010038	45	8	2000
4	3	17010038	46	8	2000
4	3	17010038	47	8	2000
4	3	17010038	48	8	2000
4	3	17010038	49	8	2000
4	3	17010038	50	8	2000
4	3	17010038	51	8	2000
4	3	17010038	52	8	2000
4	3	17010038	53	8	2000
4	3	17010038	54	8	2000
4	3	17010038	55	8	2000
4	3	17010038	56	8	2000
4	3	17010038	57	8	2000
4	3	17010038	58	8	2000
4	3	17010038	59	8	2000
4	3	17010038	60	8	2000
4	3	17010038	61	8	2000
4	3	17010038	62	8	2000
4	3	17010038	63	8	2000
4	3	17010038	64	8	2000
4	3	17010038	65	8	2000
4	3	17010038	66	8	2000
4	3	17010038	67	8	2000
4	3	17010038	68	8	2000
4	3	17010038	69	8	2000
4	3	17010038	70	8	2000
4	3	17010038	71	8	2000
4	3	17010038	72	8	2000
4	3	17010038	73	8	2000
4	3	17010038	74	8	2000
4	3	17010038	75	8	2000
4	3	17010038	76	8	2000
4	3	17010038	77	8	2000
4	3	17010038	78	8	2000
4	3	17010038	79	8	2000
4	3	17010038	80	8	2000
5	3	17010038	1	9	2000
5	3	17010038	2	9	2000
5	3	17010038	3	9	2000
5	3	17010038	4	9	2000
5	3	17010038	5	9	2000
5	3	17010038	6	9	2000
5	3	17010038	7	9	2000
5	3	17010038	8	9	2000
5	3	17010038	9	9	2000
5	3	17010038	10	9	2000
5	3	17010038	11	9	2000
5	3	17010038	12	9	2000
5	3	17010038	13	9	2000
5	3	17010038	14	9	2000
5	3	17010038	15	9	2000
5	3	17010038	16	9	2000
5	3	17010038	17	9	2000
5	3	17010038	18	9	2000
5	3	17010038	19	9	2000
5	3	17010038	20	9	2000
5	3	17010038	21	9	2000
5	3	17010038	22	9	2000
5	3	17010038	23	9	2000
5	3	17010038	24	9	2000
5	3	17010038	25	9	2000
5	3	17010038	26	9	2000
5	3	17010038	27	9	2000
5	3	17010038	28	9	2000
5	3	17010038	29	9	2000
5	3	17010038	30	9	2000
5	3	17010038	31	9	2000
5	3	17010038	32	9	2000
5	3	17010038	33	9	2000
5	3	17010038	34	9	2000
5	3	17010038	35	9	2000
5	3	17010038	36	9	2000
5	3	17010038	37	9	2000
5	3	17010038	38	9	2000
5	3	17010038	39	9	2000
5	3	17010038	40	9	2000
5	3	17010038	41	9	2000
5	3	17010038	42	9	2000
5	3	17010038	43	9	2000
5	3	17010038	44	9	2000
5	3	17010038	45	9	2000
5	3	17010038	46	9	2000
5	3	17010038	47	9	2000
5	3	17010038	48	9	2000
5	3	17010038	49	9	2000
5	3	17010038	50	9	2000
5	3	17010038	51	9	2000
5	3	17010038	52	9	2000
5	3	17010038	53	9	2000
5	3	17010038	54	9	2000
5	3	17010038	55	9	2000
5	3	17010038	56	9	2000
5	3	17010038	57	9	2000
5	3	17010038	58	9	2000
5	3	17010038	59	9	2000
5	3	17010038	60	9	2000
5	3	17010038	61	9	2000
5	3	17010038	62	9	2000
5	3	17010038	63	9	2000
5	3	17010038	64	9	2000
5	3	17010038	65	9	2000
5	3	17010038	66	9	2000
5	3	17010038	67	9	2000
5	3	17010038	68	9	2000
5	3	17010038	69	9	2000
5	3	17010038	70	9	2000
5	3	17010038	71	9	2000
5	3	17010038	72	9	2000
5	3	17010038	73	9	2000
5	3	17010038	74	9	2000
5	3	17010038	75	9	2000
5	3	17010038	76	9	2000
5	3	17010038	77	9	2000
5	3	17010038	78	9	2000
5	3	17010038	79	9	2000
5	3	17010038	80	9	2000
