#怪物组ID	怪物名称	"阵型ID,对应fromation.txt"	位置	怪物ID	主将(是1，不是0)
id	name	formationid	pos	soldierid	leader
23043080	司马懿	16000101	8	24060005	1
23043080	徐庶	16000101	5	24060034	0
23043080	甘宁	16000101	2	24060027	0
23043081	夏侯惇	16000101	8	24060006	1
23043081	许褚	16000101	3	24060035	0
23043081	颜良	16000101	1	24060029	0
23043082	小乔	16000101	8	24060007	1
23043082	张郃	16000101	5	24060036	0
23043082	夏侯渊	16000101	2	24060037	0
23043083	周瑜	16000101	8	24060008	1
23043083	夏侯渊	16000101	3	24060037	0
23043083	庞德	16000101	1	24060031	0
23043084	大乔	16000101	8	24060018	1
23043084	蔡文姬	16000101	5	24060033	0
23043084	徐庶	16000101	2	24060034	0
23043085	孙坚	16000101	8	24060019	1
23043085	徐庶	16000101	3	24060034	0
23043085	张辽	16000101	1	24060026	0
23043086	黄月英	16000101	8	24060020	1
23043086	许褚	16000101	5	24060035	0
23043086	甘宁	16000101	2	24060027	0
23043087	吕蒙	16000101	8	24060021	1
23043087	文丑	16000101	3	24060030	0
23043087	颜良	16000101	1	24060029	0
23043088	吕布	16000101	8	24060000	1
23043088	小乔	16000101	5	24060007	0
23043088	徐庶	16000101	2	24060034	0
23043089	关羽	16000101	8	24060001	1
23043089	周瑜	16000101	3	24060008	0
23043089	许褚	16000101	1	24060035	0
23043090	诸葛亮	16000101	8	24060002	1
23043090	姜维	16000101	5	24060009	0
23043090	文丑	16000101	2	24060030	0
23043091	赵云	16000101	8	24060003	1
23043091	黄忠	16000101	3	24060010	0
23043091	陆逊	16000101	1	24060028	0
23043092	曹操	16000101	8	24060004	1
23043092	张飞	16000101	5	24060011	0
23043092	颜良	16000101	2	24060029	0
23043093	司马懿	16000101	8	24060005	1
23043093	马超	16000101	3	24060012	0
23043093	文丑	16000101	1	24060030	0
23043094	夏侯惇	16000101	8	24060006	1
23043094	孙权	16000101	5	24060013	0
23043094	庞德	16000101	2	24060031	0
23043095	庞统	16000101	8	24060025	1
23043095	辛宪英	16000101	3	24060032	0
23043095	荀彧	16000101	1	24060044	0
23043096	黄月英	16000101	8	24060020	1
23043096	辛宪英	16000101	5	24060032	0
23043096	庞统	16000101	2	24060025	0
23043097	张辽	16000101	8	24060026	1
23043097	典韦	16000101	3	24060041	0
23043097	文鸯	16000101	1	24060046	0
23043098	赵云	16000101	8	24060003	1
23043098	张辽	16000101	5	24060026	0
23043098	典韦	16000101	2	24060041	0
23043099	司马懿	16000101	8	24060005	1
23043099	大乔	16000101	3	24060018	0
23043099	张角	16000101	1	24060024	0
23043100	诸葛亮	16000101	8	24060002	1
23043100	姜维	16000101	5	24060009	0
23043100	法正	16000101	2	24060043	0
23043101	周瑜	16000101	8	24060008	1
23043101	张郃	16000101	3	24060036	0
23043101	潘凤	16000101	1	24060048	0
23043102	张郃	16000101	8	24060036	1
23043102	贾诩	16000101	5	24060039	0
23043102	法正	16000101	2	24060043	0
23043103	吕布	16000101	8	24060000	1
23043103	曹操	16000101	3	24060004	0
23043103	周瑜	16000101	1	24060008	0
23043104	颜良	16000101	8	24060029	1
23043104	文丑	16000101	5	24060030	0
23043104	周泰	16000101	2	24060040	0
23043105	文鸯	16000101	8	24060046	1
23043105	马岱	16000101	3	24060047	0
23043105	曹仁	16000101	1	24060049	0
23043106	曹操	16000101	8	24060004	1
23043106	孙权	16000101	5	24060013	0
23043106	刘备	16000101	2	24060017	0
23043107	孙策	16000101	8	24060016	1
23043107	袁绍	16000101	3	24060023	0
23043107	潘凤	16000101	1	24060048	0
23043108	夏侯惇	16000101	8	24060006	1
23043108	黄忠	16000101	5	24060010	0
23043108	吕蒙	16000101	2	24060021	0
23043109	袁绍	16000101	8	24060023	1
23043109	张辽	16000101	3	24060026	0
23043109	甘宁	16000101	1	24060027	0
23043110	张辽	16000101	8	24060026	1
23043110	夏侯渊	16000101	5	24060037	0
23043110	孟获	16000101	2	24060042	0
23043111	大乔	16000101	8	24060018	1
23043111	祝融	16000101	3	24060038	0
23043111	张昭	16000101	1	24060045	0
23043112	魏延	16000101	8	24060015	1
23043112	张角	16000101	5	24060024	0
23043112	法正	16000101	2	24060043	0
23044113	张辽	16000101	9	24060026	1
23044113	祝融	16000101	7	24060038	0
23044113	荀彧	16000101	3	24060044	0
23044113	孟获	16000101	1	24060042	0
23044114	甘宁	16000101	6	24060027	1
23044114	蔡文姬	16000101	5	24060033	0
23044114	张昭	16000101	4	24060045	0
23044114	法正	16000101	2	24060043	0
23044115	陆逊	16000101	9	24060028	1
23044115	庞统	16000101	7	24060025	0
23044115	文鸯	16000101	3	24060046	0
23044115	荀彧	16000101	1	24060044	0
23044116	颜良	16000101	6	24060029	1
23044116	贾诩	16000101	5	24060039	0
23044116	马岱	16000101	4	24060047	0
23044116	张昭	16000101	2	24060045	0
23044117	文丑	16000101	9	24060030	1
23044117	周泰	16000101	7	24060040	0
23044117	潘凤	16000101	3	24060048	0
23044117	文鸯	16000101	1	24060046	0
23044118	庞德	16000101	6	24060031	1
23044118	典韦	16000101	5	24060041	0
23044118	曹仁	16000101	4	24060049	0
23044118	马岱	16000101	2	24060047	0
23044119	辛宪英	16000101	9	24060032	1
23044119	文丑	16000101	7	24060030	0
23044119	孟获	16000101	3	24060042	0
23044119	潘凤	16000101	1	24060048	0
23044120	蔡文姬	16000101	6	24060033	1
23044120	陆逊	16000101	5	24060028	0
23044120	法正	16000101	4	24060043	0
23044120	曹仁	16000101	2	24060049	0
23044121	吕布	16000101	9	24060000	1
23044121	蔡文姬	16000101	7	24060033	0
23044121	太史慈	16000101	3	24060022	0
23044121	孟获	16000101	1	24060042	0
23044122	关羽	16000101	6	24060001	1
23044122	徐庶	16000101	5	24060034	0
23044122	袁绍	16000101	4	24060023	0
23044122	法正	16000101	2	24060043	0
23044123	魏延	16000101	9	24060015	1
23044123	许褚	16000101	7	24060035	0
23044123	张角	16000101	3	24060024	0
23044123	荀彧	16000101	1	24060044	0
23044124	赵云	16000101	6	24060003	1
23044124	张郃	16000101	5	24060036	0
23044124	庞统	16000101	4	24060025	0
23044124	张昭	16000101	2	24060045	0
23044125	曹操	16000101	9	24060004	1
23044125	夏侯渊	16000101	7	24060037	0
23044125	张辽	16000101	3	24060026	0
23044125	文鸯	16000101	1	24060046	0
23044126	司马懿	16000101	6	24060005	1
23044126	祝融	16000101	5	24060038	0
23044126	甘宁	16000101	4	24060027	0
23044126	马岱	16000101	2	24060047	0
23044127	夏侯惇	16000101	9	24060006	1
23044127	贾诩	16000101	7	24060039	0
23044127	陆逊	16000101	3	24060028	0
23044127	潘凤	16000101	1	24060048	0
23044128	小乔	16000101	6	24060007	1
23044128	周泰	16000101	5	24060040	0
23044128	颜良	16000101	4	24060029	0
23044128	曹仁	16000101	2	24060049	0
23044129	周瑜	16000101	9	24060008	1
23044129	典韦	16000101	7	24060041	0
23044129	文丑	16000101	3	24060030	0
23044129	孟获	16000101	1	24060042	0
23044130	姜维	16000101	6	24060009	1
23044130	辛宪英	16000101	5	24060032	0
23044130	夏侯渊	16000101	4	24060037	0
23044130	孟获	16000101	2	24060042	0
23044131	黄忠	16000101	9	24060010	1
23044131	大乔	16000101	7	24060018	0
23044131	郭嘉	16000101	3	24060014	0
23044131	法正	16000101	1	24060043	0
23044132	张飞	16000101	6	24060011	1
23044132	孙坚	16000101	5	24060019	0
23044132	魏延	16000101	4	24060015	0
23044132	荀彧	16000101	2	24060044	0
23044133	马超	16000101	9	24060012	1
23044133	黄月英	16000101	7	24060020	0
23044133	孙策	16000101	3	24060016	0
23044133	张昭	16000101	1	24060045	0
23044134	孙权	16000101	6	24060013	1
23044134	吕蒙	16000101	5	24060021	0
23044134	刘备	16000101	4	24060017	0
23044134	文鸯	16000101	2	24060046	0
23044135	黄月英	16000101	9	24060020	1
23044135	庞统	16000101	7	24060025	0
23044135	辛宪英	16000101	3	24060032	0
23044135	荀彧	16000101	1	24060044	0
23044136	赵云	16000101	6	24060003	1
23044136	张辽	16000101	5	24060026	0
23044136	典韦	16000101	4	24060041	0
23044136	文鸯	16000101	2	24060046	0
23044137	吕蒙	16000101	9	24060021	1
23044137	黄月英	16000101	7	24060020	0
23044137	徐庶	16000101	3	24060034	0
23044137	孟获	16000101	1	24060042	0
23044138	诸葛亮	16000101	6	24060002	1
23044138	姜维	16000101	5	24060009	0
23044138	张郃	16000101	4	24060036	0
23044138	潘凤	16000101	2	24060048	0
23044139	司马懿	16000101	9	24060005	1
23044139	大乔	16000101	7	24060018	0
23044139	张角	16000101	3	24060024	0
23044139	荀彧	16000101	1	24060044	0
23044140	周瑜	16000101	6	24060008	1
23044140	贾诩	16000101	5	24060039	0
23044140	辛宪英	16000101	4	24060032	0
23044140	法正	16000101	2	24060043	0
23044141	关羽	16000101	9	24060001	1
23044141	孙权	16000101	7	24060013	0
23044141	文丑	16000101	3	24060030	0
23044141	甘宁	16000101	1	24060027	0
23044142	吕布	16000101	6	24060000	1
23044142	张角	16000101	5	24060024	0
23044142	颜良	16000101	4	24060029	0
23044142	文丑	16000101	2	24060030	0
23044143	曹操	16000101	9	24060004	1
23044143	庞德	16000101	7	24060031	0
23044143	张郃	16000101	3	24060036	0
23044143	文鸯	16000101	1	24060046	0
23044144	关羽	16000101	6	24060001	1
23044144	太史慈	16000101	5	24060022	0
23044144	周泰	16000101	4	24060040	0
23044144	马岱	16000101	2	24060047	0
23044145	张飞	16000101	9	24060011	1
23044145	颜良	16000101	7	24060029	0
23044145	典韦	16000101	3	24060041	0
23044145	马岱	16000101	1	24060047	0
23044146	关羽	16000101	6	24060001	1
23044146	赵云	16000101	5	24060003	0
23044146	张飞	16000101	4	24060011	0
23044146	马超	16000101	2	24060012	0
23044147	许褚	16000101	9	24060035	1
23044147	张郃	16000101	7	24060036	0
23044147	周泰	16000101	3	24060040	0
23044147	典韦	16000101	1	24060041	0
23044148	周瑜	16000101	6	24060008	1
23044148	魏延	16000101	5	24060015	0
23044148	太史慈	16000101	4	24060022	0
23044148	庞德	16000101	2	24060031	0
23044149	诸葛亮	16000101	9	24060002	1
23044149	司马懿	16000101	7	24060005	0
23044149	姜维	16000101	3	24060009	0
23044149	黄月英	16000101	1	24060020	0
23044150	小乔	16000101	6	24060007	1
23044150	蔡文姬	16000101	5	24060033	0
23044150	祝融	16000101	4	24060038	0
23044150	法正	16000101	2	24060043	0
23044151	郭嘉	16000101	9	24060014	1
23044151	大乔	16000101	7	24060018	0
23044151	陆逊	16000101	3	24060028	0
23044151	贾诩	16000101	1	24060039	0
23044152	黄月英	16000101	6	24060020	1
23044152	张角	16000101	5	24060024	0
23044152	辛宪英	16000101	4	24060032	0
23044152	徐庶	16000101	2	24060034	0
23044153	夏侯惇	16000101	9	24060006	1
23044153	黄忠	16000101	7	24060010	0
23044153	孙策	16000101	3	24060016	0
23044153	孙坚	16000101	1	24060019	0
23044154	袁绍	16000101	6	24060023	1
23044154	张辽	16000101	5	24060026	0
23044154	甘宁	16000101	4	24060027	0
23044154	夏侯渊	16000101	2	24060037	0
23044155	张辽	16000101	9	24060026	1
23044155	甘宁	16000101	7	24060027	0
23044155	孟获	16000101	3	24060042	0
23044155	潘凤	16000101	1	24060048	0
23044156	黄忠	16000101	6	24060010	1
23044156	吕蒙	16000101	5	24060021	0
23044156	夏侯渊	16000101	4	24060037	0
23044156	潘凤	16000101	2	24060048	0
23044157	陆逊	16000101	9	24060028	1
23044157	辛宪英	16000101	7	24060032	0
23044157	徐庶	16000101	3	24060034	0
23044157	典韦	16000101	1	24060041	0
23044158	吕布	16000101	6	24060000	1
23044158	诸葛亮	16000101	5	24060002	0
23044158	曹操	16000101	4	24060004	0
23044158	小乔	16000101	2	24060007	0
23044159	周瑜	16000101	9	24060008	1
23044159	黄忠	16000101	7	24060010	0
23044159	孙权	16000101	3	24060013	0
23044159	黄月英	16000101	1	24060020	0
23044160	诸葛亮	16000101	6	24060002	1
23044160	黄月英	16000101	5	24060020	0
23044160	徐庶	16000101	4	24060034	0
23044160	荀彧	16000101	2	24060044	0
23044161	郭嘉	16000101	9	24060014	1
23044161	颜良	16000101	7	24060029	0
23044161	夏侯渊	16000101	3	24060037	0
23044161	曹仁	16000101	1	24060049	0
23044162	魏延	16000101	6	24060015	1
23044162	孙策	16000101	5	24060016	0
23044162	张辽	16000101	4	24060026	0
23044162	马岱	16000101	2	24060047	0
23044163	关羽	16000101	9	24060001	1
23044163	袁绍	16000101	7	24060023	0
23044163	文丑	16000101	3	24060030	0
23044163	文鸯	16000101	1	24060046	0
23045164	太史慈	16000101	8	24060022	1
23045164	徐庶	16000101	6	24060034	0
23045164	陆逊	16000101	5	24060028	0
23045164	文鸯	16000101	4	24060046	0
23045164	孟获	16000101	2	24060042	0
23045165	袁绍	16000101	9	24060023	1
23045165	许褚	16000101	7	24060035	0
23045165	徐庶	16000101	5	24060034	0
23045165	马岱	16000101	3	24060047	0
23045165	法正	16000101	1	24060043	0
23045166	张角	16000101	8	24060024	1
23045166	张郃	16000101	6	24060036	0
23045166	许褚	16000101	5	24060035	0
23045166	潘凤	16000101	4	24060048	0
23045166	荀彧	16000101	2	24060044	0
23045167	庞统	16000101	9	24060025	1
23045167	夏侯渊	16000101	7	24060037	0
23045167	张郃	16000101	5	24060036	0
23045167	曹仁	16000101	3	24060049	0
23045167	张昭	16000101	1	24060045	0
23045168	张辽	16000101	8	24060026	1
23045168	祝融	16000101	6	24060038	0
23045168	文丑	16000101	5	24060030	0
23045168	夏侯渊	16000101	4	24060037	0
23045168	孟获	16000101	2	24060042	0
23045169	甘宁	16000101	9	24060027	1
23045169	贾诩	16000101	7	24060039	0
23045169	庞德	16000101	5	24060031	0
23045169	祝融	16000101	3	24060038	0
23045169	法正	16000101	1	24060043	0
23045170	陆逊	16000101	8	24060028	1
23045170	周泰	16000101	6	24060040	0
23045170	辛宪英	16000101	5	24060032	0
23045170	典韦	16000101	4	24060041	0
23045170	荀彧	16000101	2	24060044	0
23045171	颜良	16000101	9	24060029	1
23045171	典韦	16000101	7	24060041	0
23045171	蔡文姬	16000101	5	24060033	0
23045171	文丑	16000101	3	24060030	0
23045171	张昭	16000101	1	24060045	0
23045172	吕布	16000101	8	24060000	1
23045172	小乔	16000101	6	24060007	0
23045172	张郃	16000101	5	24060036	0
23045172	徐庶	16000101	4	24060034	0
23045172	张角	16000101	2	24060024	0
23045173	关羽	16000101	9	24060001	1
23045173	周瑜	16000101	7	24060008	0
23045173	夏侯渊	16000101	5	24060037	0
23045173	夏侯渊	16000101	3	24060037	0
23045173	庞统	16000101	1	24060025	0
23045174	诸葛亮	16000101	8	24060002	1
23045174	姜维	16000101	6	24060009	0
23045174	祝融	16000101	5	24060038	0
23045174	张辽	16000101	4	24060026	0
23045174	张辽	16000101	2	24060026	0
23045175	赵云	16000101	9	24060003	1
23045175	黄忠	16000101	7	24060010	0
23045175	贾诩	16000101	5	24060039	0
23045175	文丑	16000101	3	24060030	0
23045175	甘宁	16000101	1	24060027	0
23045176	曹操	16000101	8	24060004	1
23045176	张飞	16000101	6	24060011	0
23045176	袁绍	16000101	5	24060023	0
23045176	张郃	16000101	4	24060036	0
23045176	陆逊	16000101	2	24060028	0
23045177	司马懿	16000101	9	24060005	1
23045177	马超	16000101	7	24060012	0
23045177	张角	16000101	5	24060024	0
23045177	夏侯渊	16000101	3	24060037	0
23045177	颜良	16000101	1	24060029	0
23045178	夏侯惇	16000101	8	24060006	1
23045178	孙权	16000101	6	24060013	0
23045178	庞统	16000101	5	24060025	0
23045178	祝融	16000101	4	24060038	0
23045178	夏侯渊	16000101	2	24060037	0
23045179	魏延	16000101	9	24060015	1
23045179	郭嘉	16000101	7	24060014	0
23045179	张辽	16000101	5	24060026	0
23045179	贾诩	16000101	3	24060039	0
23045179	祝融	16000101	1	24060038	0
23045180	孙策	16000101	8	24060016	1
23045180	大乔	16000101	6	24060018	0
23045180	甘宁	16000101	5	24060027	0
23045180	张辽	16000101	4	24060026	0
23045180	贾诩	16000101	2	24060039	0
23045181	刘备	16000101	9	24060017	1
23045181	孙坚	16000101	7	24060019	0
23045181	陆逊	16000101	5	24060028	0
23045181	文丑	16000101	3	24060030	0
23045181	袁绍	16000101	1	24060023	0
23045182	黄月英	16000101	8	24060020	1
23045182	吕蒙	16000101	6	24060021	0
23045182	颜良	16000101	5	24060029	0
23045182	陆逊	16000101	4	24060028	0
23045182	祝融	16000101	2	24060038	0
23045183	关羽	16000101	9	24060001	1
23045183	赵云	16000101	7	24060003	0
23045183	黄忠	16000101	5	24060010	0
23045183	张飞	16000101	3	24060011	0
23045183	马超	16000101	1	24060012	0
23045184	曹操	16000101	8	24060004	1
23045184	司马懿	16000101	6	24060005	0
23045184	夏侯惇	16000101	5	24060006	0
23045184	郭嘉	16000101	4	24060014	0
23045184	张辽	16000101	2	24060026	0
23045185	蔡文姬	16000101	9	24060033	1
23045185	许褚	16000101	7	24060035	0
23045185	夏侯渊	16000101	5	24060037	0
23045185	荀彧	16000101	3	24060044	0
23045185	潘凤	16000101	1	24060048	0
23045186	小乔	16000101	8	24060007	1
23045186	周瑜	16000101	6	24060008	0
23045186	孙权	16000101	5	24060013	0
23045186	大乔	16000101	4	24060018	0
23045186	吕蒙	16000101	2	24060021	0
23045187	孙策	16000101	9	24060016	1
23045187	孙坚	16000101	7	24060019	0
23045187	甘宁	16000101	5	24060027	0
23045187	陆逊	16000101	3	24060028	0
23045187	周泰	16000101	1	24060040	0
23045188	吕布	16000101	8	24060000	1
23045188	袁绍	16000101	6	24060023	0
23045188	张角	16000101	5	24060024	0
23045188	颜良	16000101	4	24060029	0
23045188	文丑	16000101	2	24060030	0
23045189	吕布	16000101	9	24060000	1
23045189	黄月英	16000101	7	24060020	0
23045189	庞统	16000101	5	24060025	0
23045189	辛宪英	16000101	3	24060032	0
23045189	荀彧	16000101	1	24060044	0
23045190	诸葛亮	16000101	8	24060002	1
23045190	黄月英	16000101	6	24060020	0
23045190	庞统	16000101	5	24060025	0
23045190	辛宪英	16000101	4	24060032	0
23045190	荀彧	16000101	2	24060044	0
23045191	吕布	16000101	9	24060000	1
23045191	夏侯惇	16000101	7	24060006	0
23045191	郭嘉	16000101	5	24060014	0
23045191	太史慈	16000101	3	24060022	0
23045191	庞德	16000101	1	24060031	0
23045192	曹操	16000101	8	24060004	1
23045192	孙权	16000101	6	24060013	0
23045192	刘备	16000101	5	24060017	0
23045192	袁绍	16000101	4	24060023	0
23045192	孟获	16000101	2	24060042	0
23045193	吕布	16000101	9	24060000	1
23045193	马超	16000101	7	24060012	0
23045193	颜良	16000101	5	24060029	0
23045193	许褚	16000101	3	24060035	0
23045193	马岱	16000101	1	24060047	0
23045194	周瑜	16000101	8	24060008	1
23045194	太史慈	16000101	6	24060022	0
23045194	文丑	16000101	5	24060030	0
23045194	文鸯	16000101	4	24060046	0
23045194	曹仁	16000101	2	24060049	0
23045195	颜良	16000101	9	24060029	1
23045195	庞德	16000101	7	24060031	0
23045195	许褚	16000101	5	24060035	0
23045195	周泰	16000101	3	24060040	0
23045195	典韦	16000101	1	24060041	0
23045196	周泰	16000101	8	24060040	1
23045196	典韦	16000101	6	24060041	0
23045196	文鸯	16000101	5	24060046	0
23045196	马岱	16000101	4	24060047	0
23045196	曹仁	16000101	2	24060049	0
23045197	诸葛亮	16000101	9	24060002	1
23045197	司马懿	16000101	7	24060005	0
23045197	郭嘉	16000101	5	24060014	0
23045197	大乔	16000101	3	24060018	0
23045197	黄月英	16000101	1	24060020	0
23045198	小乔	16000101	8	24060007	1
23045198	姜维	16000101	6	24060009	0
23045198	陆逊	16000101	5	24060028	0
23045198	徐庶	16000101	4	24060034	0
23045198	贾诩	16000101	2	24060039	0
23045199	张角	16000101	9	24060024	1
23045199	庞统	16000101	7	24060025	0
23045199	辛宪英	16000101	5	24060032	0
23045199	蔡文姬	16000101	3	24060033	0
23045199	荀彧	16000101	1	24060044	0
23045200	大乔	16000101	8	24060018	1
23045200	辛宪英	16000101	6	24060032	0
23045200	贾诩	16000101	5	24060039	0
23045200	法正	16000101	4	24060043	0
23045200	张昭	16000101	2	24060045	0
23045201	魏延	16000101	9	24060015	1
23045201	吕蒙	16000101	7	24060021	0
23045201	颜良	16000101	5	24060029	0
23045201	周泰	16000101	3	24060040	0
23045201	潘凤	16000101	1	24060048	0
23045202	吕布	16000101	8	24060000	1
23045202	赵云	16000101	6	24060003	0
23045202	夏侯惇	16000101	5	24060006	0
23045202	刘备	16000101	4	24060017	0
23045202	张辽	16000101	2	24060026	0
23045203	张飞	16000101	9	24060011	1
23045203	张辽	16000101	7	24060026	0
23045203	庞德	16000101	5	24060031	0
23045203	张郃	16000101	3	24060036	0
23045203	文鸯	16000101	1	24060046	0
23045204	夏侯惇	16000101	8	24060006	1
23045204	黄忠	16000101	6	24060010	0
23045204	孙策	16000101	5	24060016	0
23045204	孙坚	16000101	4	24060019	0
23045204	吕蒙	16000101	2	24060021	0
23045205	袁绍	16000101	9	24060023	1
23045205	张辽	16000101	7	24060026	0
23045205	甘宁	16000101	5	24060027	0
23045205	夏侯渊	16000101	3	24060037	0
23045205	孟获	16000101	1	24060042	0
23045206	小乔	16000101	8	24060007	1
23045206	大乔	16000101	6	24060018	0
23045206	黄月英	16000101	5	24060020	0
23045206	蔡文姬	16000101	4	24060033	0
23045206	祝融	16000101	2	24060038	0
23045207	曹操	16000101	9	24060004	1
23045207	黄忠	16000101	7	24060010	0
23045207	黄月英	16000101	5	24060020	0
23045207	辛宪英	16000101	3	24060032	0
23045207	典韦	16000101	1	24060041	0
23045208	吕布	16000101	8	24060000	1
23045208	诸葛亮	16000101	6	24060002	0
23045208	曹操	16000101	5	24060004	0
23045208	周瑜	16000101	4	24060008	0
23045208	黄月英	16000101	2	24060020	0
23045209	小乔	16000101	9	24060007	1
23045209	孙权	16000101	7	24060013	0
23045209	徐庶	16000101	5	24060034	0
23045209	孟获	16000101	3	24060042	0
23045209	荀彧	16000101	1	24060044	0
23045210	关羽	16000101	8	24060001	1
23045210	马超	16000101	6	24060012	0
23045210	袁绍	16000101	5	24060023	0
23045210	文丑	16000101	4	24060030	0
23045210	文鸯	16000101	2	24060046	0
23045211	关羽	16000101	9	24060001	1
23045211	孙坚	16000101	7	24060019	0
23045211	袁绍	16000101	5	24060023	0
23045211	甘宁	16000101	3	24060027	0
23045211	张昭	16000101	1	24060045	0
23045212	魏延	16000101	8	24060015	1
23045212	孙策	16000101	6	24060016	0
23045212	颜良	16000101	5	24060029	0
23045212	夏侯渊	16000101	4	24060037	0
23045212	祝融	16000101	2	24060038	0
23045213	司马懿	16000101	9	24060005	1
23045213	郭嘉	16000101	7	24060014	0
23045213	张辽	16000101	5	24060026	0
23045213	马岱	16000101	3	24060047	0
23045213	曹仁	16000101	1	24060049	0
23046214	太史慈	16000101	9	24060022	1
23046214	袁绍	16000101	7	24060023	0
23046214	张角	16000101	6	24060024	0
23046214	庞统	16000101	4	24060025	0
23046214	张辽	16000101	3	24060026	0
23046214	甘宁	16000101	1	24060027	0
23046215	陆逊	16000101	9	24060028	1
23046215	颜良	16000101	8	24060029	0
23046215	文丑	16000101	7	24060030	0
23046215	庞德	16000101	3	24060031	0
23046215	辛宪英	16000101	2	24060032	0
23046215	蔡文姬	16000101	1	24060033	0
23046216	夏侯渊	16000101	9	24060037	1
23046216	祝融	16000101	7	24060038	0
23046216	贾诩	16000101	6	24060039	0
23046216	周泰	16000101	4	24060040	0
23046216	典韦	16000101	3	24060041	0
23046216	徐庶	16000101	1	24060034	0
23046217	许褚	16000101	9	24060035	1
23046217	张郃	16000101	8	24060036	0
23046217	张角	16000101	7	24060024	0
23046217	庞统	16000101	3	24060025	0
23046217	法正	16000101	2	24060043	0
23046217	荀彧	16000101	1	24060044	0
23046218	太史慈	16000101	9	24060022	1
23046218	张辽	16000101	7	24060026	0
23046218	颜良	16000101	6	24060029	0
23046218	庞德	16000101	4	24060031	0
23046218	潘凤	16000101	3	24060048	0
23046218	张昭	16000101	1	24060045	0
23046219	庞统	16000101	9	24060025	1
23046219	辛宪英	16000101	8	24060032	0
23046219	张郃	16000101	7	24060036	0
23046219	贾诩	16000101	3	24060039	0
23046219	孟获	16000101	2	24060042	0
23046219	马岱	16000101	1	24060047	0
23046220	司马懿	16000101	9	24060005	1
23046220	郭嘉	16000101	7	24060014	0
23046220	张角	16000101	6	24060024	0
23046220	颜良	16000101	4	24060029	0
23046220	夏侯渊	16000101	3	24060037	0
23046220	典韦	16000101	1	24060041	0
23046221	马超	16000101	9	24060012	1
23046221	孙坚	16000101	8	24060019	0
23046221	庞统	16000101	7	24060025	0
23046221	颜良	16000101	3	24060029	0
23046221	辛宪英	16000101	2	24060032	0
23046221	许褚	16000101	1	24060035	0
23046222	吕蒙	16000101	9	24060021	1
23046222	吕布	16000101	7	24060000	0
23046222	袁绍	16000101	6	24060023	0
23046222	贾诩	16000101	4	24060039	0
23046222	周泰	16000101	3	24060040	0
23046222	典韦	16000101	1	24060041	0
23046223	诸葛亮	16000101	9	24060002	1
23046223	张飞	16000101	8	24060011	0
23046223	太史慈	16000101	7	24060022	0
23046223	袁绍	16000101	3	24060023	0
23046223	张角	16000101	2	24060024	0
23046223	庞统	16000101	1	24060025	0
23046224	周瑜	16000101	9	24060008	1
23046224	姜维	16000101	7	24060009	0
23046224	黄忠	16000101	6	24060010	0
23046224	太史慈	16000101	4	24060022	0
23046224	甘宁	16000101	3	24060027	0
23046224	陆逊	16000101	1	24060028	0
23046225	郭嘉	16000101	9	24060014	1
23046225	魏延	16000101	8	24060015	0
23046225	孙策	16000101	7	24060016	0
23046225	甘宁	16000101	3	24060027	0
23046225	陆逊	16000101	2	24060028	0
23046225	颜良	16000101	1	24060029	0
23046226	小乔	16000101	9	24060007	1
23046226	大乔	16000101	7	24060018	0
23046226	吕蒙	16000101	6	24060021	0
23046226	张角	16000101	4	24060024	0
23046226	庞统	16000101	3	24060025	0
23046226	张辽	16000101	1	24060026	0
23046227	张飞	16000101	9	24060011	1
23046227	孙权	16000101	8	24060013	0
23046227	郭嘉	16000101	7	24060014	0
23046227	徐庶	16000101	3	24060034	0
23046227	许褚	16000101	2	24060035	0
23046227	张郃	16000101	1	24060036	0
23046228	魏延	16000101	9	24060015	1
23046228	孙策	16000101	7	24060016	0
23046228	刘备	16000101	6	24060017	0
23046228	袁绍	16000101	4	24060023	0
23046228	张角	16000101	3	24060024	0
23046228	庞统	16000101	1	24060025	0
23046229	姜维	16000101	9	24060009	1
23046229	马超	16000101	8	24060012	0
23046229	刘备	16000101	7	24060017	0
23046229	太史慈	16000101	3	24060022	0
23046229	张昭	16000101	2	24060045	0
23046229	曹仁	16000101	1	24060049	0
23046230	吕布	16000101	9	24060000	1
23046230	关羽	16000101	7	24060001	0
23046230	赵云	16000101	6	24060003	0
23046230	曹操	16000101	4	24060004	0
23046230	周瑜	16000101	3	24060008	0
23046230	张飞	16000101	1	24060011	0
23046231	马超	16000101	9	24060012	1
23046231	孙权	16000101	8	24060013	0
23046231	魏延	16000101	7	24060015	0
23046231	刘备	16000101	3	24060017	0
23046231	太史慈	16000101	2	24060022	0
23046231	颜良	16000101	1	24060029	0
23046232	文丑	16000101	9	24060030	1
23046232	庞德	16000101	7	24060031	0
23046232	许褚	16000101	6	24060035	0
23046232	张郃	16000101	4	24060036	0
23046232	周泰	16000101	3	24060040	0
23046232	典韦	16000101	1	24060041	0
23046233	太史慈	16000101	9	24060022	1
23046233	周泰	16000101	8	24060040	0
23046233	典韦	16000101	7	24060041	0
23046233	文鸯	16000101	3	24060046	0
23046233	马岱	16000101	2	24060047	0
23046233	曹仁	16000101	1	24060049	0
23046234	关羽	16000101	9	24060001	1
23046234	周瑜	16000101	7	24060008	0
23046234	孙权	16000101	6	24060013	0
