#任务ID																		
#任务名字																		
#描述																		
#类型，用于区分叫玩家做什么事情																		
#1. 通过【条件（关卡ID）】关卡(征战)																		
#2. 招募到【条件（武将ID）】武将																		
#3. 铜钱抽卡【条件】次																		
#4. 元宝抽卡【条件】次																		
#5. 主公升到【条件】级																		
#6. 培养武将【条件】次																		
#7. 转生【条件】次																		
#8. 在竞技场挑战【条件】次																		
#9. 资源争夺【条件】次																		
#10.进行猎魂副本【条件】次																		
#11.进行装备副本【条件】次																		
#12.条件经验房【条件】次																		
#13.进行闯关【条件】次																		
#14.进行【条件】次征收																		
#15.给武将吃经验书【条件】次																		
#16.进行【条件】次军团																		
#17.购买【条件】次军令																		
#18.购买【条件】次攻击令																		
#19.进行【条件】次游历																		
#20.与后宫交互【条件】次																		
#21.升级【条件】次科技																		
#22.进行试炼【条件】次																		
#23.进行挑战(将魂)【条件】次																		
#24.给后宫美女赠送【条件】次																		
#25.打风云争霸【条件】次																		
#26.打新版挑战【条件】次																		
#101.跳转到征战配置关卡																		
#102.跳转到试炼配置关卡																		
#103.跳转到配置中的章节																		
#104.跳转到打到的最高征战章节																		
#105.跳转到打到的最高试炼章节																		
#ID任务	任务名字	任务描述	任务描述（小于21级）	任务细分类型(有新类型加)	json(客户端增加)	任务次数等cnt	任务大类型(普通1，每日2)class	掉落组ID（小于21级）	掉落组ID（不能掉培养点）	最低可见等级	引导完成后开启（填大引导ID）	前置ID	内部附加参数	icon(客户端增加)	图片放大倍数	跳转时的跳转类型（不跳转填1）	跳转类型	跳转参数
taskID	name	description	description_special	type	json	cnt	class	dropID_special	dropID	displayLevel	pretutorial	preID	param	icon	icon_scale	jumptype	jumpclass	jumpparam
21061408	【通关征战14-8】	曹仁将魂，主公经验，铜钱	曹仁将魂，主公经验，铜钱	1		1	1	22101408	22101408	1	0	21061407	18011408	imghead509s.png	0.77	0	101	18011408
21061501	【通关征战15-1】	曹仁将魂，主公经验，铜钱	曹仁将魂，主公经验，铜钱	1		1	1	22101501	22101501	1	0	21061408	18011501	imghead509s.png	0.77	0	101	18011501
21061502	【通关征战15-2】	曹仁将魂，主公经验，铜钱	曹仁将魂，主公经验，铜钱	1		1	1	22101502	22101502	1	0	21061501	18011502	imghead509s.png	0.77	0	101	18011502
21061503	【通关征战15-3】	曹仁将魂，主公经验，铜钱	曹仁将魂，主公经验，铜钱	1		1	1	22101503	22101503	1	0	21061502	18011503	imghead509s.png	0.77	0	101	18011503
21061504	【通关征战15-4】	曹仁将魂，主公经验，铜钱	曹仁将魂，主公经验，铜钱	1		1	1	22101504	22101504	1	0	21061503	18011504	imghead509s.png	0.77	0	101	18011504
21061505	【通关征战15-5】	曹仁将魂，主公经验，铜钱	曹仁将魂，主公经验，铜钱	1		1	1	22101505	22101505	1	0	21061504	18011505	imghead509s.png	0.77	0	101	18011505
21061506	【通关征战15-6】	曹仁将魂，主公经验，铜钱	曹仁将魂，主公经验，铜钱	1		1	1	22101506	22101506	1	0	21061505	18011506	imghead509s.png	0.77	0	101	18011506
21061507	【通关征战15-7】	曹仁将魂，主公经验，铜钱	曹仁将魂，主公经验，铜钱	1		1	1	22101507	22101507	1	0	21061506	18011507	imghead509s.png	0.77	0	101	18011507
21061508	【通关征战15-8】	曹仁将魂，主公经验，铜钱	曹仁将魂，主公经验，铜钱	1		1	1	22101508	22101508	1	0	21061507	18011508	imghead509s.png	0.77	0	101	18011508
21080101	【通关试炼1-1】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130101	22130101	1	0	0	18020101	imghead104s.png	0.77	0	102	18020101
21080102	【通关试炼1-2】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130102	22130102	1	0	21080101	18020102	imghead104s.png	0.77	0	102	18020102
21080103	【通关试炼1-3】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130103	22130103	1	0	21080102	18020103	imghead104s.png	0.77	0	102	18020103
21080104	【通关试炼1-4】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130104	22130104	1	0	21080103	18020104	imghead104s.png	0.77	0	102	18020104
21080105	【通关试炼1-5】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130105	22130105	1	0	21080104	18020105	imghead104s.png	0.77	0	102	18020105
21080106	【通关试炼1-6】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130106	22130106	1	0	21080105	18020106	imghead104s.png	0.77	0	102	18020106
21080201	【通关试炼2-1】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130201	22130201	1	0	21080106	18020201	imghead143s.png	0.77	0	102	18020201
21080202	【通关试炼2-2】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130202	22130202	1	0	21080201	18020202	imghead143s.png	0.77	0	102	18020202
21080203	【通关试炼2-3】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130203	22130203	1	0	21080202	18020203	imghead143s.png	0.77	0	102	18020203
21080204	【通关试炼2-4】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130204	22130204	1	0	21080203	18020204	imghead143s.png	0.77	0	102	18020204
21080205	【通关试炼2-5】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130205	22130205	1	0	21080204	18020205	imghead143s.png	0.77	0	102	18020205
21080206	【通关试炼2-6】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130206	22130206	1	0	21080205	18020206	imghead143s.png	0.77	0	102	18020206
21080301	【通关试炼3-1】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130301	22130301	1	0	21080206	18020301	imghead143s.png	0.77	0	102	18020301
21080302	【通关试炼3-2】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130302	22130302	1	0	21080301	18020302	imghead143s.png	0.77	0	102	18020302
21080303	【通关试炼3-3】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130303	22130303	1	0	21080302	18020303	imghead143s.png	0.77	0	102	18020303
21080304	【通关试炼3-4】	马岱将魂，主公经验，铜钱	马岱将魂，主公经验，铜钱	22		1	1	22130304	22130304	1	0	21080303	18020304	imghead141s.png	0.77	0	102	18020304
21080305	【通关试炼3-5】	马岱将魂，主公经验，铜钱	马岱将魂，主公经验，铜钱	22		1	1	22130305	22130305	1	0	21080304	18020305	imghead141s.png	0.77	0	102	18020305
21080306	【通关试炼3-6】	马岱将魂，主公经验，铜钱	马岱将魂，主公经验，铜钱	22		1	1	22130306	22130306	1	0	21080305	18020306	imghead141s.png	0.77	0	102	18020306
21080401	【通关试炼4-1】	马岱将魂，主公经验，铜钱	马岱将魂，主公经验，铜钱	22		1	1	22130401	22130401	1	0	21080306	18020401	imghead141s.png	0.77	0	102	18020401
21080402	【通关试炼4-2】	马岱将魂，主公经验，铜钱	马岱将魂，主公经验，铜钱	22		1	1	22130402	22130402	1	0	21080401	18020402	imghead141s.png	0.77	0	102	18020402
21080403	【通关试炼4-3】	马岱将魂，主公经验，铜钱	马岱将魂，主公经验，铜钱	22		1	1	22130403	22130403	1	0	21080402	18020403	imghead141s.png	0.77	0	102	18020403
21080404	【通关试炼4-4】	马岱将魂，主公经验，铜钱	马岱将魂，主公经验，铜钱	22		1	1	22130404	22130404	1	0	21080403	18020404	imghead141s.png	0.77	0	102	18020404
21080405	【通关试炼4-5】	马岱将魂，主公经验，铜钱	马岱将魂，主公经验，铜钱	22		1	1	22130405	22130405	1	0	21080404	18020405	imghead141s.png	0.77	0	102	18020405
21080406	【通关试炼4-6】	马岱将魂，主公经验，铜钱	马岱将魂，主公经验，铜钱	22		1	1	22130406	22130406	1	0	21080405	18020406	imghead141s.png	0.77	0	102	18020406
21080501	【通关试炼5-1】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130501	22130501	1	0	21080406	18020501	imghead104s.png	0.77	0	102	18020501
21080502	【通关试炼5-2】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130502	22130502	1	0	21080501	18020502	imghead104s.png	0.77	0	102	18020502
21080503	【通关试炼5-3】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130503	22130503	1	0	21080502	18020503	imghead104s.png	0.77	0	102	18020503
21080504	【通关试炼5-4】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130504	22130504	1	0	21080503	18020504	imghead104s.png	0.77	0	102	18020504
21080505	【通关试炼5-5】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130505	22130505	1	0	21080504	18020505	imghead104s.png	0.77	0	102	18020505
21080506	【通关试炼5-6】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130506	22130506	1	0	21080505	18020506	imghead104s.png	0.77	0	102	18020506
21080601	【通关试炼6-1】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130601	22130601	1	0	21080506	18020601	imghead104s.png	0.77	0	102	18020601
21080602	【通关试炼6-2】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130602	22130602	1	0	21080601	18020602	imghead104s.png	0.77	0	102	18020602
21080603	【通关试炼6-3】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130603	22130603	1	0	21080602	18020603	imghead104s.png	0.77	0	102	18020603
21080604	【通关试炼6-4】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130604	22130604	1	0	21080603	18020604	imghead104s.png	0.77	0	102	18020604
21080605	【通关试炼6-5】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130605	22130605	1	0	21080604	18020605	imghead104s.png	0.77	0	102	18020605
21080606	【通关试炼6-6】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130606	22130606	1	0	21080605	18020606	imghead104s.png	0.77	0	102	18020606
21080701	【通关试炼7-1】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130701	22130701	1	0	21080606	18020701	imghead104s.png	0.77	0	102	18020701
21080702	【通关试炼7-2】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130702	22130702	1	0	21080701	18020702	imghead104s.png	0.77	0	102	18020702
21080703	【通关试炼7-3】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130703	22130703	1	0	21080702	18020703	imghead104s.png	0.77	0	102	18020703
21080704	【通关试炼7-4】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130704	22130704	1	0	21080703	18020704	imghead104s.png	0.77	0	102	18020704
21080705	【通关试炼7-5】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130705	22130705	1	0	21080704	18020705	imghead104s.png	0.77	0	102	18020705
21080706	【通关试炼7-6】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130706	22130706	1	0	21080705	18020706	imghead104s.png	0.77	0	102	18020706
21080801	【通关试炼8-1】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130801	22130801	1	0	21080706	18020801	imghead104s.png	0.77	0	102	18020801
21080802	【通关试炼8-2】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130802	22130802	1	0	21080801	18020802	imghead104s.png	0.77	0	102	18020802
21080803	【通关试炼8-3】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130803	22130803	1	0	21080802	18020803	imghead104s.png	0.77	0	102	18020803
21080804	【通关试炼8-4】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130804	22130804	1	0	21080803	18020804	imghead104s.png	0.77	0	102	18020804
21080805	【通关试炼8-5】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130805	22130805	1	0	21080804	18020805	imghead104s.png	0.77	0	102	18020805
21080806	【通关试炼8-6】	潘凤将魂，主公经验，铜钱	潘凤将魂，主公经验，铜钱	22		1	1	22130806	22130806	1	0	21080805	18020806	imghead104s.png	0.77	0	102	18020806
21080901	【通关试炼9-1】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130901	22130901	1	0	21080806	18020901	imghead143s.png	0.77	0	102	18020901
21080902	【通关试炼9-2】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130902	22130902	1	0	21080901	18020902	imghead143s.png	0.77	0	102	18020902
21080903	【通关试炼9-3】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130903	22130903	1	0	21080902	18020903	imghead143s.png	0.77	0	102	18020903
21080904	【通关试炼9-4】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130904	22130904	1	0	21080903	18020904	imghead143s.png	0.77	0	102	18020904
21080905	【通关试炼9-5】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130905	22130905	1	0	21080904	18020905	imghead143s.png	0.77	0	102	18020905
21080906	【通关试炼9-6】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22130906	22130906	1	0	21080905	18020906	imghead143s.png	0.77	0	102	18020906
21081001	【通关试炼10-1】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131001	22131001	1	0	21080906	18021001	imghead143s.png	0.77	0	102	18021001
21081002	【通关试炼10-2】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131002	22131002	1	0	21081001	18021002	imghead143s.png	0.77	0	102	18021002
21081003	【通关试炼10-3】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131003	22131003	1	0	21081002	18021003	imghead143s.png	0.77	0	102	18021003
21081004	【通关试炼10-4】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131004	22131004	1	0	21081003	18021004	imghead143s.png	0.77	0	102	18021004
21081005	【通关试炼10-5】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131005	22131005	1	0	21081004	18021005	imghead143s.png	0.77	0	102	18021005
21081006	【通关试炼10-6】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131006	22131006	1	0	21081005	18021006	imghead143s.png	0.77	0	102	18021006
21081101	【通关试炼11-1】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131101	22131101	1	0	21081006	18021101	imghead143s.png	0.77	0	102	18021101
21081102	【通关试炼11-2】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131102	22131102	1	0	21081101	18021102	imghead143s.png	0.77	0	102	18021102
21081103	【通关试炼11-3】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131103	22131103	1	0	21081102	18021103	imghead143s.png	0.77	0	102	18021103
21081104	【通关试炼11-4】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131104	22131104	1	0	21081103	18021104	imghead143s.png	0.77	0	102	18021104
21081105	【通关试炼11-5】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131105	22131105	1	0	21081104	18021105	imghead143s.png	0.77	0	102	18021105
21081106	【通关试炼11-6】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131106	22131106	1	0	21081105	18021106	imghead143s.png	0.77	0	102	18021106
21081201	【通关试炼12-1】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131201	22131201	1	0	21081106	18021201	imghead143s.png	0.77	0	102	18021201
21081202	【通关试炼12-2】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131202	22131202	1	0	21081201	18021202	imghead143s.png	0.77	0	102	18021202
21081203	【通关试炼12-3】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131203	22131203	1	0	21081202	18021203	imghead143s.png	0.77	0	102	18021203
21081204	【通关试炼12-4】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131204	22131204	1	0	21081203	18021204	imghead143s.png	0.77	0	102	18021204
21081205	【通关试炼12-5】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131205	22131205	1	0	21081204	18021205	imghead143s.png	0.77	0	102	18021205
21081206	【通关试炼12-6】	法正将魂，主公经验，铜钱	法正将魂，主公经验，铜钱	22		1	1	22131206	22131206	1	0	21081205	18021206	imghead143s.png	0.77	0	102	18021206
21081301	【通关试炼13-1】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131301	22131301	1	0	21081206	18021301	imghead142s.png	0.77	0	102	18021301
21081302	【通关试炼13-2】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131302	22131302	1	0	21081301	18021302	imghead142s.png	0.77	0	102	18021302
21081303	【通关试炼13-3】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131303	22131303	1	0	21081302	18021303	imghead142s.png	0.77	0	102	18021303
21081304	【通关试炼13-4】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131304	22131304	1	0	21081303	18021304	imghead142s.png	0.77	0	102	18021304
21081305	【通关试炼13-5】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131305	22131305	1	0	21081304	18021305	imghead142s.png	0.77	0	102	18021305
21081306	【通关试炼13-6】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131306	22131306	1	0	21081305	18021306	imghead142s.png	0.77	0	102	18021306
21081401	【通关试炼14-1】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131401	22131401	1	0	21081306	18021401	imghead142s.png	0.77	0	102	18021401
21081402	【通关试炼14-2】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131402	22131402	1	0	21081401	18021402	imghead142s.png	0.77	0	102	18021402
21081403	【通关试炼14-3】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131403	22131403	1	0	21081402	18021403	imghead142s.png	0.77	0	102	18021403
21081404	【通关试炼14-4】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131404	22131404	1	0	21081403	18021404	imghead142s.png	0.77	0	102	18021404
21081405	【通关试炼14-5】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131405	22131405	1	0	21081404	18021405	imghead142s.png	0.77	0	102	18021405
21081406	【通关试炼14-6】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131406	22131406	1	0	21081405	18021406	imghead142s.png	0.77	0	102	18021406
21081501	【通关试炼15-1】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131501	22131501	1	0	21081406	18021501	imghead142s.png	0.77	0	102	18021501
21081502	【通关试炼15-2】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131502	22131502	1	0	21081501	18021502	imghead142s.png	0.77	0	102	18021502
21081503	【通关试炼15-3】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131503	22131503	1	0	21081502	18021503	imghead142s.png	0.77	0	102	18021503
21081504	【通关试炼15-4】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131504	22131504	1	0	21081503	18021504	imghead142s.png	0.77	0	102	18021504
21081505	【通关试炼15-5】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131505	22131505	1	0	21081504	18021505	imghead142s.png	0.77	0	102	18021505
21081506	【通关试炼15-6】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131506	22131506	1	0	21081505	18021506	imghead142s.png	0.77	0	102	18021506
21081601	【通关试炼16-1】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131601	22131601	1	0	21081506	18021601	imghead142s.png	0.77	0	102	18021601
21081602	【通关试炼16-2】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131602	22131602	1	0	21081601	18021602	imghead142s.png	0.77	0	102	18021602
21081603	【通关试炼16-3】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131603	22131603	1	0	21081602	18021603	imghead142s.png	0.77	0	102	18021603
21081604	【通关试炼16-4】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131604	22131604	1	0	21081603	18021604	imghead142s.png	0.77	0	102	18021604
21081605	【通关试炼16-5】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131605	22131605	1	0	21081604	18021605	imghead142s.png	0.77	0	102	18021605
21081606	【通关试炼16-6】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131606	22131606	1	0	21081605	18021606	imghead142s.png	0.77	0	102	18021606
21081701	【通关试炼17-1】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131701	22131701	1	0	21081606	18021701	imghead142s.png	0.77	0	102	18021701
21081702	【通关试炼17-2】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131702	22131702	1	0	21081701	18021702	imghead142s.png	0.77	0	102	18021702
21081703	【通关试炼17-3】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131703	22131703	1	0	21081702	18021703	imghead142s.png	0.77	0	102	18021703
21081704	【通关试炼17-4】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131704	22131704	1	0	21081703	18021704	imghead142s.png	0.77	0	102	18021704
21081705	【通关试炼17-5】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131705	22131705	1	0	21081704	18021705	imghead142s.png	0.77	0	102	18021705
21081706	【通关试炼17-6】	孟获将魂，主公经验，铜钱	孟获将魂，主公经验，铜钱	22		1	1	22131706	22131706	1	0	21081705	18021706	imghead142s.png	0.77	0	102	18021706
21090000	【通关第一章所有地图】	铜钱	铜钱	1		1	1	22140000	22140000	1	0	0	18010107	yinbi0.png	1	0	103	1
21090001	【通关第二章所有地图】	铜钱	铜钱	1		1	1	22140001	22140001	1	0	21090000	18010208	yinbi0.png	1	0	103	2
21090002	【通关第三章所有地图】	科技币	科技币	1		1	1	22140002	22140002	1	0	21090001	18010308	kejibi0.png	1	0	103	3
21090003	【通关第四章所有地图】	科技币	科技币	1		1	1	22140003	22140003	1	0	21090002	18010408	kejibi0.png	1	0	103	4
21090004	【通关第五章所有地图】	科技币	科技币	1		1	1	22140004	22140004	1	0	21090003	18010508	kejibi0.png	1	0	103	5
21090005	【通关第六章所有地图】	科技币	科技币	1		1	1	22140005	22140005	1	0	21090004	18010608	kejibi0.png	1	0	103	6
21090006	【通关第七章所有地图】	科技币	科技币	1		1	1	22140006	22140006	1	0	21090005	18010708	kejibi0.png	1	0	103	7
21090007	【通关第八章所有地图】	科技币	科技币	1		1	1	22140007	22140007	1	0	21090006	18010808	kejibi0.png	1	0	103	8
21090008	【通关第九章所有地图】	科技币	科技币	1		1	1	22140008	22140008	1	0	21090007	18010908	kejibi0.png	1	0	103	9
21090009	【通关第十章所有地图】	科技币	科技币	1		1	1	22140009	22140009	1	0	21090008	18011008	kejibi0.png	1	0	103	10
21090010	【通关第十一章所有地图】	科技币	科技币	1		1	1	22140010	22140010	1	0	21090009	18011108	kejibi0.png	1	0	103	11
21090011	【通关第十二章所有地图】	科技币	科技币	1		1	1	22140011	22140011	1	0	21090010	18011208	kejibi0.png	1	0	103	12
21090012	【通关第十三章所有地图】	科技币	科技币	1		1	1	22140012	22140012	1	0	21090011	18011308	kejibi0.png	1	0	103	13
21090013	【通关第十四章所有地图】	科技币	科技币	1		1	1	22140013	22140013	1	0	21090012	18011408	kejibi0.png	1	0	103	14
21090014	【通关第十五章所有地图】	科技币	科技币	1		1	1	22140014	22140014	1	0	21090013	18011508	kejibi0.png	1	0	103	15
