#武将ID	名称	头像	兵种	等级	星级	品质	分类（其中type=1为近战，type=2为远程，type=3为谋士）	武将模型（无用）	物理攻击	物理防御	法术攻击	法术防御	生命	技能ID	初始怒气	怒气值上限	武将怒气增长方式（1=攻击增加怒气，2=被攻击增加怒气，3=攻击和被攻击都增加怒气）	每次怒气增加点数	战斗力	待机动画文件	攻击动画(无用)	被攻击动画	普通攻击	技能攻击
id	name	icon	race	level	star	color	type	model	phyatk	phydef	mgcatk	mgcdef	hp	skillid	initanger	angerpiont	angerincrease	angeraddnum	power	idleanimation	attackanimation	attackedanimation	commonattack	skillattack
24010358	羽林卫	imghead012.png	6	38	3	1	2	0	4093	409	0	204	15895	14020038	1	3	1	1	5724	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010359	弓骑兵	imghead012.png	6	38	3	1	2	0	4093	409	0	204	15895	14020058	1	3	1	1	5724	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040102
24010360	火计谋士	imghead012.png	7	38	3	1	3	0	0	210	2999	799	13926	14020053	1	3	1	1	4911	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010361	水计谋士	imghead012.png	8	38	3	1	3	0	0	191	2727	727	12660	14020092	1	3	1	1	4911	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010362	车下虎士	imghead012.png	2	39	3	1	1	0	2827	509	0	806	20902	14020077	1	3	1	1	5666	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24010363	西凉铁骑	imghead012.png	3	39	3	1	1	0	2570	463	0	733	19002	14020002	1	3	1	1	5666	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010364	羽林卫	imghead012.png	6	39	3	1	2	0	4221	422	0	211	16746	14020001	1	3	1	1	5936	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010365	弓骑兵	imghead012.png	6	39	3	1	2	0	3838	384	0	192	15224	14020001	1	3	1	1	5936	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010366	火计谋士	imghead012.png	7	39	3	1	3	0	0	198	2825	739	13347	14020090	1	3	1	1	5096	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010367	雷计谋士	imghead012.png	8	39	3	1	3	0	0	217	3107	812	14681	14020011	1	3	1	1	5096	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010368	步练师	imghead516.png	8	39	3	2	3	0	0	217	3107	812	14681	14020063	1	3	1	1	5096	diaocan01_;9	0	diaocan01ss_;9	29020016	29011038
24010369	医疗兵	imghead012.png	10	39	3	1	3	0	0	217	3107	812	14681	14020046	1	3	1	1	5096	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010370	王平	imghead138.png	1	39	3	2	1	0	2827	509	0	806	20902	14020037	1	3	1	1	5666	liubei01_;9	0	liubei01ss_;9	29020008	29011022
24010371	车下虎士	imghead012.png	2	39	3	1	1	0	2827	509	0	806	20902	14020070	1	3	2	1	5666	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010372	西凉铁骑	imghead012.png	3	39	3	1	1	0	2570	463	0	733	19002	14020013	1	3	1	1	5666	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010373	元戎射手	imghead012.png	5	39	3	1	2	0	4221	422	0	211	16746	14020002	1	3	2	1	5936	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010374	羽林卫	imghead012.png	6	39	3	1	2	0	3838	384	0	192	15224	14020049	1	3	1	1	5936	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010375	弓骑兵	imghead012.png	6	39	3	1	2	0	4221	422	0	211	16746	14020062	1	3	1	1	5936	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010376	火计谋士	imghead012.png	7	39	3	1	3	0	0	217	3107	812	14681	14020054	1	3	1	1	5096	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010377	医疗兵	imghead012.png	10	39	3	1	3	0	0	198	2825	739	13347	14020047	1	3	1	1	5096	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010378	元戎射手	imghead060.png	5	39	3	1	2	0	3838	384	0	192	15224	14020015	1	3	1	1	5936	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010379	刘璋	imghead509.png	3	39	3	2	1	0	2827	509	0	806	20902	14020084	1	3	1	1	5666	maochao01_;9	0	maochao01ss_;9	29020010	29010010
24010380	西凉铁骑	imghead012.png	3	39	3	1	1	0	2827	509	0	806	20902	14020020	1	4	1	1	5666	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010381	羽林卫	imghead012.png	6	39	3	1	2	0	4221	422	0	211	16746	14020050	1	3	1	1	5936	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010382	弓骑兵	imghead012.png	6	39	3	1	2	0	3838	384	0	192	15224	14020051	1	3	1	1	5936	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010383	火计谋士	imghead012.png	7	39	3	1	3	0	0	217	3107	812	14681	14020094	1	3	1	1	5096	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010384	雷计谋士	imghead012.png	8	39	3	1	3	0	0	198	2825	739	13347	14020055	1	3	1	1	5096	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010385	水计谋士	imghead012.png	8	39	3	1	3	0	0	217	3107	812	14681	14020076	1	3	1	1	5096	moushi01_;11	0	moushi01ss_;11	29030005	29040105
24010386	黄月英	imghead514.png	7	39	3	4	3	0	0	403	5767	1048	50395	14010020	1	3	1	1	7431	zhinv01_;9	0	zhinv01ss_;9	29020020	29011020
24010387	丹阳兵	imghead012.png	1	39	3	1	1	0	2827	509	0	806	20902	14020079	1	3	1	1	5666	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010388	西凉铁骑	imghead141.png	3	39	3	1	1	0	2570	463	0	733	19002	14020002	1	4	2	1	5666	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010389	元戎射手	imghead012.png	5	39	3	1	2	0	4221	422	0	211	16746	14020062	1	3	1	1	5936	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010390	火计谋士	imghead012.png	7	39	3	1	3	0	0	198	2825	739	13347	14020009	1	3	1	1	5096	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010391	雷计谋士	imghead012.png	8	39	3	1	3	0	0	217	3107	812	14681	14020010	1	3	1	1	5096	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010392	水计谋士	imghead012.png	8	39	3	1	3	0	0	217	3107	812	14681	14020011	1	3	1	1	5096	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010393	医疗兵	imghead012.png	10	39	3	1	3	0	0	198	2825	739	13347	14020044	1	3	1	1	5096	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010394	丹阳兵	imghead012.png	1	40	3	1	1	0	2938	529	0	825	21971	14020001	1	3	1	1	5899	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010395	车下虎士	imghead012.png	2	40	3	1	1	0	2938	529	0	825	21971	14020005	1	3	1	1	5899	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010396	高翔	imghead501.png	1	40	3	2	1	0	2938	529	0	825	21971	14020036	1	3	2	1	5899	xuchu01_;9	0	xuchu01ss_;9	29020017	29011030
24010397	元戎射手	imghead012.png	5	40	3	1	2	0	3952	395	0	198	16016	14020059	1	3	1	1	6146	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040104
24010398	羽林卫	imghead012.png	6	40	3	1	2	0	4347	434	0	217	17617	14020060	1	3	1	1	6146	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010399	火计谋士	imghead012.png	7	40	3	1	3	0	0	224	3213	826	15453	14020007	1	3	1	1	5280	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010400	雷计谋士	imghead012.png	8	40	3	1	3	0	0	204	2921	751	14049	14020026	1	3	1	1	5280	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010401	医疗兵	imghead012.png	10	40	3	1	3	0	0	224	3213	826	15453	14020044	1	3	1	1	5280	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010402	丹阳兵	imghead012.png	1	40	3	1	1	0	2938	529	0	825	21971	14020021	1	3	1	1	5899	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010403	车下虎士	imghead012.png	2	40	3	1	1	0	2938	529	0	825	21971	14020030	1	3	1	1	5899	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010404	西凉铁骑	imghead012.png	3	40	3	1	1	0	2671	481	0	750	19974	14020013	1	3	2	1	5899	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010405	弓骑兵	imghead012.png	6	40	3	1	2	0	4347	434	0	217	17617	14020028	1	3	1	1	6146	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010406	火计谋士	imghead012.png	7	40	3	1	3	0	0	224	3213	826	15453	14020010	1	3	1	1	5280	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010407	雷计谋士	imghead143.png	8	40	3	1	3	0	0	224	3213	826	15453	14020026	1	3	1	1	5280	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010408	陈宫	imghead051.png	8	40	3	2	3	0	0	224	3213	826	15453	14020063	1	3	1	1	5280	guojia01_;9	0	guojia01ss_;9	29020006	29010001
24010409	医疗兵	imghead012.png	10	40	3	1	3	0	0	224	3213	826	15453	14020045	1	3	1	1	5280	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010410	丹阳兵	imghead003.png	1	40	3	1	1	0	2938	529	0	825	21971	14020023	1	3	1	1	5899	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010411	西凉铁骑	imghead012.png	3	40	3	1	1	0	2938	529	0	825	21971	14020037	1	3	1	1	5899	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010412	元戎射手	imghead012.png	5	40	3	1	2	0	4347	434	0	217	17617	14020012	1	3	1	1	6146	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010413	羽林卫	imghead012.png	6	40	3	1	2	0	4347	434	0	217	17617	14020013	1	3	1	1	6146	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010414	马休	imghead504.png	3	40	3	2	1	0	2938	529	0	825	21971	14020014	1	3	1	1	5899	fuqi01_;11	0	fuqi01ss_;11	29020026	29011031
24010415	火计谋士	imghead012.png	7	40	3	1	3	0	0	224	3213	826	15453	14020089	1	3	1	1	5280	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010416	水计谋士	imghead012.png	8	40	3	1	3	0	0	224	3213	826	15453	14020007	1	3	1	1	5280	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010417	医疗兵	imghead012.png	10	40	3	1	3	0	0	224	3213	826	15453	14020046	1	3	1	1	5280	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010418	丹阳兵	imghead012.png	1	41	3	1	1	0	2843	512	0	758	21386	14020022	1	3	1	1	6251	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010419	庞义	imghead501.png	3	41	3	2	1	0	3127	563	0	833	23524	14020039	1	3	2	1	6251	daoqi01_;9	0	daoqi01ss_;9	29020025	29011036
24010420	西凉铁骑	imghead012.png	3	41	3	1	1	0	3127	563	0	833	23524	14020036	1	3	1	1	6251	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010421	元戎射手	imghead012.png	5	41	3	1	2	0	4587	458	0	228	18880	14020050	1	3	1	1	6511	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010422	弓骑兵	imghead012.png	6	41	3	1	2	0	4587	458	0	228	18880	14020067	1	3	1	1	6511	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010423	火计谋士	imghead012.png	7	41	3	1	3	0	0	238	3405	829	16574	14020009	1	3	1	1	5573	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010424	雷计谋士	imghead012.png	8	41	3	1	3	0	0	217	3096	754	15068	14020027	1	3	1	1	5573	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010425	水计谋士	imghead012.png	8	41	3	1	3	0	0	238	3405	829	16574	14020035	1	3	1	1	5573	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010426	车下虎士	imghead012.png	2	41	3	1	1	0	3127	563	0	833	23524	14020038	1	3	1	1	6251	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010427	孟宗	imghead502.png	3	41	3	2	1	0	3127	563	0	833	23524	14020029	1	3	1	1	6251	daoqi01_;9	0	daoqi01ss_;9	29020025	29011047
24010428	羽林卫	imghead012.png	6	41	3	1	2	0	4170	417	0	208	17164	14020052	1	4	2	1	6511	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010429	弓骑兵	imghead012.png	6	41	3	1	2	0	4587	458	0	228	18880	14020062	1	3	2	1	6511	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010430	火计谋士	imghead012.png	7	41	3	1	3	0	0	238	3405	829	16574	14020042	1	3	1	1	5573	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010431	雷计谋士	imghead012.png	8	41	3	1	3	0	0	238	3405	829	16574	14020054	1	3	1	1	5573	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010432	水计谋士	imghead012.png	8	41	3	1	3	0	0	217	3096	754	15068	14020033	1	3	1	1	5573	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010433	医疗兵	imghead012.png	10	41	3	1	3	0	0	238	3405	829	16574	14020047	1	3	1	1	5573	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010434	羽林卫	imghead503.png	6	41	3	1	2	0	4170	417	0	208	17164	14020012	1	3	1	1	6511	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010435	丹阳兵	imghead012.png	1	41	3	1	1	0	3127	563	0	833	23524	14020036	1	3	1	1	6251	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010436	车下虎士	imghead012.png	2	41	3	1	1	0	3127	563	0	833	23524	14020005	1	4	3	1	6251	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010437	西凉铁骑	imghead012.png	3	41	3	1	1	0	3127	563	0	833	23524	14020020	1	3	2	1	6251	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010438	元戎射手	imghead012.png	5	41	3	1	2	0	4587	458	0	228	18880	14020021	1	4	2	1	6511	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010439	弓骑兵	imghead012.png	6	41	3	1	2	0	4587	458	0	228	18880	14020022	1	3	1	1	6511	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010440	谯周	imghead503.png	8	41	3	2	3	0	0	238	3405	829	16574	14020026	1	3	1	1	5573	bimou01_;11	0	bimou01ss_;11	29020023	29040013
24010441	水计谋士	imghead136.png	8	41	3	1	3	0	0	217	3096	754	15068	14020025	1	3	1	1	5573	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010442	小乔	imghead511.png	7	41	4	4	3	0	0	436	6246	1069	56586	14010007	1	3	1	1	8129	xiaoqiao01_;9	0	xiaoqiao01ss_;9	29020016	29011007
24010443	车下虎士	imghead012.png	2	41	3	1	1	0	3127	563	0	833	23524	14020066	1	3	1	1	6251	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010444	西凉铁骑	imghead012.png	3	41	3	1	1	0	3127	563	0	833	23524	14020005	1	3	1	1	6251	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010445	元戎射手	imghead012.png	5	41	3	1	2	0	4587	458	0	228	18880	14020031	1	3	1	1	6511	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010446	羽林卫	imghead012.png	6	41	3	1	2	0	4170	417	0	208	17164	14020039	1	3	1	1	6511	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010447	弓骑兵	imghead012.png	6	41	3	1	2	0	4587	458	0	228	18880	14020051	1	3	1	1	6511	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010448	火计谋士	imghead012.png	7	41	3	1	3	0	0	238	3405	829	16574	14020088	1	3	1	1	5573	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010449	雷计谋士	imghead012.png	8	41	3	1	3	0	0	217	3096	754	15068	14020078	1	3	1	1	5573	moushi01_;11	0	moushi01ss_;11	29030005	29040105
24010450	藤甲兵	imghead012.png	2	42	3	1	1	0	3315	597	0	842	25113	14020081	1	3	1	1	6606	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010451	丹阳兵	imghead012.png	1	42	3	1	1	0	3014	543	0	766	22830	14020068	1	3	1	1	6606	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010452	白马义从	imghead012.png	3	42	3	1	1	0	3315	597	0	842	25113	14020000	1	4	3	1	6606	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010453	关兴	imghead059.png	1	42	3	2	1	0	3315	597	0	842	25113	14020013	1	3	1	1	6606	chuibu01_;11	0	chuibu01ss_;11	29020024	29011035
24010454	神臂弓兵	imghead012.png	4	42	3	1	2	0	4821	481	0	240	20174	14020031	1	3	1	1	6874	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010455	雷计谋士	imghead012.png	8	42	3	1	3	0	0	251	3593	831	17723	14020065	1	3	1	1	5863	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010456	水计谋士	imghead012.png	8	42	3	1	3	0	0	229	3267	756	16112	14020074	1	3	1	1	5863	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010457	医疗兵	imghead012.png	10	42	3	1	3	0	0	251	3593	831	17723	14020044	1	3	1	1	5863	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010458	藤甲兵	imghead012.png	2	42	3	1	1	0	3315	597	0	842	25113	14020023	1	3	1	1	6606	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010459	丹阳兵	imghead012.png	1	42	3	1	1	0	3315	597	0	842	25113	14020039	1	3	1	1	6606	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010460	元戎射手	imghead012.png	5	42	3	1	2	0	4821	481	0	240	20174	14020080	1	3	1	1	6874	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010461	羽林卫	imghead012.png	6	42	3	1	2	0	4383	438	0	219	18340	14020060	1	3	1	1	6874	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010462	神臂弓兵	imghead012.png	4	42	3	1	2	0	4821	481	0	240	20174	14020078	1	3	1	1	6874	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040104
24010463	诸葛瑾	imghead508.png	7	42	3	2	3	0	0	251	3593	831	17723	14020064	1	3	1	1	5863	wanglang01_;9	0	wanglang01ss_;9	29020012	29010007
24010464	雷计谋士	imghead012.png	8	42	3	1	3	0	0	251	3593	831	17723	14020088	1	3	1	1	5863	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010465	水计谋士	imghead012.png	8	42	3	1	3	0	0	229	3267	756	16112	14020011	1	3	1	1	5863	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010466	水计谋士	imghead014.png	8	42	3	1	3	0	0	229	3267	756	16112	14020010	1	3	1	1	5863	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010467	藤甲兵	imghead012.png	2	42	3	1	1	0	3315	597	0	842	25113	14020086	1	3	2	1	6606	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010468	程秉	imghead510.png	7	42	3	2	3	0	0	251	3593	831	17723	14020007	1	2	1	1	5863	guojia01_;9	0	guojia01ss_;9	29020006	29010001
24010469	白马义从	imghead012.png	3	42	3	1	1	0	3315	597	0	842	25113	14020066	1	3	1	1	6606	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010470	羽林卫	imghead012.png	6	42	3	1	2	0	4821	481	0	240	20174	14020037	1	3	1	1	6874	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010471	神臂弓兵	imghead012.png	4	42	3	1	2	0	4821	481	0	240	20174	14020050	1	3	1	1	6874	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010472	雷计谋士	imghead012.png	8	42	3	1	3	0	0	251	3593	831	17723	14020019	1	3	1	1	5863	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010473	医疗兵	imghead012.png	10	42	3	1	3	0	0	251	3593	831	17723	14020044	1	3	1	1	5863	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010474	藤甲兵	imghead012.png	2	43	3	1	1	0	3502	630	0	851	26737	14020038	1	3	1	1	6961	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010475	丹阳兵	imghead132.png	1	43	3	1	1	0	3184	573	0	774	24307	14020059	1	3	1	1	6961	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24010476	马岱	imghead141.png	3	43	3	2	1	0	3502	630	0	851	26737	14020029	1	3	2	1	6961	daoqi01_;9	0	daoqi01ss_;9	29020025	29011047
24010477	元戎射手	imghead012.png	5	43	3	1	2	0	5050	504	0	253	21497	14020086	1	3	1	1	7234	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010478	羽林卫	imghead012.png	6	43	3	1	2	0	4591	459	0	230	19543	14020051	1	3	1	1	7234	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010479	神臂弓兵	imghead012.png	4	43	3	1	2	0	5050	504	0	253	21497	14020076	1	3	1	1	7234	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040104
24010480	火计谋士	imghead012.png	7	43	3	1	3	0	0	265	3779	831	18899	14020033	1	3	1	1	6151	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010481	水计谋士	imghead012.png	8	43	3	1	3	0	0	265	3779	831	18899	14020025	1	3	1	1	6151	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010482	丹阳兵	imghead012.png	1	43	3	1	1	0	3502	630	0	851	26737	14020023	1	3	1	1	6961	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010483	白马义从	imghead012.png	3	43	3	1	1	0	3502	630	0	851	26737	14020070	1	3	1	1	6961	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010484	关索	imghead073.png	6	43	3	2	2	0	5050	504	0	253	21497	14020049	1	2	1	1	7234	sunjian01_;9	0	sunjian01ss_;9	29020014	29011021
24010485	神臂弓兵	imghead012.png	4	43	3	1	2	0	5050	504	0	253	21497	14020039	1	3	1	1	7234	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010486	火计谋士	imghead012.png	7	43	3	1	3	0	0	241	3436	756	17181	14020033	1	3	1	1	6151	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010487	雷计谋士	imghead012.png	8	43	3	1	3	0	0	241	3436	756	17181	14020034	1	3	1	1	6151	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010488	水计谋士	imghead012.png	8	43	3	1	3	0	0	265	3779	831	18899	14020035	1	3	1	1	6151	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010489	医疗兵	imghead012.png	10	43	3	1	3	0	0	265	3779	831	18899	14020044	1	3	1	1	6151	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010490	元戎射手	imghead016.png	5	43	3	1	2	0	5050	504	0	253	21497	14020000	1	3	1	1	7234	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010491	藤甲兵	imghead124.png	2	43	3	1	1	0	3184	573	0	774	24307	14020036	1	3	1	1	6961	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010492	丹阳兵	imghead012.png	1	43	3	1	1	0	3184	573	0	774	24307	14020029	1	3	1	1	6961	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010493	白马义从	imghead012.png	3	43	3	1	1	0	3502	630	0	851	26737	14020014	1	3	2	1	6961	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010494	羽林卫	imghead012.png	6	43	3	1	2	0	5050	504	0	253	21497	14020037	1	3	1	1	7234	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010495	雷计谋士	imghead012.png	8	43	3	1	3	0	0	265	3779	831	18899	14020053	1	3	1	1	6151	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010496	伍延	imghead509.png	8	43	3	2	3	0	0	265	3779	831	18899	14020063	1	3	1	1	6151	guojia01_;9	0	guojia01ss_;9	29020006	29010001
24010497	医疗兵	imghead012.png	10	43	3	1	3	0	0	265	3779	831	18899	14020044	1	3	1	1	6151	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010498	夏侯惇	imghead020.png	5	43	4	4	2	0	6852	855	0	429	72573	14010006	1	3	1	1	10368	xiahoudun01_;9	0	xiahoudun01ss_;9	29020015	29011006
24010499	藤甲兵	imghead012.png	2	43	3	1	1	0	3502	630	0	851	26737	14020038	1	2	1	1	6961	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010500	丹阳兵	imghead012.png	1	43	3	1	1	0	3502	630	0	851	26737	14020020	1	4	3	1	6961	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010501	白马义从	imghead012.png	3	43	3	1	1	0	3184	573	0	774	24307	14020002	1	3	1	1	6961	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010502	羽林卫	imghead012.png	6	43	3	1	2	0	5050	504	0	253	21497	14020070	1	3	1	1	7234	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010503	火计谋士	imghead505.png	7	43	3	1	3	0	0	265	3779	831	18899	14020057	1	3	1	1	6151	moushi01_;11	0	moushi01ss_;11	29030005	29040105
24010504	水计谋士	imghead012.png	8	43	3	1	3	0	0	265	3779	831	18899	14020055	1	3	1	1	6151	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010505	医疗兵	imghead012.png	10	43	3	1	3	0	0	241	3436	756	17181	14020044	1	3	1	1	6151	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010506	陆抗	imghead127.png	6	44	3	2	2	0	5754	574	0	288	24930	14020021	1	3	1	1	7591	sunce01_;9	0	sunce01ss_;9	29020013	29011016
24010507	白马义从	imghead012.png	3	44	3	1	1	0	4024	724	0	936	30980	14020036	1	3	1	1	7319	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010508	元戎射手	imghead012.png	5	44	3	1	2	0	5754	574	0	288	24930	14020028	1	3	1	1	7591	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010509	羽林卫	imghead012.png	6	44	3	1	2	0	4795	479	0	240	20775	14020067	1	3	1	1	7591	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010510	神臂弓兵	imghead012.png	4	44	3	1	2	0	5754	574	0	288	24930	14020052	1	3	1	1	7591	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010511	火计谋士	imghead012.png	7	44	3	1	3	0	0	252	3603	756	18275	14020091	1	3	1	1	6438	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010512	雷计谋士	imghead012.png	8	44	3	1	3	0	0	302	4323	907	21930	14020090	1	3	1	1	6438	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010513	医疗兵	imghead012.png	10	44	3	1	3	0	0	302	4323	907	21930	14020044	1	3	1	1	6438	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010514	藤甲兵	imghead012.png	2	44	3	1	1	0	4024	724	0	936	30980	14020069	1	3	1	1	7319	bubing01_;11	0	bubing01ss_;13	29030001	29040001
