#突破前装备id	突破后装备id	需要绿水晶个数	需要蓝水晶个数	需要紫水晶个数	材料id	材料数量
id	nextid	gcrystalnum	bcrystalnum	ycrystalnum	materialid	num
17030532	17030595	17	14	9	17030594	1
17030539	17030602	17	14	9	17030601	1
17030546	17030609	17	14	9	17030608	1
17030553	17030616	17	14	9	17030615	1
17030560	17030623	20	16	12	17030622	1
17030567	17030630	20	16	12	17030629	1
17030574	17030637	20	16	12	17030636	1
17030581	17030644	20	16	12	17030643	1
17030588	17030651	20	16	12	17030650	1
17030595	17030658	20	16	12	17030657	1
17030602	17030665	20	16	12	17030664	1
17030609	17030672	20	16	12	17030671	1
17030616	17030679	20	16	12	17030678	1
17030623	17030686	20	16	12	17030685	1
17030630	17030693	20	16	12	17030692	1
17030637	17030700	20	16	12	17030699	1
17030644	17030707	20	16	12	17030706	1
17030651	17030714	20	16	12	17030713	1
17030658	17030721	20	16	12	17030720	1
17030665	17030728	20	16	12	17030727	1
17030672	17030735	20	16	12	17030734	1
17030679	17030742	20	16	12	17030741	1
