#ID	半身像头像	后宫出现特效	显示文本	选项1文本	选项1行为	选项2文本	选项2行为
id	img	girlAnime	dialog	optionA	cmdA	optionB	cmdB
33020402	liurushimm.png	1	我知道一个地方景色特别不错，今日有缘，正好和公子一起去看~	先等一下	文本跳转;33020403	走吧	文本跳转;33020416
33020403	liurushimm.png	1	你有什么事吗？	我先带你去个地方	文本跳转;33020404	今天天气真好	文本跳转;33020437
33020404	liurushimm.png	1	什么地方啊，这么神神秘秘的~	去首饰店	文本跳转;33020405	去望江亭	文本跳转;33020436
33020405	luren6.png		两位贵客欢迎光临，请随便挑随便选啊，最近小店打折，最新款手镯有优惠哦~	买下来	文本跳转;33020406	再看看	文本跳转;33020414
33020406	liurushimm.png	1	啊？这是送给我的？这么突然......	收下吧	文本跳转;33020407		
33020407	liurushimm.png	1	嗯，公子的心意我会珍藏的~虽然今天没有去那个地方，但我觉得不虚此行	回去了吧	文本跳转;33020408	再逛逛	文本跳转;33020409
33020408	liurushimm.png	1	好的，现在天色也不早了，就下次再那个地方吧，再见~	再见			
33020409	liurushimm.png	1	诶，等一下~这边好像有个形同枯槁的乞丐~	......	文本跳转;33020410		
33020410	luren5.png		乞丐：两位，两位善人请行行好吧，我已经三天三夜没吃东西了...	施舍	文本跳转;33020411	不理	文本跳转;33020413
33020411	liurushimm.png	1	如今这世道啊...公子，我突然好怕，好怕我又会被人抓去，又过上以前的生活...	不会的，我带你走	文本跳转;33020412		
33020412	liurushimm.png	1	这...突如其来的幸福感是怎么回事...跟公子相处的时日...我还没准备...今日就不逛了吗？	不逛了，跟我走吧！	获得好感;13010002		
33020413	liurushimm.png	1	唉，今天遇到这样的事，我也没什么兴致了，就下次再见吧~	再见			
33020414	liurushimm.png	1	公子别看了，我也不是贪图这些的人，我们还是去我说的地方逛吧~	不去	文本跳转;33020415	去	文本跳转;33020416
33020415	liurushimm.png	1	唉，我印象中的公子不应该是这么矫情的人啊...现在天色也不早了，下次再说吧，再见~	再见			
33020416	liurushimm.png	1	嗯嗯，我就知道你一定会同意的~	......	文本跳转;33020417		
33020417	luren4.png		前面的人站住，我要让你们知道这块风景被我们承包了！交钱才能看	收拾他们	文本跳转;33020418	交钱	文本跳转;33020435
33020418	luren4.png		哎哟，哎哟，大侠你好厉害...别、别打了，饶命啊！	让你为非作歹	文本跳转;33020419		
33020419	luren4.png		没办法啊，家里上有老下有小，我保证以后不敢了，现在被你打成这样，可怜可怜我吧~	放他走	文本跳转;33020420	给他医药费	文本跳转;33020423
33020420	liurushimm.png	1	唉...今天遇到这事也没兴致再去望江亭了，公子我们还是回去了吧~	再逛逛	文本跳转;33020421	好吧	文本跳转;33020422
33020421	liurushimm.png	1	好的，今天我都听你的~	走吧~	文本跳转;33020409		
33020422	liurushimm.png	1	好的，现在天色也不早了，就下次再那个地方吧，再见~	再见			
33020423	luren4.png		大侠啊，你真是个好人啊，再造父母啊，铁骨柔情啊...	你快走吧...	文本跳转;33020424		
33020424	liurushimm.png	1	如今这世道下，这人也不容易啊...公子我们还要去望江亭么？	其他地方逛逛	文本跳转;33020409	去	文本跳转;33020425
33020425	liurushimm.png	1	你看，面前的滔滔江水和这江中屹立的亭子...就像这时代的人物，终究随江东去不复还~	这滚滚江水好带感	文本跳转;33020426	这望江亭果然别致	文本跳转;33020429
33020426	liurushimm.png	1	这的江水都是这么湍急的，那公子你说说这带感的江水到底给你什么感觉呢？	青山依旧在，几度夕阳红	文本跳转;33020427	古今多少事，都付笑谈中	文本跳转;33020429
33020427	liurushimm.png	1	呵呵，太阳和我们都年轻着呢，还没到夕阳的时候呢...	是啊，年轻真好	文本跳转;33020428		
33020428	liurushimm.png	1	今天就到这了吧，现在天色也不早了，我们下次再来同游，再见~	再见			
33020429	liurushimm.png	1	哈哈~从这里往下望果然心胸都开阔了，我不禁想舞动一曲，不知公子想看吗？	恭候多时了...	文本跳转;33020430		
33020430	liurushimm.png	1	呼呼…献丑了，可惜屏幕前的你不能看到，只有委屈公子自行YY了~	凌波微步，罗袜生尘	文本跳转;33020431	忽忽若神，飘飘欲仙	文本跳转;33020433
33020431	liurushimm.png	1	公子...你的心意我知道，在你心中我真的当得起这八个字吗？	必须的...	文本跳转;33020432		
33020432	liurushimm.png	1	我...的心意也尽在此舞了，公子可愿在这如江水搬滚滚的红尘中，守护于我？	我愿意！	获得好感;13010002		
33020433	liurushimm.png	1	嘻嘻，我看是你飘飘欲仙了吧~	汗...姑娘玩笑了	文本跳转;33020434		
33020434	liurushimm.png	1	今天就到这了吧，现在天色也不早了，我们下次再来同游，再见~	再见			
33020435	luren4.png		这位爷真痛快，您快里面请~	......	文本跳转;33020425		
33020436	liurushimm.png	1	这....是真的有心有灵犀么，我本来也是想带公子去那~	那就快走吧	文本跳转;33020416		
33020437	liurushimm.png	1	当然，不然我也不会带你去了，正经点啦~我们快走吧~	我先带你去个地方	文本跳转;33020404	好吧	文本跳转;33020416
33030101	lixiangjunmm.png	1	哎哟，你撞得我...好疼...	对不起	文本跳转;33030102	怔怔看着	文本跳转;33030123
33030102	lixiangjunmm.png	1	嗯~其实我也有不对的地方...算啦，就你说怎么解决吧~	赔礼	文本跳转;33030103	道歉	文本跳转;33030107
33030103	lixiangjunmm.png	1	啊~我并不是要...这，不太好吧~	这只是小意思	文本跳转;33030104	这是我应该做的	文本跳转;33030107
33030104	lixiangjunmm.png	1	哦呵呵，公子你还真是豪爽，想必家中很殷实吧？	好说好说	文本跳转;33030105		
33030105	lixiangjunmm.png	1	既然如此...其实，因为刚才这一撞，我的项链也坏了，我的项链两千多呢~	区区小钱	文本跳转;33030106	你这是在讹我	文本跳转;33030127
33030106	lixiangjunmm.png	1	哈哈，公子果然爽快，我交你这个朋友啦~我家住在外滩十八号，以后来找我玩吧~	那太好了	获得好感;13010003		
33030107	lixiangjunmm.png	1	嘻嘻~算啦算啦，靠在你态度这么诚恳的份上，我不会生气的啦~	那感情好~	文本跳转;33030108		
33030108	lixiangjunmm.png	1	没事的话那我就先走，再见~	目送她远走	文本跳转;33030109	找个借口将她留	文本跳转;33030116
33030109	luren5.png		这位公子，嘿，嘿，看这里，看这里~我跟你说话呢~	......	文本跳转;33030110		
33030110	luren5.png		这位公子看得这么痴，想必是对那姑娘念念不舍吧，看那小屁股翘得小腰扭得，我都流口水	......	文本跳转;33030111	住口	文本跳转;33030114
33030111	luren5.png		嘿嘿，只要公子你舍得点小钱，我就告诉你她的住址~	花钱	文本跳转;33030112	报警	文本跳转;33030113
33030112	luren5.png		嘿嘿，痛快~她家就是方圆百里著名的王家，住在外滩十八号，下次你就可以起蹲点啦~	那太好了	获得好感;13010003		
33030113	luren5.png		你个逗比，这个时代有个屁的警察，懒得跟你说~	......			
33030114	luren5.png		我，我说错了什么吗？	她的屁股一点都不小	文本跳转;33030115	她的腰一点都不细	文本跳转;33030115
33030115	luren5.png		卧槽，你，你赢了~	......			
33030116	lixiangjunmm.png	1	嗯？公子你叫住我是还有什么事吗？	今天天气真好	文本跳转;33030117	其实没什么事	文本跳转;33030120
33030117	lixiangjunmm.png	1	吹牛，这么大的雾霾，连太阳都看不到...你你就直说吧，到底有什么事	交个朋友吧	文本跳转;33030118	你家住哪？	文本跳转;33030119
33030118	lixiangjunmm.png	1	就是嘛，爽爽快快的多好...额，既然我们是朋友的话，那我...	请直说	文本跳转;33030105		
33030119	lixiangjunmm.png	1	哦~是这样啊，这可是秘密哟，你要通过自己去打听啦，我还有事就先行告退了~	额...再见	文本跳转;33030109	等一下	文本跳转;33030122
33030120	lixiangjunmm.png	1	嘻嘻，说谎可不太好哦~	......	文本跳转;33030121		
33030121	lixiangjunmm.png	1	好吧，既然没事，那我就先行告退了~	等一下	文本跳转;33030122	额...再见	文本跳转;33030109
33030122	lixiangjunmm.png	1	我跟磨磨唧唧的人没什么好说的，再见！	这.....			
33030123	lixiangjunmm.png	1	干嘛盯着我，撞到了别人还这样，真是太无礼了...	不好意思	文本跳转;33030124	只因姑娘太美	文本跳转;33030125
33030124	lixiangjunmm.png	1	哦？这就算道歉了吗，这种道歉是否太廉价了呢？	赔礼	文本跳转;33030107	不理	文本跳转;33030127
33030125	lixiangjunmm.png	1	油嘴滑舌的，别老是盯着我，有什么好看的...	姑娘别介意	文本跳转;33030126	你的心灵美	文本跳转;33030129
33030126	lixiangjunmm.png	1	哦？你还说出这么轻佻的话，这就算道歉了吗，这种道歉是否太廉价了呢？	赔礼	文本跳转;33030107	不理	文本跳转;33030127
33030127	lixiangjunmm.png	1	你这人真是，既然如此，我对你没什么好说的，再见！	目送她远走		找个借口将她留	文本跳转;33030128
33030128	lixiangjunmm.png	1	不想跟你说话，别理我，也别跟着我！	这.....			
33030129	lixiangjunmm.png	1	好啦好啦，真是肉麻，怕了你了，今天就算了，以后走路要注意啰，再见~	目送她远走	文本跳转;33030109	找个借口将她留	文本跳转;33030116
33030201			上次知道了王姑娘的住在外滩十八号，现在就要过去吗？	现在过去	文本跳转;33030202	考虑一下	文本跳转;33030215
33030202			可是...外滩十八号究竟在哪呢？	自己去找	文本跳转;33030203	找人问问	文本跳转;33030207
33030203			条条大路通洛阳，何须问人，我自己也能找到...额，那我现在是？	向西走	文本跳转;33030204	往东走	文本跳转;33030222
33030204			没找到啊，要在周围仔细看看吗？	找人问问	文本跳转;33030205	周围看看	文本跳转;33030209
33030205	luren6.png		我这里有你想知道的情报，但可不是免费的，你要不要买啊？	买	文本跳转;33030232	不买	文本跳转;33030206
33030206	luren6.png		那就算了，你自己去找吧~	再找找	文本跳转;33030209		
33030207	luren6.png		这位小哥在想啥勒，俺可是方圆百里的百晓生，有什么问题就问我吧~	没问题	文本跳转;33030208	有问题	文本跳转;33030210
33030208	luren6.png		那就算了，现在有东、西两条路，外滩十八号你就自己去找吧~	向西走	文本跳转;33030209	往东走	文本跳转;33030222
33030209			...唉~没找对地方，现在天色都晚了，居然连王姑娘的面都没见到... 	只能回去了			
33030210	luren6.png		哈哈，你的问题我知道，但天下没有免费的午餐，这情报也是有一定价值的~	买	文本跳转;33030211	不买	文本跳转;33030220
33030211	luren6.png		哈哈，爽快，外滩十八号就在东边那条路，快去吧~	再等等	文本跳转;33030212	赶过去	文本跳转;33030222
33030212	luren2.png		小伙子，看你面露难色，我这里有些滑溜溜的豆子，也许能为你排忧解难哦~	买	文本跳转;33030213	不买	文本跳转;33030214
33030213	luren2.png		眼光不错，以后会派上用场的，贫道去也~	去王府	文本跳转;33030233		
33030214	luren2.png		.......既如此，贫道去也~	去王府	文本跳转;33030222		
33030215	luren2.png		小伙子，看你面露难色，我这里有些滑溜溜的豆子，也许能为你排忧解难哦~	不买	文本跳转;33030216	买	文本跳转;33030228
33030216	luren2.png		.......既如此，贫道去也~	......	文本跳转;33030217		
33030217	luren1.png		帅哥发什么呆啊，我这里有根针，要不要买啊？	不买	文本跳转;33030218	买	文本跳转;33030218
33030218	luren1.png		哈哈，帅哥下次再来买哟~	......	文本跳转;33030219		
33030219	luren6.png		我这里有你想知道的情报，但可不是免费的，你要不要买啊？	不买	文本跳转;33030220	买	文本跳转;33030221
33030220	luren6.png		那就算了，现在有东、西两条路，外滩十八号你就自己去找吧~	向西走	文本跳转;33030209	往东走	文本跳转;33030221
33030221	luren6.png		哈哈，爽快，外滩十八号就在东边那条路，快去吧~	赶过去	文本跳转;33030222		
33030222	luren3.png		站住，这里是王府，外人不得入内！	终于找到了	文本跳转;33030223		
33030223	lixiangjunmm.png	1	公子公子，我在二楼窗户这儿，看到你真高兴~	见你一面真不容易	文本跳转;33030224		
33030224	lixiangjunmm.png	1	没办法，我爹不让我出去...你快想办法上来吧~	爬上去	文本跳转;33030225	贿赂守卫	文本跳转;33030227
33030225	luren3.png		TMD，你当我不存在啊，看我不把你扒下来！	哎哟！	文本跳转;33030226		
33030226	luren3.png		哈哈，有我在，今儿个你就甭想上去了，从哪来回哪去吧	可恶！			
33030227	luren3.png		哈哈，看来公子也不是外人嘛，快上去吧~	搞定！	获得好感;13010003		
33030228	luren2.png		眼光不错，以后会派上用场的，贫道去也~	......	文本跳转;33030229		
33030229	luren1.png		帅哥发什么呆啊，我这里有根针，要不要买啊？	买	文本跳转;33030230	不买	文本跳转;33030230
33030230	luren1.png		哈哈，帅哥下次再来买哟~	......	文本跳转;33030231		
33030231	luren6.png		这位小哥，我这里有你想知道的情报，你要不要买啊？	买	文本跳转;33030232	不买	文本跳转;33030238
33030232	luren6.png		哈哈，爽快，外滩十八号就在东边那条路，快去吧~	赶过去	文本跳转;33030233		
33030233	luren3.png		站住，这里是王府，外人不得入内！	终于找到了	文本跳转;33030234		
33030234	lixiangjunmm.png	1	公子公子，我在二楼窗户这儿，看到你真高兴~	见你一面真不容易	文本跳转;33030235		
33030235	lixiangjunmm.png	1	没办法，我爹不让我出去...你快想办法上来吧~	撒豆子	文本跳转;33030236	贿赂守卫	文本跳转;33030237
33030236	luren3.png		哎哟！这是什么玩意儿，妈的路都走不了，站都站不稳了...臭小子你给我下来！	乘机上楼	获得好感;13010003		
33030237	luren3.png		哈哈，看来公子也不是外人嘛，快上去吧~	搞定！	获得好感;13010003		
33030238	luren6.png		那就算了，现在有东、西两条路，外滩十八号你就自己去找吧~	往东走	文本跳转;33030233	向西走	文本跳转;33030209
33030301	lixiangjunmm.png	1	公子公子，你来了就好了，我一个人在家里都快闷死了~	我不会让你无聊的	文本跳转;33030302	我来当你的换气扇	文本跳转;33030328
33030302	lixiangjunmm.png	1	说得容易，现在我爹不让我出去，就算你每天都来，也只能陪我那么一会~	......	文本跳转;33030303		
33030303	lixiangjunmm.png	1	公子，我们私奔吧！	好！	文本跳转;33030304	这不太好吧	文本跳转;33030327
33030304	lixiangjunmm.png	1	嗯！是时候来场说走就走的旅行了	一克索	文本跳转;33030305		
33030305	lixiangjunmm.png	1	额...我们从哪走好呢，直接下楼的话会有守卫~	跳窗户	文本跳转;33030306	直接下楼	文本跳转;33030322
33030306	lixiangjunmm.png	1	啊...公子，我怕~	打晕她	文本跳转;33030307	鼓励她	文本跳转;33030315
33030307	lixiangjunmm.png	1	啊呜~......	背起她，跳下楼	文本跳转;33030308		
33030308	luren3.png		站住！你这个混蛋，要把我家小姐带到哪去！	赶快跑	文本跳转;33030309		
33030309			呼...终于跑出来了，但王姑娘却一直昏迷不醒，现在该怎么办呢？	去找大夫	文本跳转;33030310	送她回去	文本跳转;33030314
33030310	luren2.png		大夫：你这莽夫，好好的姑娘被你弄成这样，不过么我马上就能让她醒过来，你先去把钱给了！	给钱	文本跳转;33030311	不给	文本跳转;33030314
33030311	lixiangjunmm.png	1	呼...公子，我们现在出来了吗？	是的	文本跳转;33030312;获得好感;13010003		
33030312	lixiangjunmm.png	1	没关系~我不怪你的，还要谢谢你又让我呼吸到了外面自由的空气，呜~自由真好	你好我也好	文本跳转;33030313		
33030313	lixiangjunmm.png	1	最后还是麻烦你送我回去吧，那毕竟是我家...能出来一趟我已经很满足了，谢谢你！	好吧			
33030314			只能暂时把王姑娘送回去了，下次再来看她吧~	......			
33030315	lixiangjunmm.png	1	呜呜...不行，我一个弱女子根本没力气抓得住	让我想想办法	文本跳转;33030316	那就走下楼吧	文本跳转;33030322
33030316	lixiangjunmm.png	1	啊，公子你真聪明，知道用床单绑成绳结，这样我们可以安全下楼了~	赶紧走吧	文本跳转;33030317		
33030317	lixiangjunmm.png	1	呼...终于出来了，又能呼吸到外面的空气了，自由真好！	是啊，自由真好	文本跳转;33030318		
33030318	lixiangjunmm.png	1	现在天色还早，我好想坐马车，绕城飞奔一次啊~	不行太危险了	文本跳转;33030319	去雇马车	文本跳转;33030320
33030319	lixiangjunmm.png	1	哦，那算了~我们随便逛逛就回去吧~	好的...			
33030320	lixiangjunmm.png	1	哇，真的坐上马车，真的飞奔起来了...风儿吹拂着法，阳光挥洒在脸庞...	这一刻，那么美	文本跳转;33030321;获得好感;13010003		
33030321	lixiangjunmm.png	1	谢谢你，今天出来我很开心，虽然还是要回去，但能出来一次我已经很满足了~	下次再见			
33030322	luren3.png		喂，你们怎么下来了，我已经容忍你们这两天私会了，现在还敢跑来跑去的	你这是非法拘禁	文本跳转;33030323		
33030323	luren3.png		这又不是我的主意，有本事你去找老爷啊！	跟他理论	文本跳转;33030324	去找老爷	文本跳转;33030331
33030324	luren3.png		别跟我讲什么马克思列林，劳资认识他他还不认识我呢！	贿赂他	文本跳转;33030325	大打出手	文本跳转;33030326
33030325	luren3.png		啊哈，今天天气真好，我什么都没看到	赶~紧~走~	文本跳转;33030317		
33030326	lixiangjunmm.png	1	别打别打，他始终是我的家将，也只是听命行事...算了，我今天还是不出去了...公子请回吧~	这......			
33030327	lixiangjunmm.png	1	...是我太唐突了，没头没脑的，都没想好以后该怎么办	我去跟你爹谈谈	文本跳转;33030330		
33030328	lixiangjunmm.png	1	嘻嘻，还是你幽默，可惜我爹不让我出去，就算你每天都来，也只能陪我那么一会~	......	文本跳转;33030329		
33030329	lixiangjunmm.png	1	像那金丝笼中鸟，吃的、穿的再好，却没有自由...公子你说我该怎么办呢？	我去找你爹	文本跳转;33030330	我们私奔吧	文本跳转;33030340
33030330	lixiangjunmm.png	1	啊，公子要有心理准备，我爹爹不太好说话的~	径直前去	文本跳转;33030331		
33030331	luren6.png		老爷现在休息，不见客	不理他	文本跳转;33030332	贿赂他	文本跳转;33030334
33030332	lixiangjunmm.png	1	现在我爹不见人，楼下又有守卫，怎么办呢？	跳窗户走	文本跳转;33030333	贿赂守卫	文本跳转;33030325
33030333	lixiangjunmm.png	1	啊...公子，我怕~	打晕她	文本跳转;33030307		
33030334	luren6.png		啊，好像老爷已经醒了，你们跟我来吧~	......	文本跳转;33030335		
33030335	luren7.png		我知道你们所来何意，但我有我考虑，更何况我是她爹，必须听我的！	金钱说服	文本跳转;33030336	道理说服	文本跳转;33030339
33030336	luren7.png		好吧，我就暂时同意今天让女儿出去，记得早点回来	赶~紧~走~	文本跳转;33030337		
33030337	lixiangjunmm.png	1	呼...终于出来了，又能呼吸到外面的空气了，自由真好！	是啊，自由真好	文本跳转;33030338		
33030338	lixiangjunmm.png	1	谢谢你，今天出来我很开心，虽然还是要回去，但能出来一次我已经很满足了~	下次再见	获得好感;13010003		
33030339	luren7.png		别跟我讲什么马克思列林，劳资认识他他还不认识我呢！好了，你可以回去了~	简直不可理喻			
33030340	lixiangjunmm.png	1	这...不太好吧，都还没想好以后该怎么办	来场说走就走的旅行	文本跳转;33030304		
33030401	lixiangjunmm.png	1	公子万福，你来了，就请坐吧~	怎么突然这么客气	文本跳转;33030402	好的	文本跳转;33030415
33030402	lixiangjunmm.png	1	唉~这可能是我们最后几次见面了~	为什么	文本跳转;33030403	不会的	文本跳转;33030414
33030403	lixiangjunmm.png	1	前几日家里来了个胡商，我...我爹要把我嫁到匈奴去...	我去找你爹	文本跳转;33030404	让我想想办法	文本跳转;33030418
33030404	luren7.png		年轻人火气不要这么大，我知道你所来何事，不如先静下来喝杯茶~	必须先说清楚	文本跳转;33030405	先喝杯茶	文本跳转;33030406
33030405	luren7.png		呵呵，我跟胡搅蛮缠的年轻人没什么好谈的，来人，送客！	可恶！			
33030406	luren7.png		呵呵，年轻人懂茶吗？你觉得刚才喝的第一泡茶，有何感受呢？	人生若只如初见	文本跳转;33030407	豆蔻梢头二月初	文本跳转;33030413
33030407	luren7.png		说得好，那么究竟哪一泡茶最好？其实，每一泡茶都好。因为，好茶总在入口时！	我就是好茶	文本跳转;33030408	我明白了	文本跳转;33030413
33030408	luren7.png		好茶的价值在于入口，你的价值在于什么？！	我没有价值	文本跳转;33030405	这就是我的价值	文本跳转;33030409
33030409	luren7.png		好，好，好，礼不在多，有心就行...女儿，看来你找了个懂茶的好人家啊~	这是？	文本跳转;33030410		
33030410	lixiangjunmm.png	1	嘻嘻公子你真傻，其实没有什么西域胡商啦，都是我爹说来试试你的，这难道不是你的聘礼吗？	不是	文本跳转;33030411	是	文本跳转;33030412
33030411	luren7.png		你这浑人，等你想清楚再来吧！来人，送客！	汗！			
33030412	lixiangjunmm.png	1	其实啊，你来看我都是爹爹默许的，不然你哪能随意往我房里跑啊...以后要好好待我喔！	定不负卿	获得好感;13010003		
33030413	luren7.png		唉~看来，其实你不是很明白，那我还是直说了吧...	恭候静听	文本跳转;33030424		
33030414	lixiangjunmm.png	1	人生无常，世事难料啊，也许过几天你就见不到我了~	为什么	文本跳转;33030403	那更要珍惜眼前	文本跳转;33030418
33030415	lixiangjunmm.png	1	桌上我为公子沏上了第二泡的西湖龙井，请慢用~	喝茶	文本跳转;33030416	不喝	文本跳转;33030417
33030416	lixiangjunmm.png	1	嗯~很好喝吧，喝完之后陪我出去逛逛吧~	好的	文本跳转;33030419		
33030417	lixiangjunmm.png	1	为什么不喝呢，难道觉得这茶不好？	你有心事	文本跳转;33030403	不爱喝茶	文本跳转;33030418
33030418	lixiangjunmm.png	1	唉~算了，那就，还是陪我出去逛逛吧~	好的	文本跳转;33030419		
33030419	lixiangjunmm.png	1	呼~还是这里的空气好啊...不过，也许，也没多少时间能吸到了呢~	不会的 	文本跳转;33030420	为什么	文本跳转;33030421
33030420	lixiangjunmm.png	1	...也许吧，今日我有些乏了，请公子送我回去吧...	额~好吧			
33030421	lixiangjunmm.png	1	前几日家里来了个胡商，我...我爹要把我嫁到匈奴去...	这不科学	文本跳转;33030422	不用担心	文本跳转;33030420
33030422	lixiangjunmm.png	1	想不到崇尚自由的我，有一天也有远出塞外的时候，却再不能呼吸到家乡的空气...	让我想想办法	文本跳转;33030423	我去找你爹	文本跳转;33030424
33030423	lixiangjunmm.png	1	...算了，今日我有些乏了，请公子送我回去吧...	......			
33030424	luren7.png		你的来意无非就是娶我女儿，但我为什么要让她嫁给你呢？	我很爱她	文本跳转;33030425	我很有诚意	文本跳转;33030426
33030425	luren7.png		关我屁事，来人！送客	可恶！			
33030426	luren7.png		有何证明？	很沉很沉的礼	文本跳转;33030427	很诚很诚的爱	文本跳转;33030425
33030427	luren7.png		好，好，好，礼不在多，有心就行...女儿，看来你找了个有钱的好人家啊~	......	文本跳转;33030428		
33030428	lixiangjunmm.png	1	嘻嘻公子你真好，其实没有什么西域胡商，都是我爹说来试试你的，你来看我都是爹爹默许的	汗......	文本跳转;33030429		
33030429	lixiangjunmm.png	1	这算是你的聘礼啰，可不许反悔，我以后就是你的人了...以后要好好待我喔！	定不负卿	获得好感;13010003		
33040101	luren6.png		瞧一瞧看一看啦，又香又滑又好吃的热豆腐脑~	买一碗	文本跳转;33040102	先看看	文本跳转;33040121
33040102	luren6.png		好嘞，客官您请慢用！	......	文本跳转;33040103		
33040103	luren6.png		额...公子，这豆腐脑有什么问题吗？	豆腐脑应该是甜的	文本跳转;33040104	豆腐脑应该是咸的	文本跳转;33040116
33040104	maxianglanmm.png	1	公子你好，我刚在旁边关注已久了，请问公子为什么这么认为呢？	口味原因	文本跳转;33040105	地域原因	文本跳转;33040111
33040105	maxianglanmm.png	1	这个原因的话，那你也只能代表你自己的口味，也不能说所有的豆腐脑都必须是这个口味啊	吃的问题，不能马虎	文本跳转;33040106	我吃的就是这个口味	文本跳转;33040113
33040106	maxianglanmm.png	1	可是把这样的问题，上升到这样的高度，甚至两派之争有什么必要呢~	民以食为天	文本跳转;33040107	没有意义	文本跳转;33040108
33040107	maxianglanmm.png	1	呵呵，公子只是这样认为的话，我也没什么意见，但也没有结果，至少这个问题是没有标准答案的	说的也是			
33040108	maxianglanmm.png	1	那，公子为何还？	只是坚持辩证的思考	文本跳转;33040109	只是从一而终的口味	文本跳转;33040110
33040109	maxianglanmm.png	1	哈哈，我关注了不少时日了，终于遇到个有趣的，希望你能继续坚持你的坚持，固执你的固执！	谢谢...	获得好感;13010004		
33040110	maxianglanmm.png	1	哈哈，公子真是坚持的人啊...好吧~祝公子早日找到自己喜欢的豆腐脑~	谢谢...			
33040111	maxianglanmm.png	1	这样啊，那冒昧请问公子是哪的人呢？	南方人	文本跳转;33040105	北方人	文本跳转;33040112
33040112	maxianglanmm.png	1	据我所知，北方人吃的是咸豆腐脑吧，和你说的好像正好相反~	我吃的就是这个口味	文本跳转;33040113		
33040113	maxianglanmm.png	1	呵呵，公子真是固执己见呢，其实萝卜青菜各有所爱，又何必强求呢~	姑娘说的也是	文本跳转;33040114	任性买碗咸豆腐脑	文本跳转;33040115
33040114	maxianglanmm.png	1	这就妥协了吗...好吧~祝公子早日找到自己喜欢的豆腐脑~	谢谢...			
33040115	maxianglanmm.png	1	哈哈，我关注了不少时日了，终于遇到个有趣的，希望你能继续坚持你的坚持，固执你的固执！	谢谢...	获得好感;13010004		
33040116	maxianglanmm.png	1	公子你好，我刚在旁边关注已久了，请问公子为什么这么认为呢？	口味原因	文本跳转;33040119	地域原因	文本跳转;33040117
33040117	maxianglanmm.png	1	这样啊，那冒昧请问公子是哪的人呢？	北方人	文本跳转;33040119	南方人	文本跳转;33040118
33040118	maxianglanmm.png	1	据我所知，南方人吃的是甜豆腐脑吧，和你说的好像正好相反~	我吃的就是这个口味	文本跳转;33040120		
33040119	maxianglanmm.png	1	这个原因的话，那你也只能代表你自己的口味，也不能说所有的豆腐脑都必须是这个口味啊	吃的问题，不能马虎	文本跳转;33040106	我吃的就是这个口味	文本跳转;33040120
33040120	maxianglanmm.png	1	呵呵，公子真是固执己见呢，其实萝卜青菜各有所爱，又何必强求呢~	任性买碗甜豆腐脑	文本跳转;33040115	姑娘说的也是	文本跳转;33040114
33040121	maxianglanmm.png	1	啊好香，这位小哥请给我来一碗~	上前劝阻	文本跳转;33040122	我也想要	文本跳转;33040127
33040122	maxianglanmm.png	1	哦？公子这是何意？	这豆腐脑味道不对	文本跳转;33040123	额，没事~	文本跳转;33040127
33040123	maxianglanmm.png	1	呵呵，我以为还没吃的人就不要发表意见了吧，毕竟没有调查就没有发言权...	姑娘此言差矣	文本跳转;33040124	姑娘说得有理	文本跳转;33040125
33040124	maxianglanmm.png	1	既然公子要如此胡搅蛮缠，我只有就此拜别了，再见~	诶，等...			
33040125	maxianglanmm.png	1	既然如此，公子就先去品尝一下吧~	买两碗	文本跳转;33040126	买一碗	文本跳转;33040128
33040126	maxianglanmm.png	1	公子你太客气了，其实我以前吃过的，只是想听听他人的评价	这豆腐脑味道挺好	文本跳转;33040129	这豆腐脑味道不对	文本跳转;33040131
33040127	maxianglanmm.png	1	呵呵，我这里正好有一碗刚买的豆腐脑，如果公子不介意的话就给你吧~	多谢	文本跳转;33040128	我自己买	文本跳转;33040128
33040128	maxianglanmm.png	1	公子品尝过后，觉得怎么样呢？	这豆腐脑味道挺好	文本跳转;33040129	这豆腐脑味道不对	文本跳转;33040131
33040129	maxianglanmm.png	1	哈哈，吃慢点不着急，好吃你就多吃点~	再买一碗	文本跳转;33040130	不，不对	文本跳转;33040131
33040130	maxianglanmm.png	1	公子你慢慢吃，我就先走啦~	这豆腐脑真好吃...			
33040131	maxianglanmm.png	1	哦？怎么不对呢，那公子心目中的豆腐脑应该是怎样的呢？	豆腐脑应该是甜的	文本跳转;33040132	豆腐脑应该是咸的	文本跳转;33040133
33040132	maxianglanmm.png	1	终于到正题了，请问公子为什么会这么认为呢？	口味原因	文本跳转;33040105	地域原因	文本跳转;33040111
33040133	maxianglanmm.png	1	终于到正题了，请问公子为什么会这么认为呢？	口味原因	文本跳转;33040119	地域原因	文本跳转;33040117
33040201	maxianglanmm.png	1	公子，近来有一事甚是困惑于我...	姑娘请讲	文本跳转;33040202		
33040202	maxianglanmm.png	1	究竟‘出世’和‘入世’哪个更难呢？公子可曾想过这个问题~	为何会这么问？	文本跳转;33040203	你觉得呢？	文本跳转;33040218
33040203	maxianglanmm.png	1	几日前我遇到一位出世已久的得道高僧，我不禁感慨，要做到像他这样超凡出世真是太难了	......	文本跳转;33040204		
